ID,_Class,_Lv,_Stat_Point,_Skill_Point,_MOD_BaseMHP,_MOD_BaseMSP,_Base_Atk_Prob,_Base_Def_Prob,_Base_Ele_Prob,_Base_Luk_Prob,_Base_Guard,_Base_Atk_Min_Dam,_Base_Atk_Max_Dam,_Base_Ele_Min_Dam,_Base_Ele_Max_Dam,_Base_Speed_X,_Base_Speed_Y,_Base_Rope_Speed_X,_Base_Rope_Speed_Y,_BASE_WATER,_BASE_EXP_MOD,_BASE_ITEM_DROP_MOD,_BASE_DAMAGE_ABSOLUTE,_BASE_REDUCE_DAMAGE_ABSOLUTE,_BASE_DEF_PENETRATION,_BASE_ELE_PENETRATION,_BASE_JUMP_ATK,_BASE_NORMAL,_BASE_HEAVY,_BASE_CRITICAL_DAMAGE,_BASE_ELE_CRITICAL_DAMAGE,_BASE_HEAL_CRITICAL_AUGMENT,_BASE_HEAL_CRITICAL_PROBABILITY,_CLASS_MHP_FACTOR,_CLASS_MSP_FACTOR,_CLASS_RECV_HP_FACTOR,_CLASS_RECV_SP_FACTOR,_BASE_PHY_HIT_RATE,_BASE_ELE_HIT_RATE,_BASE_PHY_DODGE_RATE,_BASE_ELE_DODGE_RATE,_BASE_BACK_DAM,_BASE_ELE_BACK_DAM,_BASE_ATK_ADD_FACTOR,_BASE_ATK_RATIO_FACTOR,_BASE_ELE_ADD_FACTOR,_BASE_ELE_RATIO_FACTOR,_BASE_AMOR,_BASE_HEAL_HP_ADD,_BASE_HEAL_SP_ADD,_BASE_HEAL_HP_FACTOR,_BASE_HEAL_SP_FACTOR,_BASE_ELE_DAMAGE_ABSOLUTE,_BASE_ELE_REDUCE_DAMAGE_ABSOLUTE,_BASE_WATER_MIN_DAM,_BASE_WATER_MAX_DAM,_BASE_RES_WATER,_BASE_DROP_SPEED,_BASE_MAX_DROP_SPEED,_EXP_FACTOR,_EffectID1,_EffectID2
10751,43,41,50,1,3825,435,25,25,15,35,0,95,105,95,105,120,-800,100,100,50,0,0,0,7,0,0,46,51,51,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,82,0,0,100,100,0,7,0,0,205,1600,30,22,0,0
10752,43,42,50,1,3900,440,25,25,15,35,0,95,105,95,105,120,-800,100,100,51,0,0,0,7,0,0,47,52,52,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,84,0,0,100,100,0,7,0,0,210,1600,30,22,0,0
10753,43,43,50,1,3975,445,25,25,15,35,0,95,105,95,105,120,-800,100,100,52,0,0,0,7,0,0,48,53,53,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,86,0,0,100,100,0,7,0,0,215,1600,30,23,0,0
10754,43,44,50,1,4050,450,25,25,15,35,0,95,105,95,105,120,-800,100,100,53,0,0,0,7,0,0,49,54,54,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,88,0,0,100,100,0,7,0,0,220,1600,30,24,0,0
10755,43,45,50,1,4125,455,25,25,15,35,0,95,105,95,105,120,-800,100,100,54,0,0,0,7,0,0,50,55,55,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,90,0,0,100,100,0,7,0,0,225,1600,30,25,0,0
10756,43,46,50,1,4200,460,25,25,15,35,0,95,105,95,105,120,-800,100,100,55,0,0,0,7,0,0,51,56,56,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,92,0,0,100,100,0,7,0,0,230,1600,30,26,0,0
10757,43,47,50,1,4275,465,25,25,15,35,0,95,105,95,105,120,-800,100,100,56,0,0,0,7,0,0,52,57,57,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,94,0,0,100,100,0,7,0,0,235,1600,30,26,0,0
10758,43,48,50,1,4350,470,25,25,15,35,0,95,105,95,105,120,-800,100,100,57,0,0,0,8,0,0,53,58,58,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,96,0,0,100,100,0,8,0,0,240,1600,30,27,0,0
10759,43,49,50,1,4425,475,25,25,15,35,0,95,105,95,105,120,-800,100,100,58,0,0,0,8,0,0,54,59,59,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,98,0,0,100,100,0,8,0,0,245,1600,30,28,0,0
10760,43,50,50,1,4500,480,25,25,15,35,0,95,105,95,105,120,-800,100,100,59,0,0,0,8,0,0,55,60,60,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,100,0,0,100,100,0,8,0,0,250,1600,30,29,0,0
10761,43,51,50,1,4575,485,25,25,15,35,0,95,105,95,105,120,-800,100,100,60,0,0,0,8,0,0,56,61,61,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,102,0,0,100,100,0,8,0,0,255,1600,30,34,0,0
10762,43,52,50,1,4650,490,25,25,15,35,0,95,105,95,105,120,-800,100,100,61,0,0,0,8,0,0,57,62,62,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,104,0,0,100,100,0,8,0,0,260,1600,30,35,0,0
10763,43,53,50,1,4725,495,25,25,15,35,0,95,105,95,105,120,-800,100,100,62,0,0,0,8,0,0,58,63,63,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,106,0,0,100,100,0,8,0,0,265,1600,30,36,0,0
10764,43,54,50,1,4800,500,25,25,15,35,0,95,105,95,105,120,-800,100,100,63,0,0,0,8,0,0,59,64,64,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,108,0,0,100,100,0,8,0,0,270,1600,30,37,0,0
10765,43,55,50,1,4875,505,25,25,15,35,0,95,105,95,105,120,-800,100,100,64,0,0,0,9,0,0,60,65,65,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,110,0,0,100,100,0,9,0,0,275,1600,30,38,0,0
10766,43,56,50,1,4950,510,25,25,15,35,0,95,105,95,105,120,-800,100,100,65,0,0,0,9,0,0,61,66,66,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,112,0,0,100,100,0,9,0,0,280,1600,30,39,0,0
10767,43,57,50,1,5025,515,25,25,15,35,0,95,105,95,105,120,-800,100,100,66,0,0,0,9,0,0,62,67,67,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,114,0,0,100,100,0,9,0,0,285,1600,30,40,0,0
10768,43,58,50,1,5100,520,25,25,15,35,0,95,105,95,105,120,-800,100,100,67,0,0,0,9,0,0,63,68,68,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,116,0,0,100,100,0,9,0,0,290,1600,30,41,0,0
10769,43,59,50,1,5175,525,25,25,15,35,0,95,105,95,105,120,-800,100,100,68,0,0,0,9,0,0,64,69,69,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,118,0,0,100,100,0,9,0,0,295,1600,30,43,0,0
10770,43,60,50,1,5250,530,25,25,15,35,0,95,105,95,105,120,-800,100,100,69,0,0,0,9,0,0,65,70,70,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,120,0,0,100,100,0,9,0,0,300,1600,30,44,0,0
10771,43,61,50,1,5325,535,25,25,15,35,0,95,105,95,105,120,-800,100,100,70,0,0,0,10,0,0,66,71,71,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,122,0,0,100,100,0,10,0,0,305,1600,30,45,0,0
10772,43,62,50,1,5400,540,25,25,15,35,0,95,105,95,105,120,-800,100,100,71,0,0,0,10,0,0,67,72,72,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,124,0,0,100,100,0,10,0,0,310,1600,30,46,0,0
10773,43,63,50,1,5475,545,25,25,15,35,0,95,105,95,105,120,-800,100,100,72,0,0,0,10,0,0,68,73,73,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,126,0,0,100,100,0,10,0,0,315,1600,30,48,0,0
10774,43,64,50,1,5550,550,25,25,15,35,0,95,105,95,105,120,-800,100,100,73,0,0,0,10,0,0,69,74,74,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,128,0,0,100,100,0,10,0,0,320,1600,30,49,0,0
10775,43,65,50,1,5625,555,25,25,15,35,0,95,105,95,105,120,-800,100,100,74,0,0,0,10,0,0,70,75,75,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,130,0,0,100,100,0,10,0,0,325,1600,30,50,0,0
10776,43,66,50,1,5700,560,25,25,15,35,0,95,105,95,105,120,-800,100,100,75,0,0,0,10,0,0,71,76,76,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,132,0,0,100,100,0,10,0,0,330,1600,30,52,0,0
10777,43,67,50,1,5775,565,25,25,15,35,0,95,105,95,105,120,-800,100,100,76,0,0,0,10,0,0,72,77,77,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,134,0,0,100,100,0,10,0,0,335,1600,30,53,0,0
10778,43,68,50,1,5850,570,25,25,15,35,0,95,105,95,105,120,-800,100,100,77,0,0,0,11,0,0,73,78,78,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,136,0,0,100,100,0,11,0,0,340,1600,30,54,0,0
10779,43,69,50,1,5925,575,25,25,15,35,0,95,105,95,105,120,-800,100,100,78,0,0,0,11,0,0,74,79,79,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,138,0,0,100,100,0,11,0,0,345,1600,30,56,0,0
10780,43,70,50,1,6000,580,25,25,15,35,0,95,105,95,105,120,-800,100,100,79,0,0,0,11,0,0,75,80,80,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,140,0,0,100,100,0,11,0,0,350,1600,30,57,0,0
10781,43,71,50,1,6075,585,25,25,15,35,0,95,105,95,105,120,-800,100,100,80,0,0,0,11,0,0,76,81,81,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,142,0,0,100,100,0,11,0,0,355,1600,30,59,0,0
10782,43,72,50,1,6150,590,25,25,15,35,0,95,105,95,105,120,-800,100,100,81,0,0,0,11,0,0,77,82,82,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,144,0,0,100,100,0,11,0,0,360,1600,30,60,0,0
10783,43,73,50,1,6225,595,25,25,15,35,0,95,105,95,105,120,-800,100,100,82,0,0,0,11,0,0,78,83,83,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,146,0,0,100,100,0,11,0,0,365,1600,30,62,0,0
10784,43,74,50,1,6300,600,25,25,15,35,0,95,105,95,105,120,-800,100,100,83,0,0,0,11,0,0,79,84,84,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,148,0,0,100,100,0,11,0,0,370,1600,30,64,0,0
10785,43,75,50,1,6375,605,25,25,15,35,0,95,105,95,105,120,-800,100,100,84,0,0,0,12,0,0,80,85,85,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,150,0,0,100,100,0,12,0,0,375,1600,30,65,0,0
10786,43,76,50,1,6450,610,25,25,15,35,0,95,105,95,105,120,-800,100,100,85,0,0,0,12,0,0,81,86,86,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,152,0,0,100,100,0,12,0,0,380,1600,30,67,0,0
10787,43,77,50,1,6525,615,25,25,15,35,0,95,105,95,105,120,-800,100,100,86,0,0,0,12,0,0,82,87,87,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,154,0,0,100,100,0,12,0,0,385,1600,30,69,0,0
10788,43,78,50,1,6600,620,25,25,15,35,0,95,105,95,105,120,-800,100,100,87,0,0,0,12,0,0,83,88,88,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,156,0,0,100,100,0,12,0,0,390,1600,30,70,0,0
10789,43,79,50,1,6675,625,25,25,15,35,0,95,105,95,105,120,-800,100,100,88,0,0,0,12,0,0,84,89,89,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,158,0,0,100,100,0,12,0,0,395,1600,30,72,0,0
10790,43,80,50,1,6750,630,25,25,15,35,0,95,105,95,105,120,-800,100,100,89,0,0,0,12,0,0,85,90,90,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,160,0,0,100,100,0,12,0,0,400,1600,30,74,0,0
10791,43,81,50,1,6825,635,25,25,15,35,0,95,105,95,105,120,-800,100,100,90,0,0,0,13,0,0,86,91,91,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,162,0,0,100,100,0,13,0,0,405,1600,30,76,0,0
10792,43,82,50,1,6900,640,25,25,15,35,0,95,105,95,105,120,-800,100,100,91,0,0,0,13,0,0,87,92,92,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,164,0,0,100,100,0,13,0,0,410,1600,30,78,0,0
10793,43,83,50,1,6975,645,25,25,15,35,0,95,105,95,105,120,-800,100,100,92,0,0,0,13,0,0,88,93,93,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,166,0,0,100,100,0,13,0,0,415,1600,30,80,0,0
10794,43,84,50,1,7050,650,25,25,15,35,0,95,105,95,105,120,-800,100,100,93,0,0,0,13,0,0,89,94,94,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,168,0,0,100,100,0,13,0,0,420,1600,30,82,0,0
10795,43,85,50,1,7125,655,25,25,15,35,0,95,105,95,105,120,-800,100,100,94,0,0,0,13,0,0,90,95,95,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,170,0,0,100,100,0,13,0,0,425,1600,30,84,0,0
10796,43,86,50,1,7200,660,25,25,15,35,0,95,105,95,105,120,-800,100,100,95,0,0,0,13,0,0,91,96,96,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,172,0,0,100,100,0,13,0,0,430,1600,30,86,0,0
10797,43,87,50,1,7275,665,25,25,15,35,0,95,105,95,105,120,-800,100,100,96,0,0,0,13,0,0,92,97,97,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,174,0,0,100,100,0,13,0,0,435,1600,30,88,0,0
10798,43,88,50,1,7350,670,25,25,15,35,0,95,105,95,105,120,-800,100,100,97,0,0,0,14,0,0,93,98,98,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,176,0,0,100,100,0,14,0,0,440,1600,30,90,0,0
10799,43,89,50,1,7425,675,25,25,15,35,0,95,105,95,105,120,-800,100,100,98,0,0,0,14,0,0,94,99,99,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,178,0,0,100,100,0,14,0,0,445,1600,30,92,0,0
10800,43,90,50,1,7500,680,25,25,15,35,0,95,105,95,105,120,-800,100,100,99,0,0,0,14,0,0,95,100,100,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,180,0,0,100,100,0,14,0,0,450,1600,30,94,0,0
10801,43,91,50,1,7575,685,25,25,15,35,0,95,105,95,105,120,-800,100,100,100,0,0,0,14,0,0,96,101,101,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,182,0,0,100,100,0,14,0,0,455,1600,30,96,0,0
10802,43,92,50,1,7650,690,25,25,15,35,0,95,105,95,105,120,-800,100,100,101,0,0,0,14,0,0,97,102,102,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,184,0,0,100,100,0,14,0,0,460,1600,30,99,0,0
10803,43,93,50,1,7725,695,25,25,15,35,0,95,105,95,105,120,-800,100,100,102,0,0,0,14,0,0,98,103,103,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,186,0,0,100,100,0,14,0,0,465,1600,30,101,0,0
10804,43,94,50,1,7800,700,25,25,15,35,0,95,105,95,105,120,-800,100,100,103,0,0,0,14,0,0,99,104,104,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,188,0,0,100,100,0,14,0,0,470,1600,30,103,0,0
10805,43,95,50,1,7875,705,25,25,15,35,0,95,105,95,105,120,-800,100,100,104,0,0,0,15,0,0,100,105,105,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,190,0,0,100,100,0,15,0,0,475,1600,30,106,0,0
10806,43,96,50,1,7950,710,25,25,15,35,0,95,105,95,105,120,-800,100,100,105,0,0,0,15,0,0,101,106,106,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,192,0,0,100,100,0,15,0,0,480,1600,30,108,0,0
10807,43,97,50,1,8025,715,25,25,15,35,0,95,105,95,105,120,-800,100,100,106,0,0,0,15,0,0,102,107,107,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,194,0,0,100,100,0,15,0,0,485,1600,30,111,0,0
10808,43,98,50,1,8100,720,25,25,15,35,0,95,105,95,105,120,-800,100,100,107,0,0,0,15,0,0,103,108,108,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,196,0,0,100,100,0,15,0,0,490,1600,30,113,0,0
10809,43,99,50,1,8175,725,25,25,15,35,0,95,105,95,105,120,-800,100,100,108,0,0,0,15,0,0,104,109,109,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,198,0,0,100,100,0,15,0,0,495,1600,30,116,0,0
10810,43,100,50,1,8250,730,25,25,15,35,0,95,105,95,105,120,-800,100,100,109,0,0,0,15,0,0,105,110,110,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,200,0,0,100,100,0,15,0,0,500,1600,30,119,0,0
10811,43,101,100,1,8325,735,25,25,15,35,0,95,105,95,105,120,-800,100,100,110,0,0,0,16,0,0,106,111,111,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,202,0,0,100,100,0,16,0,0,505,1600,30,121,0,0
10812,43,102,100,1,8400,740,25,25,15,35,0,95,105,95,105,120,-800,100,100,111,0,0,0,16,0,0,107,112,112,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,204,0,0,100,100,0,16,0,0,510,1600,30,124,0,0
10813,43,103,100,1,8475,745,25,25,15,35,0,95,105,95,105,120,-800,100,100,112,0,0,0,16,0,0,108,113,113,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,206,0,0,100,100,0,16,0,0,515,1600,30,127,0,0
10814,43,104,100,1,8550,750,25,25,15,35,0,95,105,95,105,120,-800,100,100,113,0,0,0,16,0,0,109,114,114,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,208,0,0,100,100,0,16,0,0,520,1600,30,130,0,0
10815,43,105,100,1,8625,755,25,25,15,35,0,95,105,95,105,120,-800,100,100,114,0,0,0,16,0,0,110,115,115,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,210,0,0,100,100,0,16,0,0,525,1600,30,133,0,0
10816,43,106,100,1,8700,760,25,25,15,35,0,95,105,95,105,120,-800,100,100,115,0,0,0,16,0,0,111,116,116,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,212,0,0,100,100,0,16,0,0,530,1600,30,135,0,0
10817,43,107,100,1,8775,765,25,25,15,35,0,95,105,95,105,120,-800,100,100,116,0,0,0,16,0,0,112,117,117,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,214,0,0,100,100,0,16,0,0,535,1600,30,138,0,0
10818,43,108,100,1,8850,770,25,25,15,35,0,95,105,95,105,120,-800,100,100,117,0,0,0,17,0,0,113,118,118,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,216,0,0,100,100,0,17,0,0,540,1600,30,142,0,0
10819,43,109,100,1,8925,775,25,25,15,35,0,95,105,95,105,120,-800,100,100,118,0,0,0,17,0,0,114,119,119,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,218,0,0,100,100,0,17,0,0,545,1600,30,145,0,0
10820,43,110,100,1,9000,780,25,25,15,35,0,95,105,95,105,120,-800,100,100,119,0,0,0,17,0,0,115,120,120,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,220,0,0,100,100,0,17,0,0,550,1600,30,148,0,0
10821,43,111,100,1,9075,785,25,25,15,35,0,95,105,95,105,120,-800,100,100,120,0,0,0,17,0,0,116,121,121,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,222,0,0,100,100,0,17,0,0,555,1600,30,151,0,0
10822,43,112,100,1,9150,790,25,25,15,35,0,95,105,95,105,120,-800,100,100,121,0,0,0,17,0,0,117,122,122,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,224,0,0,100,100,0,17,0,0,560,1600,30,154,0,0
10823,43,113,100,1,9225,795,25,25,15,35,0,95,105,95,105,120,-800,100,100,122,0,0,0,17,0,0,118,123,123,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,226,0,0,100,100,0,17,0,0,565,1600,30,158,0,0
10824,43,114,100,1,9300,800,25,25,15,35,0,95,105,95,105,120,-800,100,100,123,0,0,0,17,0,0,119,124,124,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,228,0,0,100,100,0,17,0,0,570,1600,30,161,0,0
10825,43,115,100,1,9375,805,25,25,15,35,0,95,105,95,105,120,-800,100,100,124,0,0,0,18,0,0,120,125,125,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,230,0,0,100,100,0,18,0,0,575,1600,30,165,0,0
10826,43,116,100,1,9450,810,25,25,15,35,0,95,105,95,105,120,-800,100,100,125,0,0,0,18,0,0,121,126,126,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,232,0,0,100,100,0,18,0,0,580,1600,30,168,0,0
10827,43,117,100,1,9525,815,25,25,15,35,0,95,105,95,105,120,-800,100,100,126,0,0,0,18,0,0,122,127,127,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,234,0,0,100,100,0,18,0,0,585,1600,30,172,0,0
10828,43,118,100,1,9600,820,25,25,15,35,0,95,105,95,105,120,-800,100,100,127,0,0,0,18,0,0,123,128,128,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,236,0,0,100,100,0,18,0,0,590,1600,30,175,0,0
10829,43,119,100,1,9675,825,25,25,15,35,0,95,105,95,105,120,-800,100,100,128,0,0,0,18,0,0,124,129,129,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,238,0,0,100,100,0,18,0,0,595,1600,30,179,0,0
10830,43,120,100,1,9750,830,25,25,15,35,0,95,105,95,105,120,-800,100,100,129,0,0,0,18,0,0,125,130,130,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,240,0,0,100,100,0,18,0,0,600,1600,30,183,0,0
10831,43,121,100,1,9825,835,25,25,15,35,0,95,105,95,105,120,-800,100,100,130,0,0,0,19,0,0,126,131,131,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,242,0,0,100,100,0,19,0,0,605,1600,30,187,0,0
10832,43,122,100,1,9900,840,25,25,15,35,0,95,105,95,105,120,-800,100,100,131,0,0,0,19,0,0,127,132,132,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,244,0,0,100,100,0,19,0,0,610,1600,30,191,0,0
10833,43,123,100,1,9975,845,25,25,15,35,0,95,105,95,105,120,-800,100,100,132,0,0,0,19,0,0,128,133,133,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,246,0,0,100,100,0,19,0,0,615,1600,30,195,0,0
10834,43,124,100,1,10050,850,25,25,15,35,0,95,105,95,105,120,-800,100,100,133,0,0,0,19,0,0,129,134,134,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,248,0,0,100,100,0,19,0,0,620,1600,30,199,0,0
10835,43,125,100,1,10125,855,25,25,15,35,0,95,105,95,105,120,-800,100,100,134,0,0,0,19,0,0,130,135,135,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,250,0,0,100,100,0,19,0,0,625,1600,30,203,0,0
10836,43,126,100,1,10200,860,25,25,15,35,0,95,105,95,105,120,-800,100,100,135,0,0,0,19,0,0,131,136,136,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,252,0,0,100,100,0,19,0,0,630,1600,30,207,0,0
10837,43,127,100,1,10275,865,25,25,15,35,0,95,105,95,105,120,-800,100,100,136,0,0,0,19,0,0,132,137,137,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,254,0,0,100,100,0,19,0,0,635,1600,30,212,0,0
10838,43,128,100,1,10350,870,25,25,15,35,0,95,105,95,105,120,-800,100,100,137,0,0,0,20,0,0,133,138,138,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,256,0,0,100,100,0,20,0,0,640,1600,30,216,0,0
10839,43,129,100,1,10425,875,25,25,15,35,0,95,105,95,105,120,-800,100,100,138,0,0,0,20,0,0,134,139,139,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,258,0,0,100,100,0,20,0,0,645,1600,30,221,0,0
10840,43,130,100,1,10500,880,25,25,15,35,0,95,105,95,105,120,-800,100,100,139,0,0,0,20,0,0,135,140,140,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,260,0,0,100,100,0,20,0,0,650,1600,30,225,0,0
10841,43,131,100,1,10575,885,25,25,15,35,0,95,105,95,105,120,-800,100,100,140,0,0,0,20,0,0,136,141,141,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,262,0,0,100,100,0,20,0,0,655,1600,30,230,0,0
10842,43,132,100,1,10650,890,25,25,15,35,0,95,105,95,105,120,-800,100,100,141,0,0,0,20,0,0,137,142,142,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,264,0,0,100,100,0,20,0,0,660,1600,30,234,0,0
10843,43,133,100,1,10725,895,25,25,15,35,0,95,105,95,105,120,-800,100,100,142,0,0,0,20,0,0,138,143,143,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,266,0,0,100,100,0,20,0,0,665,1600,30,239,0,0
10844,43,134,100,1,10800,900,25,25,15,35,0,95,105,95,105,120,-800,100,100,143,0,0,0,20,0,0,139,144,144,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,268,0,0,100,100,0,20,0,0,670,1600,30,244,0,0
10845,43,135,100,1,10875,905,25,25,15,35,0,95,105,95,105,120,-800,100,100,144,0,0,0,21,0,0,140,145,145,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,270,0,0,100,100,0,21,0,0,675,1600,30,249,0,0
10846,43,136,100,1,10950,910,25,25,15,35,0,95,105,95,105,120,-800,100,100,145,0,0,0,21,0,0,141,146,146,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,272,0,0,100,100,0,21,0,0,680,1600,30,254,0,0
10847,43,137,100,1,11025,915,25,25,15,35,0,95,105,95,105,120,-800,100,100,146,0,0,0,21,0,0,142,147,147,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,274,0,0,100,100,0,21,0,0,685,1600,30,259,0,0
10848,43,138,100,1,11100,920,25,25,15,35,0,95,105,95,105,120,-800,100,100,147,0,0,0,21,0,0,143,148,148,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,276,0,0,100,100,0,21,0,0,690,1600,30,265,0,0
10849,43,139,100,1,11175,925,25,25,15,35,0,95,105,95,105,120,-800,100,100,148,0,0,0,21,0,0,144,149,149,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,278,0,0,100,100,0,21,0,0,695,1600,30,270,0,0
10850,43,140,100,1,11250,930,25,25,15,35,0,95,105,95,105,120,-800,100,100,149,0,0,0,21,0,0,145,150,150,50,50,50,0,400,300,2,3,0,0,0,0,20,20,100,200,100,200,280,0,0,100,100,0,21,0,0,700,1600,30,275,0,0
