ID,_Name,_Skill_ID,_Multi_Icon,_Multi_IconIndex,_Awaken_Order,_Awaken_skill,_Order,_EffectRequire_ID,_EffectRequire_Value,_MotionInfo1,_SoundEffect1,_Fx1,_MotionInfo2,_SoundEffect2,_Fx2,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_ValueSlv1,_Require1_Value2,_Require1_ValueSlv2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_ValueSlv1,_Require2_Value2,_Require2_ValueSlv2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_ValueSlv1,_Require3_Value2,_Require3_ValueSlv2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_ValueSlv1,_Require4_Value2,_Require4_ValueSlv2,_RequireEquipType,_RequireItemKind,_MotionStatusCheck,_StandCheck,_Buff_Check,_ComboCheck,_Skill_ComboID,_ComboTimeDelay,_ComboTime,_ComboApplyID,_Skill_CoolTimeID,_CoolTime1,_CoolTimeSLv1,_CoolTimeApplyID1,_CoolTime2,_CoolTimeSLv2,_CoolTimeApplyID2,_ConsumptionTerm,_ConsumptionStat1,_ConsumptionStatValue1,_ConsumptionStatValueSlv1,_ConsumptionStat2,_ConsumptionStatValue2,_ConsumptionStatValueSlv2,_ConsumptionStat3,_ConsumptionStatValue3,_ConsumptionStatValueSlv3,_ConsumptionItemID1,_ConsumptionItemID2,_ConditionCheckTime,_Speed_Delay,_Speed_X,_Speed_Time,_Speed_Y,_TargetType,_TargetMaxCount,_TargetMaxCountSlv,_Effect_Delay1,_Effect_Self1,_Effect_Target1,_Effect_Delay2,_Effect_Self2,_Effect_Target2,_Effect_Delay3,_Effect_Self3,_Effect_Target3,_Effect_Delay4,_Effect_Self4,_Effect_Target4,_Effect_Delay5,_Effect_Self5,_Effect_Target5,_Effect_Delay6,_Effect_Self6,_Effect_Target6,_Loop_Effect_Start_Delay1,_Loop_Effect_Delay1,_Loop_Effect_Self1,_Loop_Effect_Target1,_Loop_Effect_Finish_Time1,_Loop_Effect_Start_Delay2,_Loop_Effect_Delay2,_Loop_Effect_Self2,_Loop_Effect_Target2,_Loop_Effect_Finish_Time2,_StatusType1,_StatusValue1,_StatusValueSlv1,_StatusType2,_StatusValue2,_StatusValueSlv2,_StatusType3,_StatusValue3,_StatusValueSlv3,_StatusType4,_StatusValue4,_StatusValueSlv4,_Dec_Cool
2922,【 ???? 】,3813906,0,0,1,39247,0,0,0,30000123,4406,3172,30000123,4406,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,13,1,14412,1,0,0,0,0,0,0,7506,15390,0,7506,15390,0,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,【 ??? II 】,3813907,0,0,0,0,0,0,0,38103807,4390,18300,38103807,4390,18300,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,13,1,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200277,0,26,0,25200356,27,0,25200356,28,0,25200356,29,0,25200356,0,0,0,5,2,0,25200355,19,30,1,0,25200356,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,【 ??? II 】,3813907,0,0,1,39242,0,0,0,38103807,4390,18300,38103807,4390,18300,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,13,1,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200277,0,0,81007183,0,26,0,25200356,27,0,25200356,28,0,25200356,29,0,25200356,5,2,0,25200355,19,30,1,0,25200356,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,【 ?? ?? 】,3814001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1000,0,0,0,0,0,0,0,0,0,0,1
2926,【 ??? ?? 】,3814002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,0,0,0,0,0,0,0,0,0,0,1
2927,【 ?? ?? 】,3814003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,5,0,0,0,0,0,0,0,0,0,0,1
2928,【 ?? II 】,3814004,0,0,0,0,0,0,0,38104004,4380,18354,38104004,4380,18354,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,11,11,103079278716,1,0,0,10001,190,230,10001,7507,260,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,25200384,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,【 ?? II 】,3814004,0,0,1,40246,0,0,0,38104004,4380,18354,38104004,4380,18354,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,11,11,103079278716,1,0,0,10001,190,230,10001,7507,130,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,25200384,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,【 ??? ? 】,3814005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2931,【 ???? 】,3814006,0,0,0,0,0,0,0,30000123,4406,3172,30000123,4406,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,11,11,14412,1,0,0,0,0,0,0,7506,0,10260,7506,0,10260,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,【 ???? 】,3814006,0,0,1,40247,0,0,0,30000123,4406,3172,30000123,4406,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,11,11,14412,1,0,0,0,0,0,0,7506,15390,0,7506,15390,0,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,【 ??? II 】,3814007,0,0,0,0,0,0,0,38104007,4401,18307,38104007,4401,18307,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,11,11,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,25200357,25,30,1,0,25200358,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,【 ??? II 】,3814007,0,0,1,40242,0,0,0,38104007,4401,18307,38104007,4401,18307,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,11,11,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200278,0,0,81007184,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,25200357,25,30,1,0,25200358,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,【 ?? ?? 】,3814101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1000,0,0,0,0,0,0,0,0,0,0,1
2936,【 ??? ?? 】,3814102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,0,0,0,0,0,0,0,0,0,0,1
2937,【 ?? ?? 】,3814103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,5,0,0,0,0,0,0,0,0,0,0,1
2938,【 ?? II 】,3814104,0,0,0,0,0,0,0,38104114,6024,20130,38104114,6024,20130,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,13,14,103079278716,1,0,0,10001,190,230,10001,7507,260,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25200385,9,9,1,0,25200385,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,【 ?? II 】,3814104,0,0,1,41246,0,0,0,38104114,6024,20130,38104114,6024,20130,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,13,14,103079278716,1,0,0,10001,190,230,10001,7507,130,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25200385,9,9,1,0,25200385,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,【 ??? ? 】,3814105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2941,【 ???? 】,3814106,0,0,0,0,0,0,0,30001002,4406,15289,30001002,4406,15289,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,13,14,14412,1,0,0,0,0,0,0,7506,0,10260,7506,0,10260,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,【 ???? 】,3814106,0,0,1,41247,0,0,0,30001002,4406,15289,30001002,4406,15289,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,13,14,14412,1,0,0,0,0,0,0,7506,15390,0,7506,15390,0,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,【 ??? II 】,3814107,0,0,0,0,0,0,0,38104007,4401,18307,38104007,4401,18307,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,13,14,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,25200357,25,30,1,0,25200358,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,【 ??? II 】,3814107,0,0,1,41242,0,0,0,38104007,4401,18307,38104007,4401,18307,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,13,14,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200278,0,0,81007184,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,25200357,25,30,1,0,25200358,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,【 ?? ?? 】,3814201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1000,0,0,0,0,0,0,0,0,0,0,1
2946,【 ??? ?? 】,3814202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,1
2947,【 ?? ?? 】,3814203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,5,0,0,0,0,0,0,0,0,0,0,1
2948,【 ?? II 】,3814204,0,0,0,0,0,0,0,38104204,0,0,38104204,0,0,1,405,0,0,9,,6,2,32,,,,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,10001,30,70,10001,7507,260,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,25200341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,【 ?? II 】,3814204,0,0,1,42246,0,0,0,38104204,0,0,38104204,0,0,1,405,0,0,9,,6,2,32,,,,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,10001,30,70,10001,7507,130,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,25200341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,【 ??? ? 】,3814205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200460,0,0,25200461,0,0,25200462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2951,【 ???? 】,3814206,0,0,0,0,0,0,0,30000123,4406,3172,30000123,4406,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,7506,0,10260,7506,0,10260,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,【 ???? 】,3814206,0,0,1,42247,0,0,0,30000123,4406,3172,30000123,4406,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,7506,15390,0,7506,15390,0,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,【 ??? II 】,3814207,0,0,0,0,0,0,0,38104207,4391,18308,38104207,4391,18308,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,25200361,28,29,1,0,25200362,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,【 ??? II 】,3814207,0,0,1,42242,0,0,0,38104207,4391,18308,38104207,4391,18308,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200279,0,0,81007185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,25200361,28,29,1,0,25200362,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,【 ?? ?? 】,3814301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1000,0,0,0,0,0,0,0,0,0,0,1
2956,【 ??? ?? 】,3814302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,1
2957,【 ?? ?? 】,3814303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,5,0,0,0,0,0,0,0,0,0,0,1
2958,【 ?? II 】,3814304,0,0,0,0,0,0,0,38104304,4383,18340,38104304,4383,18340,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,13,15,103079278716,1,0,0,10001,190,230,10001,7507,260,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,25200387,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,【 ?? II 】,3814304,0,0,1,43246,0,0,0,38104304,4383,18340,38104304,4383,18340,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,13,15,103079278716,1,0,0,10001,190,230,10001,7507,130,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,25200387,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,【 ??? ? 】,3814305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2961,【 ???? 】,3814306,0,0,0,0,0,0,0,30000123,4406,3172,30000123,4406,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,13,15,14412,1,0,0,0,0,0,0,7506,0,10260,7506,0,10260,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,【 ???? 】,3814306,0,0,1,43247,0,0,0,30000123,4406,3172,30000123,4406,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,13,15,14412,1,0,0,0,0,0,0,7506,15390,0,7506,15390,0,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,【 ??? II 】,3814307,0,0,0,0,0,0,0,38104207,4391,18308,38104207,4391,18308,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,13,15,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,25200361,28,29,1,0,25200362,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,【 ??? II 】,3814307,0,0,1,43242,0,0,0,38104207,4391,18308,38104207,4391,18308,0,0,,,,,6,2,32,,,,0,0,,,,,0,0,,,,,13,15,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200279,0,0,81007185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,25200361,28,29,1,0,25200362,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,【 ?? ?? 】,3814401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1000,0,0,0,0,0,0,0,0,0,0,1
2966,【 ??? ?? 】,3814402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,1
2967,【 ?? ?? 】,3814403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,5,0,0,0,0,0,0,0,0,0,0,1
2968,【 ?? II 】,3814404,0,0,0,0,0,0,0,38104404,4384,18341,38104404,4384,18341,0,0,,,,,6,2,32,,,,7,2,19001101,0,1,,0,0,,,,,13,17,103079278716,1,0,0,10001,180,220,10001,7507,260,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,25200388,5,6,1,0,25200388,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,【 ?? II 】,3814404,0,0,1,44246,0,0,0,38104404,4384,18341,38104404,4384,18341,0,0,,,,,6,2,32,,,,7,2,19001101,0,1,,0,0,,,,,13,17,103079278716,1,0,0,10001,180,220,10001,7507,130,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,25200388,5,6,1,0,25200388,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,【 ??? ? 】,3814405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2971,【 ???? 】,3814406,0,0,0,0,0,0,0,30000123,4406,3172,30000123,4406,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,13,17,14412,1,0,0,0,0,0,0,7506,0,10260,7506,0,10260,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,【 ???? 】,3814406,0,0,1,44247,0,0,0,30000123,4406,3172,30000123,4406,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,13,17,14412,1,0,0,0,0,0,0,7506,15390,0,7506,15390,0,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973,【 ??? II 】,3814407,0,0,0,0,0,0,0,38104407,4392,18309,38104407,4392,18309,0,0,,,,,6,2,32,,,,7,2,19001101,0,1,,0,0,,,,,13,17,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,25200280,0,4,0,25200363,7,0,25200363,10,0,25200363,13,0,25200363,16,0,25200363,16,2,0,25200363,15,30,1,0,25200364,10,0,0,0,0,0,0,0,0,0,0,0,0,0
