ID,_Description,_Result,_When_Fails,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Item_OptionType,_Item_OptionClass,_Item_OptionGroup,_Item_OptionLevel,_Item_OptionGroup_Check,_Enchant_Material,_Enchant_Material_Count,_Consumption_OP_Min,_Consumption_OP_Max,_Probability_Modifier,_Probability_Min,_Probability_Max,_Error,_charge,_Enchant_type
10965,Lv 7. ?? ????? ??,3937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,3900,6,1,300190023,1,5,10,10,5,95,,0,2
10966,Lv 8. ?? ????? ??,3938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,3900,7,1,300190023,1,5,10,10,5,95,,0,2
10967,Lv 9. ?? ????? ??,3939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,3900,8,1,300190023,1,5,10,10,5,95,,0,2
10968,Lv 10. ?? ????? ??,3940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,3900,9,1,300190023,1,5,10,10,5,95,,0,2
10969,Lv 1. ?? ????? ??,3971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,3900,2,1,300190026,1,-1,-5,100,100,100,,1000,3
10970,Lv 2. ?? ????? ??,3972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,3900,3,1,300190026,1,-1,-5,100,100,100,,2000,3
10971,Lv 3. ?? ????? ??,3973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,3900,4,1,300190026,1,-1,-5,100,100,100,,3000,3
10972,Lv 4. ?? ????? ??,3974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,3900,5,1,300190026,1,-1,-5,100,100,100,,4000,3
10973,Lv 5. ?? ????? ??,3975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,3900,6,1,300190026,1,-1,-5,100,100,100,,5000,3
10974,Lv 6. ?? ????? ??,3976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,3900,7,1,300190026,1,-1,-5,100,100,100,,6000,3
10975,Lv 7. ?? ????? ??,3977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,3900,8,1,300190026,1,-1,-5,100,100,100,,7000,3
10976,Lv 8. ?? ????? ??,3978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,3900,9,1,300190026,1,-1,-5,100,100,100,,8000,3
10977,Lv 9. ?? ????? ??,3979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,3900,10,1,300190026,1,-1,-5,100,100,100,,9000,3
10978,Lv 1. ?? ????? ??,4121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,4100,0,0,300190025,1,5,15,10,5,95,,1000,1
10979,Lv 2. ?? ????? ??,4122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,4100,1,1,300190025,1,5,15,10,5,95,,2500,1
10980,Lv 3. ?? ????? ??,4123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,4100,2,1,300190025,1,5,15,10,5,95,,5000,1
10981,Lv 4. ?? ????? ??,4124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,4100,3,1,300190025,1,5,15,10,5,95,,8000,1
10982,Lv 5. ?? ????? ??,4125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,4100,4,1,300190025,1,5,15,10,5,95,,12000,1
10983,Lv 6. ?? ????? ??,4126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,4100,5,1,300190025,1,5,15,10,5,95,,18000,1
10984,Lv 7. ?? ????? ??,4127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,4100,6,1,300190025,1,5,15,10,5,95,,27000,1
10985,Lv 8. ?? ????? ??,4128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,4100,7,1,300190025,1,5,15,10,5,95,,55000,1
10986,Lv 9. ?? ????? ??,4129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,4100,8,1,300190025,1,5,15,10,5,95,,68500,1
10987,Lv 10. ?? ????? ??,4130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,4100,9,1,300190025,1,5,15,10,5,95,,89000,1
10988,Lv 11. ?? ????? ??,4146,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,4100,10,1,300190025,1,5,15,-70,70,70,,300000,1
10989,Lv 12. ?? ????? ??,4147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,12,4100,11,1,300190025,1,5,15,-70,60,60,,500000,1
10990,Lv 13. ?? ????? ??,4148,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,13,4100,12,1,300190028,1,5,15,-70,50,50,,0,1
10991,Lv 14. ?? ????? ??,4149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,4100,13,1,300190028,1,5,15,-70,50,50,,0,1
10992,Lv 15. ?? ????? ??,4150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,15,4100,14,1,300190028,1,5,15,-70,50,50,,0,1
10993,Lv 16. ?? ????? ??,4195,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,16,4100,15,1,300190028,1,5,15,-70,50,50,,0,1
10994,Lv 17. ?? ????? ??,4196,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,4100,16,1,300190028,1,5,15,-70,50,50,,0,1
10995,Lv 18. ?? ????? ??,4197,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,18,4100,17,1,300190028,1,5,15,-70,50,50,,0,1
10996,Lv 19. ?? ????? ??,4198,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,4100,18,1,300190028,1,5,15,-70,50,50,,0,1
10997,Lv 20. ?? ????? ??,4199,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,20,4100,19,1,300190028,1,5,15,-70,50,50,,0,1
10998,Lv 1. ?? ????? ??,4131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,4100,0,0,300190024,1,5,10,10,5,95,,0,2
10999,Lv 2. ?? ????? ??,4132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,4100,1,1,300190024,1,5,10,10,5,95,,0,2
11000,Lv 3. ?? ????? ??,4133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,4100,2,1,300190024,1,5,10,10,5,95,,0,2
11001,Lv 4. ?? ????? ??,4134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,4100,3,1,300190024,1,5,10,10,5,95,,0,2
11002,Lv 5. ?? ????? ??,4135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,4100,4,1,300190024,1,5,10,10,5,95,,0,2
11003,Lv 6. ?? ????? ??,4136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,4100,5,1,300190023,1,5,10,10,5,95,,0,2
11004,Lv 7. ?? ????? ??,4137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,4100,6,1,300190023,1,5,10,10,5,95,,0,2
11005,Lv 8. ?? ????? ??,4138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,4100,7,1,300190023,1,5,10,10,5,95,,0,2
11006,Lv 9. ?? ????? ??,4139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,4100,8,1,300190023,1,5,10,10,5,95,,0,2
11007,Lv 10. ?? ????? ??,4140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,4100,9,1,300190023,1,5,10,10,5,95,,0,2
11008,Lv 1. ?? ????? ??,4171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,4100,2,1,300190026,1,-1,-5,100,100,100,,1000,3
11009,Lv 2. ?? ????? ??,4172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,4100,3,1,300190026,1,-1,-5,100,100,100,,2000,3
11010,Lv 3. ?? ????? ??,4173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,4100,4,1,300190026,1,-1,-5,100,100,100,,3000,3
11011,Lv 4. ?? ????? ??,4174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,4100,5,1,300190026,1,-1,-5,100,100,100,,4000,3
11012,Lv 5. ?? ????? ??,4175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,4100,6,1,300190026,1,-1,-5,100,100,100,,5000,3
11013,Lv 6. ?? ????? ??,4176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,4100,7,1,300190026,1,-1,-5,100,100,100,,6000,3
11014,Lv 7. ?? ????? ??,4177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,4100,8,1,300190026,1,-1,-5,100,100,100,,7000,3
11015,Lv 8. ?? ????? ??,4178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,4100,9,1,300190026,1,-1,-5,100,100,100,,8000,3
11016,Lv 9. ?? ????? ??,4179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,4100,10,1,300190026,1,-1,-5,100,100,100,,9000,3
11017,Lv 1. ?? ??,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,100,0,0,300190025,1,5,15,10,5,95,,1000,1
11018,Lv 2. ?? ??,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,100,1,1,300190025,1,5,15,10,5,95,,2500,1
11019,Lv 3. ?? ??,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,100,2,1,300190025,1,5,15,10,5,95,,5000,1
11020,Lv 4. ?? ??,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,100,3,1,300190025,1,5,15,10,5,95,,8000,1
11021,Lv 5. ?? ??,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,100,4,1,300190025,1,5,15,10,5,95,,12000,1
11022,Lv 6. ?? ??,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,100,5,1,300190025,1,5,15,10,5,95,,18000,1
11023,Lv 7. ?? ??,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,100,6,1,300190025,1,5,15,10,5,95,,27000,1
11024,Lv 8. ?? ??,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,100,7,1,300190025,1,5,15,10,5,95,,55000,1
11025,Lv 9. ?? ??,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,100,8,1,300190025,1,5,15,10,5,95,,68500,1
11026,Lv 10. ?? ??,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,100,9,1,300190025,1,5,15,10,5,95,,89000,1
11027,Lv 11. ?? ??,146,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,11,100,10,1,300190025,1,5,15,-70,70,70,,300000,1
11028,Lv 12. ?? ??,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,100,11,1,300190025,1,5,15,-70,60,60,,500000,1
11029,Lv 13. ?? ??,148,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,100,12,1,300190028,1,5,15,-70,50,50,,0,1
11030,Lv 14. ?? ??,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14,100,13,1,300190028,1,5,15,-70,50,50,,0,1
11031,Lv 15. ?? ??,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,15,100,14,1,300190028,1,5,15,-70,50,50,,0,1
11032,Lv 16. ?? ??,195,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,100,15,1,300190028,1,5,15,-70,50,50,,0,1
11033,Lv 17. ?? ??,196,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17,100,16,1,300190028,1,5,15,-70,50,50,,0,1
11034,Lv 18. ?? ??,197,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,18,100,17,1,300190028,1,5,15,-70,50,50,,0,1
11035,Lv 19. ?? ??,198,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,100,18,1,300190028,1,5,15,-70,50,50,,0,1
11036,Lv 20. ?? ??,199,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,100,19,1,300190028,1,5,15,-70,50,50,,0,1
11037,Lv 1. ?? ??,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,100,0,0,300190024,1,5,10,10,5,95,,0,2
11038,Lv 2. ?? ??,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,100,1,1,300190024,1,5,10,10,5,95,,0,2
11039,Lv 3. ?? ??,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,100,2,1,300190024,1,5,10,10,5,95,,0,2
11040,Lv 4. ?? ??,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,100,3,1,300190024,1,5,10,10,5,95,,0,2
11041,Lv 5. ?? ??,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,100,4,1,300190024,1,5,10,10,5,95,,0,2
11042,Lv 6. ?? ??,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,100,5,1,300190023,1,5,10,10,5,95,,0,2
11043,Lv 7. ?? ??,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,100,6,1,300190023,1,5,10,10,5,95,,0,2
11044,Lv 8. ?? ??,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,100,7,1,300190023,1,5,10,10,5,95,,0,2
11045,Lv 9. ?? ??,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,100,8,1,300190023,1,5,10,10,5,95,,0,2
11046,Lv 10. ?? ??,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,100,9,1,300190023,1,5,10,10,5,95,,0,2
11047,Lv 1. ?? ??,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,100,2,1,300190026,1,-1,-5,100,100,100,,1000,3
11048,Lv 2. ?? ??,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,100,3,1,300190026,1,-1,-5,100,100,100,,2000,3
11049,Lv 3. ?? ??,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,100,4,1,300190026,1,-1,-5,100,100,100,,3000,3
11050,Lv 4. ?? ??,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,100,5,1,300190026,1,-1,-5,100,100,100,,4000,3
11051,Lv 5. ?? ??,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,100,6,1,300190026,1,-1,-5,100,100,100,,5000,3
11052,Lv 6. ?? ??,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,100,7,1,300190026,1,-1,-5,100,100,100,,6000,3
11053,Lv 7. ?? ??,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,100,8,1,300190026,1,-1,-5,100,100,100,,7000,3
11054,Lv 8. ?? ??,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,100,9,1,300190026,1,-1,-5,100,100,100,,8000,3
11055,Lv 9. ?? ??,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,100,10,1,300190026,1,-1,-5,100,100,100,,9000,3
11056,Lv 1. ?? ??,721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,700,0,0,300190025,1,5,15,10,5,95,,1000,1
11057,Lv 2. ?? ??,722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,700,1,1,300190025,1,5,15,10,5,95,,2500,1
11058,Lv 3. ?? ??,723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,700,2,1,300190025,1,5,15,10,5,95,,5000,1
11059,Lv 4. ?? ??,724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,700,3,1,300190025,1,5,15,10,5,95,,8000,1
11060,Lv 5. ?? ??,725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,700,4,1,300190025,1,5,15,10,5,95,,12000,1
11061,Lv 6. ?? ??,726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,700,5,1,300190025,1,5,15,10,5,95,,18000,1
11062,Lv 7. ?? ??,727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,700,6,1,300190025,1,5,15,10,5,95,,27000,1
11063,Lv 8. ?? ??,728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,700,7,1,300190025,1,5,15,10,5,95,,55000,1
11064,Lv 9. ?? ??,729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,700,8,1,300190025,1,5,15,10,5,95,,68500,1
11065,Lv 10. ?? ??,730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,700,9,1,300190025,1,5,15,10,5,95,,89000,1
11066,Lv 11. ?? ??,746,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,11,700,10,1,300190025,1,5,15,-70,70,70,,300000,1
11067,Lv 12. ?? ??,747,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,700,11,1,300190025,1,5,15,-70,60,60,,500000,1
11068,Lv 13. ?? ??,748,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,700,12,1,300190028,1,5,15,-70,50,50,,0,1
11069,Lv 14. ?? ??,749,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14,700,13,1,300190028,1,5,15,-70,50,50,,0,1
11070,Lv 15. ?? ??,750,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,15,700,14,1,300190028,1,5,15,-70,50,50,,0,1
11071,Lv 16. ?? ??,795,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,700,15,1,300190028,1,5,15,-70,50,50,,0,1
11072,Lv 17. ?? ??,796,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17,700,16,1,300190028,1,5,15,-70,50,50,,0,1
11073,Lv 18. ?? ??,797,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,18,700,17,1,300190028,1,5,15,-70,50,50,,0,1
11074,Lv 19. ?? ??,798,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,700,18,1,300190028,1,5,15,-70,50,50,,0,1
11075,Lv 20. ?? ??,799,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,700,19,1,300190028,1,5,15,-70,50,50,,0,1
11076,Lv 1. ?? ??,731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,700,0,0,300190024,1,5,10,10,5,95,,0,2
11077,Lv 2. ?? ??,732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,700,1,1,300190024,1,5,10,10,5,95,,0,2
11078,Lv 3. ?? ??,733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,700,2,1,300190024,1,5,10,10,5,95,,0,2
11079,Lv 4. ?? ??,734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,700,3,1,300190024,1,5,10,10,5,95,,0,2
11080,Lv 5. ?? ??,735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,700,4,1,300190024,1,5,10,10,5,95,,0,2
11081,Lv 6. ?? ??,736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,700,5,1,300190023,1,5,10,10,5,95,,0,2
11082,Lv 7. ?? ??,737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,700,6,1,300190023,1,5,10,10,5,95,,0,2
11083,Lv 8. ?? ??,738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,700,7,1,300190023,1,5,10,10,5,95,,0,2
11084,Lv 9. ?? ??,739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,700,8,1,300190023,1,5,10,10,5,95,,0,2
11085,Lv 10. ?? ??,740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,700,9,1,300190023,1,5,10,10,5,95,,0,2
11086,Lv 1. ?? ??,771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,700,2,1,300190026,1,-1,-5,100,100,100,,1000,3
11087,Lv 2. ?? ??,772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,700,3,1,300190026,1,-1,-5,100,100,100,,2000,3
11088,Lv 3. ?? ??,773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,700,4,1,300190026,1,-1,-5,100,100,100,,3000,3
11089,Lv 4. ?? ??,774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,700,5,1,300190026,1,-1,-5,100,100,100,,4000,3
11090,Lv 5. ?? ??,775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,700,6,1,300190026,1,-1,-5,100,100,100,,5000,3
11091,Lv 6. ?? ??,776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,700,7,1,300190026,1,-1,-5,100,100,100,,6000,3
11092,Lv 7. ?? ??,777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,700,8,1,300190026,1,-1,-5,100,100,100,,7000,3
11093,Lv 8. ?? ??,778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,700,9,1,300190026,1,-1,-5,100,100,100,,8000,3
11094,Lv 9. ?? ??,779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,700,10,1,300190026,1,-1,-5,100,100,100,,9000,3
11095,Lv 1. ??? ??,521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,500,0,0,300190025,1,5,15,10,5,95,,1000,1
11096,Lv 2. ??? ??,522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,500,1,1,300190025,1,5,15,10,5,95,,2500,1
11097,Lv 3. ??? ??,523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,500,2,1,300190025,1,5,15,10,5,95,,5000,1
11098,Lv 4. ??? ??,524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,500,3,1,300190025,1,5,15,10,5,95,,8000,1
11099,Lv 5. ??? ??,525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,500,4,1,300190025,1,5,15,10,5,95,,12000,1
11100,Lv 6. ??? ??,526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,500,5,1,300190025,1,5,15,10,5,95,,18000,1
11101,Lv 7. ??? ??,527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,500,6,1,300190025,1,5,15,10,5,95,,27000,1
11102,Lv 8. ??? ??,528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,500,7,1,300190025,1,5,15,10,5,95,,55000,1
11103,Lv 9. ??? ??,529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,500,8,1,300190025,1,5,15,10,5,95,,68500,1
11104,Lv 10. ??? ??,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,500,9,1,300190025,1,5,15,10,5,95,,89000,1
11105,Lv 11. ??? ??,546,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,11,500,10,1,300190025,1,5,15,-70,70,70,,300000,1
11106,Lv 12. ??? ??,547,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,500,11,1,300190025,1,5,15,-70,60,60,,500000,1
11107,Lv 13. ??? ??,548,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,500,12,1,300190028,1,5,15,-70,50,50,,0,1
11108,Lv 14. ??? ??,549,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14,500,13,1,300190028,1,5,15,-70,50,50,,0,1
11109,Lv 15. ??? ??,550,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,15,500,14,1,300190028,1,5,15,-70,50,50,,0,1
11110,Lv 16. ??? ??,595,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,500,15,1,300190028,1,5,15,-70,50,50,,0,1
11111,Lv 17. ??? ??,596,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17,500,16,1,300190028,1,5,15,-70,50,50,,0,1
11112,Lv 18. ??? ??,597,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,18,500,17,1,300190028,1,5,15,-70,50,50,,0,1
11113,Lv 19. ??? ??,598,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,500,18,1,300190028,1,5,15,-70,50,50,,0,1
11114,Lv 20. ??? ??,599,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,500,19,1,300190028,1,5,15,-70,50,50,,0,1
11115,Lv 1. ??? ??,531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,500,0,0,300190024,1,5,10,10,5,95,,0,2
11116,Lv 2. ??? ??,532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,500,1,1,300190024,1,5,10,10,5,95,,0,2
11117,Lv 3. ??? ??,533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,500,2,1,300190024,1,5,10,10,5,95,,0,2
11118,Lv 4. ??? ??,534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,500,3,1,300190024,1,5,10,10,5,95,,0,2
11119,Lv 5. ??? ??,535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,500,4,1,300190024,1,5,10,10,5,95,,0,2
11120,Lv 6. ??? ??,536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,500,5,1,300190023,1,5,10,10,5,95,,0,2
11121,Lv 7. ??? ??,537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,500,6,1,300190023,1,5,10,10,5,95,,0,2
11122,Lv 8. ??? ??,538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,500,7,1,300190023,1,5,10,10,5,95,,0,2
11123,Lv 9. ??? ??,539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,500,8,1,300190023,1,5,10,10,5,95,,0,2
11124,Lv 10. ??? ??,540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,500,9,1,300190023,1,5,10,10,5,95,,0,2
11125,Lv 1. ??? ??,571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,500,2,1,300190026,1,-1,-5,100,100,100,,1000,3
