ID,_Name,_DestinationID,_StageID,_MapGroupID,_MapID,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_RequireItem,_ReueireEly,_Fx,_Delay,_ErrMessage,_Req_Waypoint,_Description,_Icon,_IconIndex
2010264,幻之搖籃,2010264,442,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,魅惑的圖騰,10002001,41
2010265,玫瑰園,2010265,442,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,噩夢的武器、遺物、教本,10002001,42
1410183,幻之搖籃 [ULv.1750],1410183,442,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,41
1410184,玫瑰園 [ULv.1800],1410184,442,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002001,42
11215,聖域艾多斯 [Lv.235 ~ ],1121501,471,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,NPC - 奧菕,10002001,50
2010266,希萊,2010266,471,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,米卡艾拉的貼紙、米卡艾拉綴飾,10002001,51
2010267,誓約的聖地,2010267,471,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,聖域的結晶 3種,10002001,49
1410185,希萊 [ULv.1900],1410185,471,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,51
1410186,誓約的聖地 [ULv.2000],1410186,471,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,49
1410187,耶比妹妹庭園 [Lv.204++],1410187,184,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,48
20305,耶比妹妹庭園,2030501,184,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,可入場等級 : 204等級以上,10002001,48
30114,未知的圖書館,3011401,481,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,新手教學結束後可以使用。,0,可入場等級：200等級以上,10002001,55
30115,虎願寺,3011501,483,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,可入場等級：235等級以上,10002001,57
30116,歐若拉之夜,3011601,480,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,可入場等級：超越500等級以上,10002001,54
30117,彩虹洞穴,3011701,478,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,可入場等級：超越1000等級以上,10002001,53
30118,惡魔平原,3011801,482,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,可入場等級：超越1500等級以上,10002001,56
30119,天空港,3011901,477,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,可入場等級：超越2000等級以上,10002001,52
1410188,冰柱監獄 [ULv.2100],1410188,493,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,62
1410189,回音之泉 [ULv.2200],1410189,490,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002001,61
11216,底波拉雪原 [Lv.235 ~ ],1121601,490,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,NPC - TT,10002001,60
2010268,冰柱監獄,2010268,493,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,阿爾戈斯腰帶,10002001,62
2010269,回音之泉,2010269,490,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,艾可的飾品12種、莉莉歐佩的項鍊、徽章2種,10002001,61
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
