ID,_Class,_Gender,_LV_Value,_Money_Value,_Exp_Value,_HP_Value,_SP_Value,_Fame_Value,_Inventory_Type1,_Inventory_Slot1,_Item_ID1,_Item_Stack1,_Item_Rare1,_Inventory_Type2,_Inventory_Slot2,_Item_ID2,_Item_Stack2,_Item_Rare2,_Inventory_Type3,_Inventory_Slot3,_Item_ID3,_Item_Stack3,_Item_Rare3,_Inventory_Type4,_Inventory_Slot4,_Item_ID4,_Item_Stack4,_Item_Rare4,_Inventory_Type5,_Inventory_Slot5,_Item_ID5,_Item_Stack5,_Item_Rare5,_Inventory_Type6,_Inventory_Slot6,_Item_ID6,_Item_Stack6,_Item_Rare6,_Inventory_Type7,_Inventory_Slot7,_Item_ID7,_Item_Stack7,_Item_Rare7,_Inventory_Type8,_Inventory_Slot8,_Item_ID8,_Item_Stack8,_Item_Rare8,_Inventory_Type9,_Inventory_Slot9,_Item_ID9,_Item_Stack9,_Item_Rare9,_Inventory_Type10,_Inventory_Slot10,_Item_ID10,_Item_Stack10,_Item_Rare10,_Skill_ID1,_Skill_Lv1,_Skill_ID2,_Skill_Lv2,_Skill_ID3,_Skill_Lv3,_Skill_ID4,_Skill_Lv4,_Quick_Slot_No1,_Quick_Slot_Type1,_Quick_Slot_ID1,_Quick_Slot_No2,_Quick_Slot_Type2,_Quick_Slot_ID2,_Quick_Slot_No3,_Quick_Slot_Type3,_Quick_Slot_ID3,_Quick_Slot_No4,_Quick_Slot_Type4,_Quick_Slot_ID4,_Quick_Slot_No5,_Quick_Slot_Type5,_Quick_Slot_ID5,_Quick_Slot_No6,_Quick_Slot_Type6,_Quick_Slot_ID6,_Quick_Slot_No7,_Quick_Slot_Type7,_Quick_Slot_ID7,_Quick_Slot_No8,_Quick_Slot_Type8,_Quick_Slot_ID8,_Quick_Slot_No9,_Quick_Slot_Type9,_Quick_Slot_ID9,_Quick_Slot_No10,_Quick_Slot_Type10,_Quick_Slot_ID10,_Pos_X,_Pos_Y,_Stage_ID,_MapGroup,_RevivalMap,_SkillPoint,_TownMap,_Base_Atk,_Base_Def,_Base_Ele,_Base_Luk,_Ex_Stat,_Ex_Limit,_Ex_Min,_Ex_Max,_Cardbinder,_Effect_Del1,_Effect_Del2,_Effect_Del3,_Effect_Del4,_Effect_Del5,_Effect_Del6
100,50,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,0,0,0,5,0,0,0,0,0,0
101,51,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,0,0,0,6,0,0,0,0,0,0
102,51,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,0,0,0,6,0,0,0,0,0,0
103,52,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,1000,1,5,7,25200901,0,0,0,0,0
104,52,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,1000,1,5,7,25200901,0,0,0,0,0
105,53,1,1,0,0,10000000,9999,0,6,13,84002302,1,1,7,4,20655441,1,1,7,5,30255441,1,1,7,8,70255441,1,1,3,1,190145411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410058,1,1411058,1,1412058,1,1413058,1,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,1,3,1410058,2,3,1411058,3,3,1412058,4,3,1413058,0,0,0,163,1279,324,13,1,5,1,15,18,8,10,0,0,0,0,0,90000501,90000502,90000503,90000601,0,0
106,53,2,1,0,0,10000000,9999,0,6,13,84002302,1,1,7,4,20655441,1,1,7,5,30255441,1,1,7,8,70255441,1,1,3,1,190145411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410058,1,1411058,1,1412058,1,1413058,1,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,1,3,1410058,2,3,1411058,3,3,1412058,4,3,1413058,0,0,0,163,1279,324,13,1,5,1,15,18,8,10,0,0,0,0,0,90000501,90000502,90000503,90000601,0,0
107,54,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,15,18,8,10,0,0,0,0,0,90000501,90000502,90000503,90000601,0,0
108,54,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,15,18,8,10,0,0,0,0,0,90000501,90000502,90000503,90000601,0,0
109,55,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,15,18,8,10,0,0,0,0,0,90000501,90000502,90000503,90000601,90000401,0
110,55,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,15,18,8,10,0,0,0,0,0,90000501,90000502,90000503,90000601,90000401,0
111,56,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,15,18,8,10,0,0,0,0,0,90000501,90000502,90000503,90000504,90000601,25200901
112,56,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,15,18,8,10,0,0,0,0,0,90000501,90000502,90000503,90000504,90000601,25200901
113,57,1,1,0,0,10000000,9999,0,6,13,84200101,1,5,6,11,160100199,1,1,3,1,190144135,1,1,3,2,190145411,1,1,7,8,70143631,1,1,7,7,10162931,1,1,7,4,51546231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,700,7,0,1,5,1,5,18,23,5,0,0,0,0,0,0,0,0,0,0,0
114,57,2,1,0,0,10000000,9999,0,6,13,84200101,1,5,6,11,160100199,1,1,3,1,190144135,1,1,3,2,190145411,1,1,7,8,70143631,1,1,7,7,10162931,1,1,7,4,51546231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,700,7,0,1,5,1,5,18,23,5,0,0,0,0,0,0,0,0,0,0,0
115,58,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,18,23,5,0,0,0,0,0,0,0,0,0,0,0
116,58,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,18,23,5,0,0,0,0,0,0,0,0,0,0,0
117,59,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,18,23,5,412,300,1,5,0,0,0,0,0,0,0
118,59,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,18,23,5,412,300,1,5,0,0,0,0,0,0,0
119,60,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,18,23,5,412,400,1,5,0,25200901,0,0,0,0,0
120,60,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,18,23,5,412,400,1,5,0,25200901,0,0,0,0,0
121,61,1,1,0,0,10000000,9999,0,6,13,84300101,1,5,6,11,160105202,1,5,7,1,90464741,1,1,7,4,50964741,1,1,3,1,190145411,1,1,7,8,70252636,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1375,358,0,1,5,1,18,23,5,5,0,0,0,0,0,0,0,0,0,0,0
122,61,2,1,0,0,10000000,9999,0,6,13,84300101,1,5,6,11,160105202,1,5,7,1,90464741,1,1,7,4,50964741,1,1,3,1,190145411,1,1,7,8,70252636,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1375,358,0,1,5,1,18,23,5,5,0,0,0,0,0,0,0,0,0,0,0
123,62,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,18,23,5,5,0,0,0,0,0,0,0,0,0,0,0
124,62,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,18,23,5,5,0,0,0,0,0,0,0,0,0,0,0
125,63,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,18,23,5,5,412,300,1,5,0,0,0,0,0,0,0
126,63,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,18,23,5,5,412,300,1,5,0,0,0,0,0,0,0
127,64,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,18,23,5,5,412,400,1,5,0,25200901,0,0,0,0,0
128,64,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,18,23,5,5,412,400,1,5,0,25200901,0,0,0,0,0
129,65,1,1,0,0,10000000,9999,0,6,13,84400202,1,5,7,4,50752021,1,1,7,8,70152031,1,1,3,1,190145411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,1311,368,2,1,5,1,25,10,5,11,0,0,0,0,0,0,0,0,0,0,0
130,65,2,1,0,0,10000000,9999,0,6,13,84400202,1,5,7,4,50752021,1,1,7,8,70152031,1,1,3,1,190145411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,1311,368,2,1,5,1,25,10,5,11,0,0,0,0,0,0,0,0,0,0,0
131,66,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,25,10,5,11,0,0,0,0,0,0,0,0,0,0,0
132,66,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,25,10,5,11,0,0,0,0,0,0,0,0,0,0,0
133,67,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,25,10,5,11,412,300,1,5,0,0,0,0,0,0,0
134,67,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,25,10,5,11,412,300,1,5,0,0,0,0,0,0,0
135,68,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,25,10,5,11,412,400,1,5,0,25200901,0,0,0,0,0
136,68,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,25,10,5,11,412,400,1,5,0,25200901,0,0,0,0,0
137,69,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,8,10,25,8,412,400,3,5,0,25200901,0,0,0,0,0
138,69,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,8,10,25,8,412,400,3,5,0,25200901,0,0,0,0,0
139,70,1,1,0,0,10000000,9999,0,6,13,84601002,1,5,6,11,160100199,1,1,7,4,20652955,1,1,7,5,30253255,1,1,7,8,70252656,1,1,3,1,190145411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803400,1,1803401,1,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1407,444,0,1,5,1,5,10,21,15,0,0,0,0,0,0,0,0,0,0,0
140,70,2,1,0,0,10000000,9999,0,6,13,84601002,1,5,6,11,160100199,1,1,7,4,20652955,1,1,7,5,30253255,1,1,7,8,70252656,1,1,3,1,190145411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803400,1,1803401,1,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1407,444,0,1,5,1,5,10,21,15,0,0,0,0,0,0,0,0,0,0,0
141,71,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803400,1,1803402,1,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,10,21,15,0,0,0,0,0,0,0,0,0,0,0
142,71,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803400,1,1803402,1,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,10,21,15,0,0,0,0,0,0,0,0,0,0,0
143,72,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803400,1,1803403,1,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,10,21,15,412,300,1,5,0,90000532,14021562,0,0,0,0
144,72,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803400,1,1803403,1,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,10,21,15,412,300,1,5,0,90000532,14021562,0,0,0,0
145,73,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803400,1,1803403,1,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,10,21,15,412,400,1,5,0,25200901,90000530,14021562,90000533,0,0
146,73,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803400,1,1803403,1,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,5,10,21,15,412,400,1,5,0,25200901,90000530,14021562,90000533,0,0
