ID,_Subject,_Question,_Ex_1,_Ex_2,_Ex_3,_Ex_4,_Ex_5
540,6,在草坪或硬地上利用球拍讓小球過網的競技是什麼？,羽毛球,網球,棒球,躲避球,曲棍球
541,6,為了得分，在對方地區處理球的人是？,投手,內野手,外野手,守場員,擊球手
542,6,第一屆奧運會舉辦地是？,希臘雅典,法國巴黎,英國倫敦,韓國首爾,德國柏林
543,6,秋成勳哪個項目的選手？,街頭格鬥,一種格鬥,綜合格鬥,終極格鬥,拳擊
544,6,足球比賽有幾名選手上場？,12名,8名,10名,11名,7名
545,6,足球比賽裡用手碰球是什麼犯規？,手球,點球,任意球,高踢球,扶手求
546,6,足球比賽的加時賽上下半場加起來是幾分鐘？,15分鐘,20分鐘,30分鐘,25分鐘,45分鐘
547,6,足球比賽有幾名裁判？,主裁判1名 邊裁5名,主裁判2名 邊裁2名,主裁判2名 邊裁1名,主裁判1名 邊裁2名,主裁判1名 邊裁1名
548,6,足球比賽中不能直接得分的是？,滑行膝蓋踢,點球,任意球,球門球,高踢球
549,6,足球比賽的加時賽上下半場加起來是幾分鐘？,30分鐘,10分鐘,45分鐘,15分鐘,20分鐘
550,6,足球比賽上半場是幾分鐘？,15分鐘,40分鐘,45分鐘,35分鐘,60分鐘
551,6,乒乓球雙打是幾名選手上場？,1名,4名,2名,3名,5名
552,6,夏季奧運會每幾年舉辦一次？,1年,5年,4年,2年,3年
553,6,曲棍球比賽每隊上場幾名選手？,11名,10名,9名,15名,13名
554,6,非國際足聯組織的國際性足球比賽是？,勝者世界盃,盧瑟世界盃,比伯世界盃,FIFA世界盃,VIVA世界盃
555,6,FIFA會長是？,埃爾瑪蒙德,布拉特,特文斯,布斯特,雷貝魯特
556,6,下面不屬於奧運會正式比賽專案的是？,跆拳道,劍道,柔道,武術,游泳
557,6,下面介紹的個人球技是？利用腳部、膝蓋、腹部、胸部等部位控制滾來或飛來的足球,盤帶,停球,頭球,守球,鏟球
558,6,2010年世界盃舉辦國是？,阿根廷,烏克蘭,舍甫琴科,象牙海岸,南非共和國
559,6,不屬於冬季奧運會比賽項目的是？,冰壺,跳雪,足壘球,短道速滑,冬季兩項
560,7,17~18世紀流行於歐洲的藝術風格，在葡萄牙語意味著‘不規則的珍珠’的詞是？,巴羅克風格,洛可哥風格,拜占庭風格,哥特風格,前衛風格
561,7,拿破崙登上阿爾卑斯山時說了一句名言“在我的字典裡沒有不可能”。那麼請問拿破崙跨過阿爾卑斯山去了哪個國家？,義大利,美國,英國,法國,德國
562,7,不適合用作研究史前人類的社會和生活的資料是？,岩畫,貝丘,地基,信件,墳墓
563,7,這位國王統一了巴比倫，而且世界上第一部法典也以他的名字命名。這位國王的名字是？,漢謨拉比,?古斯丁,世宗大王,拿破崙,君士坦丁
564,7,帶著少量日用雜活到各地市場出售的商人稱作？,行商,公人,自由商人,大商人,市廛商人
565,7,新石器時代與之前時代最大的區別是？,階級分化,開始耕種,製作物品,出現原始宗教,祭政分離
566,7,證明新石器時代已經開始穿衣服的遺物是？,石鐮,石磨盤,模具,紡錘車,半月形石刀
567,7,地穴居、耕種、使用磨制石器和櫛文土器的時代是？,舊石器,新時期,青銅器,鐵器,三國
568,7,擁有法老們的墓地所在的王室峽谷、曼儂巨像、圖坦卡門墓地的城市是？,盧克索,吉薩,阿拜多斯,薩卡拉,努比亞
569,3,Kangta的本名是？,鄭智薰,李勝賢,董永培,權志龍,安七炫
570,3,出演過《我的名字叫金三順》、《臥底女警》、《偉大的遺產》等作品的演員是？,高素榮,具惠善,金宣兒,金廷恩,裴鬥娜
571,3,不屬於N.EX.T成員的人是？,申海澈,池賢秀,金世王,傑伊特,金丹
572,3,《驚人的大會Starking》、《強心臟》、《夜心滿滿2》等節目的主持人是？,劉在錫,李升基,姜鎬童,鄭亨敦,?世潤
573,3,MBC播音員出身，國民MC劉在錫的夫人羅景恩是第幾任啵米姐姐呢？,22任啵米姐姐,26任啵米姐姐,18任啵米姐姐,24任啵米姐姐,20任啵米姐姐
574,3,不屬於東方神起成員的是？,瑜鹵允浩,秘奇五天,英雄在中,秘奇有天,細亞俊秀
575,3,出演過《我的女孩》、《伊甸之東》、《推奴》作品的演員是？,具惠善,金廷恩,高雅拉,金亞中,李多海
576,3,演唱《相遇》、《女生》、《此心重回這裡》等歌曲的歌手是？,魯智深,盧周鉉,盧士鳳,盧英心,盧士燕
577,3,演唱《所有人熟睡之後》、《短暫的決心》、《Show》等歌曲的歌手是？,曹誠模,金元俊,殷志源,趙PD,徐太志
578,3,出演過《沙漏》、《H.I.T》、《善德女王》等作品的演員是？,金垣喜,高賢廷,孔曉振,李多海,金佳恩
579,3,出演過《無限挑戰》、《巨星秀》、《知己知彼》等節目，需要使用黑彩的諧星是？,劉在錫,鄭亨敦,金施德,樸明秀,南茜奭
580,3,根據美國女作家瑪格麗特·米切爾的同名小說改編並獲選奧斯卡最佳影片的電影是？,馬蒂,賓虛,羅馬假日,亂世佳人,苔絲
581,3,不屬於Baby V.O.X成員的是？,金希珍,沈恩珍,簡美妍,金琦芝,尹恩惠
582,3,Baby V.O.X一共有幾名成員？,4名,5名,6名,7名,8名
583,3,Brown Eyed Girls一共有幾名成員？,2名,3名,4名,5名,6名
584,3,Brown Eyed Girls成員中參加過假想結婚的人是？,嘉熙,巨人,佳日,佳蔚,佳仁
585,3,Brown Eyed Girls的Abracadabra編舞是？,安全門舞,傲慢舞,趕牛舞,甩臀舞,嘻哈舞
586,3,Brown Eyed Soul一共有幾名成員？,3名,4名,5名,6名,7名
587,3,出演過《BEAT》、《公寓》、《姐姐走了》等作品的演員是？,李多海,具惠善,金廷恩,高素榮,金泰希
588,3,徐太志和孩子們的出道曲是？,何如歌,夢想渤海,我知道,幻想中的你,必勝
589,3,徐太志和孩子們一共有幾名成員？,1名,2名,3名,4名,5名
590,3,主持《三圈圈》《火星人病毒》等節目，而且身為金東賢父親的諧星是？,金相泰,金施德,金泰均,金大熙,金九拉
591,3,少女時代一共有幾名成員？,6名,7名,8名,9名,10名
592,3,屬於少女時代《OH！》舞蹈的是？,傲慢舞,趕牛舞,安全門舞,甩臀舞,迪斯可
593,3,少女時代專輯《Run Devil Run》發行日期是？,2010.03.21,2010.03.22,2010.03.23,2010.03.24,2010.03.25
594,3,出演過《食客》、《你來自哪顆星》、《向日葵》等作品的演員是？,具本承,金載沅,金來沅,權五中,金起範
595,3,出演過《Iris》、《九尾狐外傳》、《天國的階梯》等作品的演員是？,高雅拉,金泰希,具惠善,金垣喜,高素榮
596,3,出演過《Iris》、《All in》、《G.I. Joe》等作品的演員是？,安聖基,裴勇俊,申河均,孔劉,李炳憲
597,3,出演過《媽媽長角了》、《母親》、《宮》等作品的演員是？,金惠子,李多海,高素榮,金泰希,金亞中
598,3,出演過《十九歲的純情》、《王和我》、《花樣男生》等作品的演員是？,具惠善,金子玉,金廷恩,高鬥心,姜惠貞
599,3,曾給電影《河狸白毛歷險記》中的狼頭領配音，主持過《火星人病毒》、《至親筆記2》等節目的諧星是？,金聖柱,李敬揆,金九拉,?世潤,樸明秀
600,3,參加電影《河狸白毛歷險記》、綜藝節目《巨星秀》、《甜美的夜》的諧星是？,朴成光,白在鉉,金英哲,樸明秀,劉在錫
601,3,出演過《校園臥底》、《S日記》、《咖啡王子1號店》等作品的演員是？,裴勇俊,孔劉,金起範,安聖基,梁澤助
602,3,參演過《田園日記》、《野人時代》、《春子家有喜事》等作品的演員是？,高恩雅,具惠善,高鬥心,高素榮,高賢廷
603,3,出演過《年輕人的陽地》、《冬季戀歌》、《太王四神記》等作品的演員是？,安聖基,梁澤助,安政勳,裴勇俊,柳時元
604,3,曾出演《愛在陽光裡》、《宮S》、《結婚》等作品的演員是？,許怡才,李多海,裴鬥娜,孔曉振,明世彬
605,3,出演過《巴黎戀人》、《露露公主》、《女人天下》等作品的演員是？,金廷恩,具惠善,金亞中,李多海,高素榮
606,3,出演過《Pasta》、《謝謝》、《尚道上學去》等作品的演員是？,金廷恩,金亞中,孔曉振,高素榮,金泰希
607,3,Tin tin five成員，而且出演過音樂劇《泵男孩和餐廳》、電影《魔法之城》等作品的諧星是？,表仁奉,李東佑,金京植,洪祿基,李雄鎬
608,3,演唱《藉口》、《第一印象》、《戲劇》、《錯誤的相遇》等歌曲的歌手是？,姜成勳,Kangta,具本承,金健模,羅勳兒
609,3,H.O.T有幾名成員？,4名,5名,6名,7名,8名
610,3,不曾在電視劇或電影中飾演善德女王的人物是？,李?原,高賢廷,金惠貞,南智賢,沒有答案
611,3,少女時代有幾名成員？,8名,9名,10名,7名,6名
612,7,被稱為鋼琴詩人的波蘭作曲家及鋼琴家是？,蕭邦,巴赫,德彪西,舒伯特,貝多芬
613,7,木管樂器中發出最低音的樂器是？,低音大管,雙簧管,長笛,單簧管,薩克斯管
614,7,猶太教和基督教共有的四大天使不包括？,拉貴爾,米迦勒,加百列,拉斐爾,烏列
615,7,比喻接連遭受不幸的四字成語是？,雪上加霜,雪中送炭,錦上添花,風花雪月,報仇雪恨
616,7,發現“萬有引力定律”的人是？,牛頓,金博士,李博士,紐倫,愛迪生
617,3,製作《機器人跆拳V》的人是？,金博士,李博士,朴博士,劉博士,鐵兒
618,3,沒有參加過KBS《兩天一夜》的人是？,劉在錫,盧弘?,申智,樸贊浩,池相烈
619,3,英國銷售員出身，在2007年《英國達人》中拿到冠軍後成為世界著名歌劇演員的人物是？,保羅·珀特斯,斯波茨,珀羅斯,伯勒斯,珀諾此
620,7,秘魯、厄瓜多爾等太平洋東部海面溫度異常偏冷的現象是？,拉尼娜現象,厄爾尼諾現象,城市蔓延現象,多普勒效應,自然現象
621,7,1896年最初舉辦現代奧運會的國家和1951年最初在亞洲舉辦大會的國家是？,希臘、印度,希臘、菲律賓,義大利、菲律賓,義大利、印度,印度、希臘
622,7,旨在保護文學和藝術作品的國際公約是？,伯恩公約,倫敦條約,維也納協定,巴黎公約,巴黎條約
623,7,形容為煽動大眾而故意散佈刺激性的宣傳或演說等虛假情報的術語是？,煽動行為,試探氣球,深喉,熊抱,代言人
624,7,太陽系的行星中自轉週期只有10小時的行星是？,木星,天王星,水星,海王星,地球
625,7,說夫妻間琴瑟和同時，琴瑟所指的樂器分別是什麼？,玄鶴琴、琵琶,伽?琴、奚琴,玄鶴琴、奚琴,伽?琴、琵琶,琵琶、奚琴
626,7,乾冰、溫室效果、消化劑、清涼飲料裡面共有的氣體是？,二氧化碳,甲烷,臭氧,三氧化硫,煤氣
627,7,五大洋中最大的海洋是？,太平洋,大西洋,印度洋,南極海,南海
628,7,爆米花砰砰爆裂是玉米裡的什麼成分造成的呢？,水分,碳水化合物,蛋白質,脂肪,空氣
629,7,製作照明彈的原料，製作豆腐的鹵水裡添加的原子序號12的元素是？,鎂,鋰,鈉,鈣,鉀
630,7,可以用公共電話免費撥打的號碼是？,114,111,112,113,119
631,7,東帝汶的大部分居民信仰的宗教是？,天主教,基督教,印度教,佛教,學校
632,7,把I'm still loving you的原曲用作主題曲的電影是？,甜蜜蜜,玻璃城,星月童話,夜半歌聲,生死諜變
633,7,被作曲家們稱為死亡凶兆的數字是？,9號,4號,11號,13號,7號
634,7,西班牙語裡的意思為“聖嬰”，指海水溫度異常持續變暖的現象是？,厄爾尼諾現象,拉尼娜現象,颶風,多普勒,極光
635,7,月亮從哪邊天空升起？,東邊,西邊,南邊,北邊,那邊
636,7,玄武表示黑色的烏龜。那麼代表南方的朱雀是什麼呢？,紅鳳凰,紅鹿,紅牛,紅猴子,紅色白虎
637,7,日本能率協會綜合研究所選出的代表20世紀日本的食品是？,拉麵,咖喱,餃子,壽司,炒年糕
638,7,把大豆磨碎加熱後凝固而成的食品是？,豆腐,?麴醬,食用油,豆瓣醬,醬油
639,7,在肚子裡孵蛋的蛇是？,蝮蛇,眼鏡蛇,蚺蛇,花蛇,蚯蚓
640,7,Yellow page指的是什麼？,電話薄黃頁,童話書,體育報紙,時裝雜誌,名人傳
641,7,與“Shichimi”這個詞有關的動物是？,鷹,珍島犬,猴子,豬,蝴蝶
642,7,“混沌論”、“歌劇”、“普賽克”、“Papillon”這些詞能讓人聯想到的昆蟲是？,蝴蝶,蒼蠅,蜘蛛,蜻蜓,螳螂
643,7,印尼的中文縮寫是？,印尼,印迪,印西,印度,印亞
644,7,血紅蛋白呈紅色的原因是裡面含有哪種金屬元素？,鐵,銅,鎂,鈣,鉀
645,7,電視的尺寸以顯像管的哪個長度為標準？,對角線,橫向,豎向,(橫+豎)÷2,橫 X 豎
646,7,成為文化人物的首位女性是？,申師任堂,柳寬順,黃真伊,善德女王,雪中梅
647,7,從青黴裡發現的第一個抗生素是？,盤尼西林,阿司匹林,嗎啡,乙醇,酒精
648,7,蟬蟲是什麼昆蟲的幼蟲？,蟬,蟋蟀,蒼蠅,蝴蝶,螳螂
649,7,象徵傲然風骨的四君子之一，也可以用來泡酒的花是？,菊花,玫瑰,康乃馨,滿天星,春花
650,7,在Windows系統裡刪除檔時，被刪除的檔會去哪裡？,回收站,垃圾箱,垃圾桶,郵箱,儲物箱
651,7,用誇張的手法諷刺某些人和事的畫是？,漫畫,速寫,亂塗,版畫,原畫
652,7,灰姑娘源自法語的“cendrillon”。灰姑娘表示下面的哪個意思呢？,灰撲撲的姑娘,善良的姑娘,幸運的姑娘,埋頭幹活兒的姑娘,不幸的姑娘
653,7,諾貝爾獎屬性獎金的標準是？,基金運營業績,貢獻度,領域,評定委員會決定,業績
654,7,怎麼剝也不會變形，因此用來象徵信念的蔬菜是？,洋蔥,洋白菜,胡蘿蔔,南瓜,白菜
655,7,這是20世紀最常見的疾病，一戰剛結束後一年時間裡有2千萬人被這個病奪走了生命。請問這是什麼病？,感冒,艾滋,癌,中風,水痘
656,7,慢慢破壞脊髓神經或間腦的運動細胞使肌肉萎縮的不治之症是？,肌肉萎縮症,帕金森病,阿爾茨海默病,疼痛病,有機水銀中毒症
657,7,表示春夏季節在美國發生的旋風的詞語是？,龍捲風,颶風,旋風,畏來風,風刃術
658,7,婚禮進行曲是孟德爾松哪個作品中的旋律？,仲夏夜之夢,威風凜凜進行曲,自新大陸交響曲,詼諧曲,小夜曲
659,7,電腦的硬碟容量大多在GB以上。這裡的GB表示10的幾乘方呢？,9,7,8,10,11
660,7,DPT疫苗是用於預防白喉、百日咳、還有這種病的疫苗。請問這種病是什麼病？,破傷風,麻疹,小兒麻痹,水痘,阿爾茨海默病
661,7,希臘神話中的維納斯把能讓人變漂亮的靈藥裝在盒子裡送給普賽克，據說美女會有很多這種東西。請問這是什麼？,睡覺,頭髮,驕慢,眼淚,謊言
662,7,中風表示患了這個病。請問這是什麼病？,中風,媽媽,感冒,麻疹,癌
663,7,與烏合之眾有關的動物是？,烏鴉,鴨子,狐狸,老鼠,兔子
664,7,骰子有六個面，上面分別有一到六個孔。其相對兩面的數字之和是多少呢？,7,8,9,10,11
665,7,結婚後，稱妻子的哥哥為“哥哥”，稱妻子的弟弟為“妻弟”。那麼妻子哥哥的夫人應該怎麼稱號呢？,舅姆,嫂子,舅嫂,侄媳,連襟
666,7,醫學上區分臉部與頭的基準是？,眉毛,頭髮,眼睛,鼻子,嘴巴
667,7,駱駝的象徵是背上的駝峰。請問駱駝的駝峰裡裝著什麼呢？,脂肪,空氣,水,沙子,飲料水
668,7,流星是指運行在太陽系的宇宙塵粒進入地球大氣層後與大氣摩擦燃燒所產生的現象。那麼流星又有什麼名字呢？,流星,彗星,小星星,隕石,人造衛星
669,7,這是屬於四君子之一，一開花就會枯死的植物。請問這是什麼植物？,竹子,松樹,銀杏樹,檀香樹,桂花樹
670,7,AA制的英文是“Dutch pay”或者“Dutch treat”。這裡的“Dutch”指的是哪個國家？,荷蘭,馬來西亞,美國,瑞典,比利時
671,7,中醫會把這種樹的根皮用作解熱劑或者利尿劑。請問這是什麼樹？,桑樹,橡樹,銀杏樹,松樹,竹子
672,7,白日場通常指寫詩或寫散文的大會。白日場的“白日”代表什麼意思呢？,大白天,100天,宮殿的院子,101天,夜間
673,7,木管五重奏使用長笛、雙簧管、單簧管、巴松管以及這個樂器。請問這是什麼樂器？,圓號,小號,長號,大號,短笛
674,7,這個民族住在北極的冰屋裡，民族的名稱有“吃生肉的人”的意思，經常稱自己是“伊納伊特人”。請問這是什麼民族？,愛斯基摩人,毛利人,俾格米人,布西曼人,百事超人
675,7,植物細胞壁含有的成分，身體缺乏這個可能導致心臟病、糖尿病、便秘等現代疾病。請問這是什麼成分？,膳食纖維,維他命,低聚糖,鹽分,蛋白質
676,7,白色鬚根對感冒和腹痛有益，莖部對頭痛、鼻塞和中風有益，常常在婚禮上被證婚人引用的蔬菜是？,大蔥,辣椒,胡蘿蔔,生薑,黃瓜
677,7,咖啡、紅茶、各種口服液含有這種中毒性物質，會刺激神經組織或心臟肌肉導致疲勞。請問這是什麼物質？,咖啡因,安非他明,酒精,尼古丁,可哥堿
678,7,該團體是1971年成立的國際環境組織，以反對核子試驗和保護自然而聞名。請問這是什麼組織？,綠色和平組織,國際特赦組織,羅馬俱樂部,綠化地帶,消耗資源
679,7,這種魚類的雌性把卵產在雄性的育兒袋內進行孵化，而且外形跟其他魚類相比，頭部與體呈直角。請問這種魚類的名稱是？,海馬,鰻魚,鯊魚,蝦虎魚,明太魚
680,7,光年是光在真空中行走一年的距離。比光年小的單位有AU。1AU指太陽到該行星的平均距離。請問這是什麼行星？,地球,水星,木星,冥王星,火星
681,7,這個詞源自傳說中的兩種動物。一個勇敢但沒有後腿，另一個聰明但沒有前腿。事情失敗或者變得毫無用處時，會借用這兩種動物的名字說“這個”。請問“這個”是什麼？,狼狽,興旺,敗亡,淩辱,狼藉
682,7,據說放入這種花的枕頭有助於鎮定情緒，對高血壓有好處。請問這是什麼花？,菊花,蒲公英,裝備,鳳仙花,鯽魚
683,7,據說這種鳥的叫聲可以帶來豐收和幸運，通常被認為是一種吉鳥。請問這是什麼鳥？,喜鵲,麻雀,鸚鵡,烏鴉,鴿子
684,7,“人民大眾，更容易被大的謊言，而不是小的謊言所欺騙”說過這句話的人物是？,希特勒,卡紮菲,俾斯麥,戈培爾,蘇格拉底
685,7,臭氧層遭到破壞增加了人類直接暴露在這種光線下的危險。據說這種光線可以誘發皮膚癌等疾病。請問這是什麼光線？,紫外線,紅外線,可視光,伽馬射線,細線
686,7,太陽活動進入活躍期時，北極和南極附近地區高空出現絢麗光輝的現象更為明顯。請問這是什麼現象？,極光,日冕,黑點,磁暴,彩虹
687,7,暈車的原因是我們體內負責平衡感的器官無法適應旋轉的刺激所導致。請問這個器官在我們體內的什麼地方？,耳,腦,心臟,支氣管,鼻
688,7,相撲選手在登場時會往沙地撒這種東西。請問這是什麼？,鹽,水星,米,炭,白糖
689,7,跟對方提自己父親時稱“嚴親”，母親稱“慈親”。對別人父親的尊稱是“令尊”，那麼對別人母親的尊稱是什麼呢？,令堂,先親,家堂,先妣,仙女
690,7,政府正式發表的重要文件或報告書稱作白皮書。為什麼要把這種文件稱作白皮書呢？,白色封面,白字,編寫了100天,編寫了100頁,一共有100字
691,7,下列動物中，腿的數量最多的是？,螃蟹,烏賊,章魚,蜘蛛,狗
692,7,管弦樂中音域最低的樂器是低音提琴。那麼在管弦樂中演奏最高音域的樂器是什麼呢？,短笛,小提琴,長笛,大提琴,圓號
693,7,這種花屬於茶樹家族的闊葉樹，主要生長在島上，長出光潤的葉子和紅花。請問這是什麼花？,山茶花,映山紅,春花花,木蓮,金達萊
694,7,被蜜蜂蟄傷時需要塗抹的東西是？,大醬,醬油,辣椒醬,包醬,醋醬
695,7,新加坡的首都是？,新加坡,巴黎,悉尼,北京,溫哥華
696,7,有史以來第一個登上月球的人是？,尼爾·阿姆斯壯,李太白,外星人,栗谷李珥,朱蒙
697,7,醫學上區分臉部與頭的基準是？,眉毛,眼睛,鼻子,嘴巴,耳朵
698,7,中國的世界性遺產是？,萬里長城,炸醬麵,炒碼面,糖醋肉,中國餐館
699,7,可以購買學習用品的地方是？,文具店,書店,麵食店,網吧,餐廳
700,7,代表學生身份的統一服裝是？,校服,制服,軍服,便服,工作服
701,7,要想成為歌手，必須看的是？,試聽,報紙,漫畫書,父母,鏡子
702,7,可以聞到氣味的是？,嗅覺,味覺,聽覺,觸覺,視覺
703,7,一生不喝水的動物是？,長鼻袋鼠,鴕鳥,駱駝,河馬,鬣狗
704,7,俄羅斯的首都是？,莫斯科,蘇聯,柏林,悉尼,溫哥華
705,7,地球上最大的大陸是？,亞洲,歐洲,大洋洲,非洲,北美
706,7,全世界最先播放電視節目的國家是？,英國,法國,義大利,瑞士,韓國
707,7,下面不屬於食肉動物的是？,河馬,花豹,獵豹,老虎,鱷魚
708,7,站著睡覺的動物是？,馬,雞,狗,象,狼
709,7,萌萌彩虹島是以尋找誰作為主題？,愛麗絲,媽媽,爸爸,雷比,外婆
710,7,舉辦2012年夏季奧運會的國家是？,英國,巴西,澳大利亞,丹麥,瑞典
711,7,菲律賓的首都是？,馬尼拉,巴尼拉,艾伊拉,西伊拉,紮伊拉
712,7,人口最多的國家是？,中國,印度,韓國,俄羅斯,瑞典
713,7,我們愛吃的比薩餅是哪個國家的食物？,義大利,韓國,日本,中國,美國
714,7,世界上最普遍使用的語言是？,英語,義大利語,韓語,西班牙語,漢語
715,7,丹麥的首都是？,哥本哈根,丹麥克,嗶裡叭叭,聯城,溫哥華
716,7,學生經常要攜帶的物品是？,書包,癢癢撓,棒球棍,筆記型電腦,拳擊手套
717,7,去哪兒才能坐飛機？,機場,學校,碼頭,地鐵站,公交站
718,7,鎖頭必須搭配的東西是？,鑰匙,鉛筆,番茄醬,公交卡,鐵絲
719,7,世界上最大的蜘蛛是？,狼蛛,塵蛛,盲蜘蛛,管巢蛛,金蟬蛛
720,7,歷史上最長的戰爭是？,十字軍戰爭,6.25戰爭,伊拉克戰爭,赤壁大戰,愛情與戰爭
721,7,1896年第一屆奧運會是在哪裡舉行的呢？,雅典,羅馬,首爾,日本,德國
722,7,早晨去學校的行為稱作？,上學,出動,上班,開始,走吧
723,7,對感冒後鼻子不通氣有效的是？,食醋,皮搋子,醬油,白糖,食用油
724,7,德國的首都是？,柏林,首爾,悉尼,阿姆斯特丹,倫敦
725,7,彩虹有幾種顏色？,7個,5個,8個,10個,12個
726,7,中國的首都是？,北京,悉尼,首爾,香港,馬尼拉
727,7,新羅第27代君王，新羅第一位女王是？,善德女王,明成皇后,世宗大王,張綠水,張禧嬪
728,7,為保證國家運轉而從市民那裡收取的錢是？,稅金,國家運營費,罰金,會費,學費
729,7,轎車有幾個車輪？,4個,1個,2個,3個,8個
730,7,土耳其的首都是？,安卡拉,首爾,西班牙,菲因盧斯,埃及
731,7,下面平均壽命最長的生物是？,烏龜,蜉蝣,小雞,倉鼠,螳螂
732,7,游泳之前必須做的事情是？,準備運動,學習韓文,攀岩,看電影,聽音樂
733,7,蟻后的平均壽命是？,5年以上,1個月,1天,6個月,1年
734,7,亮起什麼燈才能通過人行橫道？,綠燈,黃燈,鬼火,紅燈,油燈
735,7,電影裡的主角稱作什麼？,主角,替身,配角,編劇,導演
736,7,牙疼的時候應該去的地方是？,牙科,眼科,婦產科,兒科,整形外科
737,7,盧森堡的首都是？,盧森堡,首爾,倫敦,巴黎,安哥拉
738,7,最常用的實驗動物是？,老鼠,小狗,豬,貓,倉鼠
739,7,跑得最快的動物是？,獵豹,烏龜,兔子,獅子,駱駝
740,7,哪一項球類專案使用的球最小？,乒乓球,高爾夫,檯球,棒球,避球
741,7,表示組裝玩具的專業術語是？,塑膠模型,組裝家,發明家,小小博士,組裝模型
742,7,法國的首都是？,巴黎,紐約,悉尼,首爾,柏林
743,7,西班牙的首都是？,馬德里,柏林,北京,溫哥華,亞特蘭大
744,7,全世界面積最大的國家是？,俄羅斯,美國,英國,韓國,中國
745,7,把大豆磨碎加熱後凝固而成的食品是？,豆腐,乳酪,豆飯,奶油,人造黃油
746,7,以色列的首都是？,耶路撒冷,葉門,埃及,印度蘭卡,艾拉斯
747,7,在公車站乘坐的交通工具是？,公車,飛機,計程車,摩托車,自行車
748,7,下面的昆蟲中，腿的數量最多的是？,蜈蚣,貓,鴨子,蜘蛛,獨角仙
749,7,可以唱歌的地方是？,練歌房,茶坊,房地產仲介,閣樓,網吧
750,7,義大利的首都是？,羅馬,普馬,法馬,倫敦,媽媽
751,7,眼睛疼的時候去的地方是？,眼科,兒科,耳鼻咽喉科,整形外科,整容外科
752,7,新年做什麼可以得到壓歲錢？,拜年,律動,歌曲,民俗遊戲,攀岩
753,7,體型最大的動物是？,藍鯨,長頸鹿,河馬,倉鼠,大象
754,7,汽車制動液是什麼顏色？,透明,藍色,黃色,綠色,橙色
755,7,全世界島嶼最多的國家是？,印尼,韓國,日本,中國,美國
756,7,含有“鞭子”之意的朗巴得是哪個國家的舞蹈？,巴西,蒙古,烏克蘭,日本,韓國
757,7,英國的首都是？,倫敦,羅馬,紐約,巴黎,金字塔
758,7,到銀行用存摺取錢時需要的是？,印章,收據,號碼牌,手續費,鎖頭
759,7,風車是用什麼原理轉動的呢？,風,太陽,電,原子能,水
760,7,8月15日什麼日子？,光復節,中秋節,春節,端午節,6.25戰爭
761,7,舉辦2014年世界盃的國家是？,巴西,德國,英國,加拿大,法國
762,7,亮起什麼燈才能通過人行橫道？,綠色,鬼火,黃色,黑色,紅色
763,7,領導印度民族運動的偉人是？,甘地,歐巴馬,泰戈爾,布希曼,尼赫魯
764,7,加拿大的首都是？,渥太華,倫敦,威斯特丹,馬德里,溫哥華
765,7,日本的首都是？,東京,新宿,大阪,橫濱,原宿
766,7,烈日炎炎，天氣開始變熱的季節是？,夏天,冬天,春天,秋天,換季時期
767,7,長頸鹿用什麼姿勢睡覺？,站著,坐著,趴著,躺著,側著
768,7,為了上大學需要參加的考試是？,大學修學能力考試,期中考試,期末考試,大學英語能力考試,大學科學能力考試
769,7,發現小偷時需要撥打的電話是？,112,114,113,119,911
770,7,希臘的首都是？,雅典,宙斯,赫拉???,維納斯,哈迪斯
771,7,美國總統居住的地方是？,白宮,紐約,洛杉磯,拉斯維加斯,地鐵站
772,7,利用MP3聽歌時需要的是？,耳機,助聽器,耳環,棉棒,口罩
773,7,姨母的丈夫稱作？,姨夫,伯父,姑父,姐夫,姑父
774,7,汽車發動機油是什麼顏色？,黃色,藍色,綠色,紅色,透明
775,7,世界上最大的島是？,格陵蘭島,濟州島,拉巴杜伊,度魯巴英,獨島
776,7,世界盃幾年舉行一次？,4年,1年,3年,5年,10年
777,7,摩納哥的首都是？,摩納哥,斯里蘭卡,阿拉斯加,瓜伊德魯,納克雷拉
778,7,耶誕節是幾月幾號？,41268,40909,40969,41146,41244
779,7,練書法時不需要的是？,橡皮擦,硯臺,毛筆,宣紙,墨水
780,7,5月18日是什麼日子？,民主化運動,518戰爭,軍事政變,國軍節,鐵道紀念日
781,7,PC畫面顯示異常時需要檢查的零件是？,顯卡,電源,主機板,記憶體,硬碟
782,6,曲棍球的每隊參賽人數是？,11名,12名,13名,14名,15名
783,6,曲棍球的起源國是？,古埃及和希臘,中世紀羅馬和蒙古,德國,俄羅斯,印加
784,6,冰球的每隊參賽人數是？,6名,7名,5名,8名,9名
785,6,冰球的一場比賽時間是？,20分鐘,120分鐘,5分鐘,30分鐘,666分鐘
786,6,跳水的起源國是？,德國,英國,美國,香港,孟加拉
787,6,水球的每隊參賽人數是？,7名,8名,4名,12名,11名
788,6,不屬於柔道技術的是？,阻擋,浮腰,固技,絞技,逆十字絞
789,6,雅典奧運會73kg級男生柔道冠軍是？,李元熹,張盛好,崔敏浩,趙敏仙,趙麟徹
790,6,穿戴護具的兩名比賽者利用竹刀攻擊對方的有效攻擊部位決勝負的運動項目是？,劍道,強盜,擊劍,劍氣,斷鋼劍
