ID,_FxGroup,_Description
180619,984_01_ITEM_GAIN.FXG,[2019_2Q] MG ???
180620,984_01_ITEM_GAIN_STAND_UP.FXG,[2019_2Q] MG ???
180621,984_01_JUMP_FALL.FXG,[2019_2Q] MG ???
180622,984_01_JUMP_LAND.FXG,[2019_2Q] MG ???
180623,984_01_JUMP_UP.FXG,[2019_2Q] MG ???
180624,984_01_LADDER_MOVE_DOWN.FXG,[2019_2Q] MG ???
180625,984_01_LADDER_MOVE_STOP.FXG,[2019_2Q] MG ???
180626,984_01_LADDER_MOVE_UP.FXG,[2019_2Q] MG ???
180627,984_01_MOVE.FXG,[2019_2Q] MG ???
180628,,
180629,984_01_ROPE_MOVE_DOWN.FXG,[2019_2Q] MG ???
180630,984_01_ROPE_MOVE_STOP.FXG,[2019_2Q] MG ???
180631,984_01_ROPE_MOVE_UP.FXG,[2019_2Q] MG ???
180632,984_01_RUN.FXG,[2019_2Q] MG ???
180633,984_01_SIT_DOWN.FXG,[2019_2Q] MG ???
180634,984_01_SIT_DOWN_STAND_UP.FXG,[2019_2Q] MG ???
180635,984_01_SIT_DOWN_WAIT.FXG,[2019_2Q] MG ???
180636,984_01_STAND.FXG,[2019_2Q] MG ???
180637,984_02_ATTACK_A_01.FXG,[2019_2Q] MG ???
180638,984_02_ATTACK_A_02.FXG,[2019_2Q] MG ???
180639,984_02_ATTACK_A_03.FXG,[2019_2Q] MG ???
180640,984_02_ATTACK_B_01.FXG,[2019_2Q] MG ???
180641,984_02_ATTACK_B_02.FXG,[2019_2Q] MG ???
180642,984_02_ATTACK_C_01.FXG,[2019_2Q] MG ???
180643,984_02_ATTACK_JUMP_A.FXG,[2019_2Q] MG ???
180644,984_03_CRITICAL_DAMAGE.FXG,[2019_2Q] MG ???
180645,984_03_DAMAGE.FXG,[2019_2Q] MG ???
180646,984_03_DOWN.FXG,[2019_2Q] MG ???
180647,984_03_DOWN_STAND.FXG,[2019_2Q] MG ???
180648,984_03_GUARD.FXG,[2019_2Q] MG ???
180649,984_03_STUN.FXG,[2019_2Q] MG ???
180650,984_04_DEATH.FXG,[2019_2Q] MG ???
180651,984_04_DEATH_STAND.FXG,[2019_2Q] MG ???
180652,084_CABLE_MOVE.FXG,[??] ??
180653,084_CABLE_STOP.FXG,[??] ??
180654,084_CRITICAL_DAMAGE.FXG,[??] ??
180655,084_DAMAGE.FXG,[??] ??
180656,084_JUMP_FALL.FXG,[??] ??
180657,084_JUMP_LAND.FXG,[??] ??
180658,084_JUMP_UP.FXG,[??] ??
180659,084_LADDER_MOVE_DOWN.FXG,[??] ??
180660,084_LADDER_MOVE_STOP.FXG,[??] ??
180661,084_LADDER_MOVE_UP.FXG,[??] ??
180662,084_MOVE.FXG,[??] ??
180663,084_ROPE_MOVE_DOWN.FXG,[??] ??
180664,084_ROPE_MOVE_STOP.FXG,[??] ??
180665,084_ROPE_MOVE_UP.FXG,[??] ??
180666,084_RUN.FXG,[??] ??
180667,084_STAND.FXG,[??] ??
180668,085_CABLE_MOVE.FXG,[??] 2019? ?? ?? ??
180669,085_CABLE_STOP.FXG,[??] 2019? ?? ?? ??
180670,085_CRITICAL_DAMAGE.FXG,[??] 2019? ?? ?? ??
180671,085_DAMAGE.FXG,[??] 2019? ?? ?? ??
180672,085_JUMP_FALL.FXG,[??] 2019? ?? ?? ??
180673,085_JUMP_LAND.FXG,[??] 2019? ?? ?? ??
180674,085_JUMP_UP.FXG,[??] 2019? ?? ?? ??
180675,085_LADDER_MOVE_DOWN.FXG,[??] 2019? ?? ?? ??
180676,085_LADDER_MOVE_STOP.FXG,[??] 2019? ?? ?? ??
180677,085_LADDER_MOVE_UP.FXG,[??] 2019? ?? ?? ??
180678,085_MOVE.FXG,[??] 2019? ?? ?? ??
180679,085_ROPE_MOVE_DOWN.FXG,[??] 2019? ?? ?? ??
180680,085_ROPE_MOVE_STOP.FXG,[??] 2019? ?? ?? ??
180681,085_ROPE_MOVE_UP.FXG,[??] 2019? ?? ?? ??
180682,085_RUN.FXG,[??] 2019? ?? ?? ??
180683,085_STAND.FXG,[??] 2019? ?? ?? ??
180684,086_01_CABLE_MOVE.FXG,[??] 2020? 1? ?? ???
180685,086_01_CABLE_STOP.FXG,[??] 2020? 1? ?? ???
180686,086_01_CRITICAL_DAMAGE.FXG,[??] 2020? 1? ?? ???
180687,086_01_DAMAGE.FXG,[??] 2020? 1? ?? ???
180688,086_01_JUMP_FALL.FXG,[??] 2020? 1? ?? ???
180689,086_01_JUMP_LAND.FXG,[??] 2020? 1? ?? ???
180690,086_01_JUMP_UP.FXG,[??] 2020? 1? ?? ???
180691,086_01_LADDER_MOVE_DOWN.FXG,[??] 2020? 1? ?? ???
180692,086_01_LADDER_MOVE_STOP.FXG,[??] 2020? 1? ?? ???
180693,086_01_LADDER_MOVE_UP.FXG,[??] 2020? 1? ?? ???
180694,086_01_MOVE.FXG,[??] 2020? 1? ?? ???
180695,086_01_ROPE_MOVE_DOWN.FXG,[??] 2020? 1? ?? ???
180696,086_01_ROPE_MOVE_STOP.FXG,[??] 2020? 1? ?? ???
180697,086_01_ROPE_MOVE_UP.FXG,[??] 2020? 1? ?? ???
180698,086_01_RUN.FXG,[??] 2020? 1? ?? ???
180699,086_01_STAND.FXG,[??] 2020? 1? ?? ???
180700,087_01_CABLE_MOVE.FXG,[??] ???
180701,087_01_CABLE_STOP.FXG,[??] ???
180702,087_01_JUMP_FALL.FXG,[??] ???
180703,087_01_JUMP_LAND.FXG,[??] ???
180704,087_01_JUMP_UP.FXG,[??] ???
180705,087_01_LADDER_MOVE_DOWN.FXG,[??] ???
180706,087_01_LADDER_MOVE_STOP.FXG,[??] ???
180707,087_01_LADDER_MOVE_UP.FXG,[??] ???
180708,087_01_MOVE.FXG,[??] ???
180709,087_01_ROPE_MOVE_DOWN.FXG,[??] ???
180710,087_01_ROPE_MOVE_STOP.FXG,[??] ???
180711,087_01_ROPE_MOVE_UP.FXG,[??] ???
180712,087_01_RUN.FXG,[??] ???
180713,087_01_STAND.FXG,[??] ???
180714,087_03_CRITICAL_DAMAGE.FXG,[??] ???
180715,087_03_DAMAGE.FXG,[??] ???
180716,088_01_CABLE_MOVE.FXG,[??] ???? ??
180717,088_01_CABLE_STOP.FXG,[??] ???? ??
180718,088_01_JUMP_FALL.FXG,[??] ???? ??
180719,088_01_JUMP_LAND.FXG,[??] ???? ??
180720,088_01_JUMP_UP.FXG,[??] ???? ??
180721,088_01_LADDER_MOVE_DOWN.FXG,[??] ???? ??
180722,088_01_LADDER_MOVE_STOP.FXG,[??] ???? ??
180723,088_01_LADDER_MOVE_UP.FXG,[??] ???? ??
180724,088_01_MOVE.FXG,[??] ???? ??
180725,088_01_ROPE_MOVE_DOWN.FXG,[??] ???? ??
180726,088_01_ROPE_MOVE_STOP.FXG,[??] ???? ??
180727,088_01_ROPE_MOVE_UP.FXG,[??] ???? ??
180728,088_01_RUN.FXG,[??] ???? ??
180729,088_01_STAND.FXG,[??] ???? ??
180730,088_03_CRITICAL_DAMAGE.FXG,[??] ???? ??
180731,088_03_DAMAGE.FXG,[??] ???? ??
180732,985_01_CABLE_MOVE.FXG,[2020_4Q] MG ?????
180733,985_01_CABLE_STOP.FXG,[2020_4Q] MG ?????
180734,985_01_ITEM_GAIN.FXG,[2020_4Q] MG ?????
180735,985_01_ITEM_GAIN_STAND_UP.FXG,[2020_4Q] MG ?????
180736,985_01_JUMP_FALL.FXG,[2020_4Q] MG ?????
180737,985_01_JUMP_LAND.FXG,[2020_4Q] MG ?????
180738,985_01_JUMP_UP.FXG,[2020_4Q] MG ?????
180739,985_01_LADDER_MOVE_DOWN.FXG,[2020_4Q] MG ?????
180740,985_01_LADDER_MOVE_STOP.FXG,[2020_4Q] MG ?????
180741,985_01_LADDER_MOVE_UP.FXG,[2020_4Q] MG ?????
180742,985_01_MOVE.FXG,[2020_4Q] MG ?????
180743,985_01_ROPE_MOVE_DOWN.FXG,[2020_4Q] MG ?????
180744,985_01_ROPE_MOVE_STOP.FXG,[2020_4Q] MG ?????
180745,985_01_ROPE_MOVE_UP.FXG,[2020_4Q] MG ?????
180746,985_01_RUN.FXG,[2020_4Q] MG ?????
180747,985_01_SIT_DOWN.FXG,[2020_4Q] MG ?????
180748,985_01_SIT_DOWN_STAND_UP.FXG,[2020_4Q] MG ?????
180749,985_01_SIT_DOWN_WAIT.FXG,[2020_4Q] MG ?????
180750,985_01_STAND.FXG,[2020_4Q] MG ?????
180751,985_02_ATTACK_A_01.FXG,[2020_4Q] MG ?????
180752,985_02_ATTACK_A_02.FXG,[2020_4Q] MG ?????
180753,985_02_ATTACK_A_03.FXG,[2020_4Q] MG ?????
180754,985_02_ATTACK_B_01.FXG,[2020_4Q] MG ?????
180755,985_02_ATTACK_B_02.FXG,[2020_4Q] MG ?????
180756,985_02_ATTACK_C_01.FXG,[2020_4Q] MG ?????
180757,985_02_ATTACK_JUMP_A.FXG,[2020_4Q] MG ?????
180758,985_03_CRITICAL_DAMAGE.FXG,[2020_4Q] MG ?????
180759,985_03_DAMAGE.FXG,[2020_4Q] MG ?????
180760,985_03_DOWN.FXG,[2020_4Q] MG ?????
180761,985_03_DOWN_STAND.FXG,[2020_4Q] MG ?????
180762,985_03_GUARD.FXG,[2020_4Q] MG ?????
180763,985_03_STUN.FXG,[2020_4Q] MG ?????
180764,985_04_DEATH.FXG,[2020_4Q] MG ?????
180765,985_04_DEATH_STAND.FXG,[2020_4Q] MG ?????
180766,089_01_CABLE_MOVE.FXG,[??] ??? ??
180767,089_01_CABLE_STOP.FXG,[??] ??? ??
180768,089_01_JUMP_FALL.FXG,[??] ??? ??
180769,089_01_JUMP_LAND.FXG,[??] ??? ??
180770,089_01_JUMP_UP.FXG,[??] ??? ??
180771,089_01_LADDER_MOVE_DOWN.FXG,[??] ??? ??
180772,089_01_LADDER_MOVE_STOP.FXG,[??] ??? ??
180773,089_01_LADDER_MOVE_UP.FXG,[??] ??? ??
180774,089_01_MOVE.FXG,[??] ??? ??
180775,089_01_ROPE_MOVE_DOWN.FXG,[??] ??? ??
180776,089_01_ROPE_MOVE_STOP.FXG,[??] ??? ??
180777,089_01_ROPE_MOVE_UP.FXG,[??] ??? ??
180778,089_01_RUN.FXG,[??] ??? ??
180779,089_01_STAND.FXG,[??] ??? ??
180780,089_03_CRITICAL_DAMAGE.FXG,[??] ??? ??
180781,089_03_DAMAGE.FXG,[??] ??? ??
180782,090_CABLE_MOVE.FXG,????
180783,090_CABLE_STOP.FXG,????
180784,090_CRITICAL_DAMAGE.FXG,????
180785,090_DAMAGE.FXG,????
180786,090_JUMP_FALL.FXG,????
180787,090_JUMP_LAND.FXG,????
180788,090_JUMP_UP.FXG,????
180789,090_LADDER_MOVE_DOWN.FXG,????
180790,090_LADDER_MOVE_STOP.FXG,????
180791,090_LADDER_MOVE_UP.FXG,????
180792,090_MOVE.FXG,????
180793,090_ROPE_MOVE_DOWN.FXG,????
180794,090_ROPE_MOVE_STOP.FXG,????
180795,090_ROPE_MOVE_UP.FXG,????
180796,090_RUN.FXG,????
180797,090_STAND.FXG,????
180798,091_01_CABLE_MOVE.FXG,??? ???
180799,091_01_CABLE_STOP.FXG,??? ???
180800,091_01_CRITICAL_DAMAGE.FXG,??? ???
180801,091_01_DAMAGE.FXG,??? ???
180802,091_01_JUMP_FALL.FXG,??? ???
180803,091_01_JUMP_LAND.FXG,??? ???
180804,091_01_JUMP_UP.FXG,??? ???
180805,091_01_LADDER_MOVE_DOWN.FXG,??? ???
180806,091_01_LADDER_MOVE_STOP.FXG,??? ???
180807,091_01_LADDER_MOVE_UP.FXG,??? ???
180808,091_01_MOVE.FXG,??? ???
180809,091_01_ROPE_MOVE_DOWN.FXG,??? ???
180810,091_01_ROPE_MOVE_STOP.FXG,??? ???
180811,091_01_ROPE_MOVE_UP.FXG,??? ???
180812,091_01_RUN.FXG,??? ???
180813,091_01_STAND.FXG,??? ???
180814,092_01_CABLE_MOVE.FXG,??? ??
180815,092_01_CABLE_STOP.FXG,??? ??
180816,092_01_DAMAGE.FXG,??? ??
180817,092_01_JUMP_FALL.FXG,??? ??
180818,092_01_JUMP_LAND.FXG,??? ??
180819,092_01_JUMP_UP.FXG,??? ??
180820,092_01_LADDER_MOVE_DOWN.FXG,??? ??
180821,092_01_LADDER_MOVE_UP.FXG,??? ??
180822,092_01_LADDER_STOP.FXG,??? ??
180823,092_01_MOVE.FXG,??? ??
180824,092_01_ROPE_MOVE_DOWN.FXG,??? ??
180825,092_01_ROPE_MOVE_UP.FXG,??? ??
180826,092_01_ROPE_STOP.FXG,??? ??
180827,092_01_RUN.FXG,??? ??
180828,092_01_STAND.FXG,??? ??
180829,092_03_CRITICAL_DAMAGE.FXG,??? ??
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
