ID,_Class,_Name,_Image,_Enable_Left,_Enable_Top,_Enable_Right,_Enable_Bottom,_Disable_Left,_Disable_Top,_Disable_Right,_Disable_Bottom,_MouseOver_Left,_MouseOver_Top,_MouseOver_Right,_MouseOver_Bottom,_Click_Left,_Click_Top,_Click_Right,_Click_Bottom,_Select_Left,_Select_Top,_Select_Right,_Select_Bottom,_SubID1,_SubID2,_SubID3,_SubID4,_SubID5,_SubID6,_SubID7,_SubID8
6503,65,????,Data/Interface/Concept/UI_Button_016.png,203,1,303,85,203,341,303,425,203,86,303,170,203,171,303,255,203,256,303,340,101,0,0,0,0,0,0,0
6504,65,????,Data/Interface/Concept/UI_Button_016.png,304,1,404,85,304,341,404,425,304,86,404,170,304,171,404,255,304,256,404,340,501,502,0,0,0,0,0,0
6505,65,???,Data/Interface/Concept/UI_Button_016.png,405,1,505,85,405,341,505,425,405,86,505,170,405,171,505,255,405,256,505,340,470,0,0,0,0,0,0,0
6601,66,????,Data/Interface/Concept/UI_Button_016.png,1,1,101,85,1,341,101,425,1,86,101,170,1,171,101,255,1,256,101,340,6601,6602,0,0,0,0,0,0
6602,66,????,Data/Interface/Concept/UI_Button_016.png,102,1,202,85,102,341,202,425,102,86,202,170,102,171,202,255,102,256,202,340,461,450,451,460,0,0,0,0
6603,66,????,Data/Interface/Concept/UI_Button_016.png,203,1,303,85,203,341,303,425,203,86,303,170,203,171,303,255,203,256,303,340,101,0,0,0,0,0,0,0
6604,66,????,Data/Interface/Concept/UI_Button_016.png,304,1,404,85,304,341,404,425,304,86,404,170,304,171,404,255,304,256,404,340,501,502,0,0,0,0,0,0
6605,66,???,Data/Interface/Concept/UI_Button_016.png,405,1,505,85,405,341,505,425,405,86,505,170,405,171,505,255,405,256,505,340,470,0,0,0,0,0,0,0
6701,67,????,Data/Interface/Concept/UI_Button_016.png,1,1,101,85,1,341,101,425,1,86,101,170,1,171,101,255,1,256,101,340,6701,6702,0,0,0,0,0,0
6702,67,????,Data/Interface/Concept/UI_Button_016.png,102,1,202,85,102,341,202,425,102,86,202,170,102,171,202,255,102,256,202,340,461,450,451,460,0,0,0,0
6703,67,????,Data/Interface/Concept/UI_Button_016.png,203,1,303,85,203,341,303,425,203,86,303,170,203,171,303,255,203,256,303,340,101,0,0,0,0,0,0,0
6704,67,????,Data/Interface/Concept/UI_Button_016.png,304,1,404,85,304,341,404,425,304,86,404,170,304,171,404,255,304,256,404,340,501,502,0,0,0,0,0,0
6705,67,???,Data/Interface/Concept/UI_Button_016.png,405,1,505,85,405,341,505,425,405,86,505,170,405,171,505,255,405,256,505,340,470,0,0,0,0,0,0,0
6801,68,????,Data/Interface/Concept/UI_Button_016.png,1,1,101,85,1,341,101,425,1,86,101,170,1,171,101,255,1,256,101,340,6801,6802,6803,2825,510,0,0,0
6802,68,????,Data/Interface/Concept/UI_Button_016.png,102,1,202,85,102,341,202,425,102,86,202,170,102,171,202,255,102,256,202,340,461,450,451,460,0,0,0,0
6803,68,????,Data/Interface/Concept/UI_Button_016.png,203,1,303,85,203,341,303,425,203,86,303,170,203,171,303,255,203,256,303,340,101,0,0,0,0,0,0,0
6804,68,????,Data/Interface/Concept/UI_Button_016.png,304,1,404,85,304,341,404,425,304,86,404,170,304,171,404,255,304,256,404,340,501,502,0,0,0,0,0,0
6805,68,???,Data/Interface/Concept/UI_Button_016.png,405,1,505,85,405,341,505,425,405,86,505,170,405,171,505,255,405,256,505,340,470,0,0,0,0,0,0,0
6901,69,????,Data/Interface/Concept/UI_Button_016.png,1,1,101,85,1,341,101,425,1,86,101,170,1,171,101,255,1,256,101,340,691,3028,3029,3030,2733,2826,510,0
6902,69,????,Data/Interface/Concept/UI_Button_016.png,102,1,202,85,102,341,202,425,102,86,202,170,102,171,202,255,102,256,202,340,461,450,451,460,0,0,0,0
6903,69,????,Data/Interface/Concept/UI_Button_016.png,203,1,303,85,203,341,303,425,203,86,303,170,203,171,303,255,203,256,303,340,101,0,0,0,0,0,0,0
6904,69,????,Data/Interface/Concept/UI_Button_016.png,304,1,404,85,304,341,404,425,304,86,404,170,304,171,404,255,304,256,404,340,501,502,0,0,0,0,0,0
6905,69,???,Data/Interface/Concept/UI_Button_016.png,405,1,505,85,405,341,505,425,405,86,505,170,405,171,505,255,405,256,505,340,470,0,0,0,0,0,0,0
7001,70,????,Data/Interface/Concept/UI_Button_016.png,1,1,101,85,1,341,101,425,1,86,101,170,1,171,101,255,1,256,101,340,7001,7002,0,0,0,0,0,0
7002,70,????,Data/Interface/Concept/UI_Button_016.png,102,1,202,85,102,341,202,425,102,86,202,170,102,171,202,255,102,256,202,340,461,450,451,460,0,0,0,0
7003,70,????,Data/Interface/Concept/UI_Button_016.png,203,1,303,85,203,341,303,425,203,86,303,170,203,171,303,255,203,256,303,340,101,0,0,0,0,0,0,0
7004,70,????,Data/Interface/Concept/UI_Button_016.png,304,1,404,85,304,341,404,425,304,86,404,170,304,171,404,255,304,256,404,340,501,502,0,0,0,0,0,0
7005,70,???,Data/Interface/Concept/UI_Button_016.png,405,1,505,85,405,341,505,425,405,86,505,170,405,171,505,255,405,256,505,340,470,0,0,0,0,0,0,0
7101,71,????,Data/Interface/Concept/UI_Button_016.png,1,1,101,85,1,341,101,425,1,86,101,170,1,171,101,255,1,256,101,340,7101,7102,0,0,0,0,0,0
7102,71,????,Data/Interface/Concept/UI_Button_016.png,102,1,202,85,102,341,202,425,102,86,202,170,102,171,202,255,102,256,202,340,461,450,451,460,0,0,0,0
7103,71,????,Data/Interface/Concept/UI_Button_016.png,203,1,303,85,203,341,303,425,203,86,303,170,203,171,303,255,203,256,303,340,101,0,0,0,0,0,0,0
7104,71,????,Data/Interface/Concept/UI_Button_016.png,304,1,404,85,304,341,404,425,304,86,404,170,304,171,404,255,304,256,404,340,501,502,0,0,0,0,0,0
7105,71,???,Data/Interface/Concept/UI_Button_016.png,405,1,505,85,405,341,505,425,405,86,505,170,405,171,505,255,405,256,505,340,470,0,0,0,0,0,0,0
7201,72,????,Data/Interface/Concept/UI_Button_016.png,1,1,101,85,1,341,101,425,1,86,101,170,1,171,101,255,1,256,101,340,7201,7202,0,0,0,0,0,0
7202,72,????,Data/Interface/Concept/UI_Button_016.png,102,1,202,85,102,341,202,425,102,86,202,170,102,171,202,255,102,256,202,340,461,450,451,460,0,0,0,0
7203,72,????,Data/Interface/Concept/UI_Button_016.png,203,1,303,85,203,341,303,425,203,86,303,170,203,171,303,255,203,256,303,340,101,0,0,0,0,0,0,0
7204,72,????,Data/Interface/Concept/UI_Button_016.png,304,1,404,85,304,341,404,425,304,86,404,170,304,171,404,255,304,256,404,340,501,502,0,0,0,0,0,0
7205,72,???,Data/Interface/Concept/UI_Button_016.png,405,1,505,85,405,341,505,425,405,86,505,170,405,171,505,255,405,256,505,340,470,0,0,0,0,0,0,0
7301,73,????,Data/Interface/Concept/UI_Button_016.png,1,1,101,85,1,341,101,425,1,86,101,170,1,171,101,255,1,256,101,340,7301,7302,7303,2827,510,0,0,0
7302,73,????,Data/Interface/Concept/UI_Button_016.png,102,1,202,85,102,341,202,425,102,86,202,170,102,171,202,255,102,256,202,340,461,450,451,460,0,0,0,0
7303,73,????,Data/Interface/Concept/UI_Button_016.png,203,1,303,85,203,341,303,425,203,86,303,170,203,171,303,255,203,256,303,340,101,0,0,0,0,0,0,0
7304,73,????,Data/Interface/Concept/UI_Button_016.png,304,1,404,85,304,341,404,425,304,86,404,170,304,171,404,255,304,256,404,340,501,502,0,0,0,0,0,0
7305,73,???,Data/Interface/Concept/UI_Button_016.png,405,1,505,85,405,341,505,425,405,86,505,170,405,171,505,255,405,256,505,340,470,0,0,0,0,0,0,0
366,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
