ID,_CutInImage,_Message,_event1,_event2,_event3,_event4,_event5,_event6,_event7,_event8,_event9,_event10,_event11,_event12,_event13,_event14,_event15,_event16,_event17,_event18,_event19,_event20,_event21,_event22,_event23,_event24,_event25,_event26,_event27,_event28,_event29,_event30,_event31,_event32,_event33,_event34,_event35,_event36,_event37,_event38,_event39,_event40,_event41,_event42,_event43,_event44,_event45,_event46,_event47,_event48,_event49,_event50
72604,826,[阿思瑪]\n 兇惡又強大的怪物給的戰利品是非常有價值的! 拿來一定的數量就會給予稱號學習書喔~,7260211,7260212,7260213,7260214,7260215,7260216,7260217,7260218,7260219,7260220,7260226,7260227,7260228,7260229,7260230,7260237,7260238,7260235,7260236,7260440,7260441,7260442,7260443,7260444,7260445,7260446,7260447,7260448,7260449,7260450,7260451,7260452,7260453,7260454,7260455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72614,826,[阿思瑪]\n 兇惡又強大的怪物給的戰利品是非常有價值的! 拿來一定的數量就會給予稱號學習書喔~,7261211,7261212,7261213,7261214,7261215,7261216,7261217,7261218,7261219,7261220,7261226,7261227,7261228,7261229,7261230,7261237,7261238,7261235,7261236,7261440,7261441,7261442,7261443,7261444,7261445,7261446,7261447,7261448,7261449,7261450,7261451,7261452,7261453,7261454,7261455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10303,62,[兔女郎]\n兌換鑰匙給你~★,1030301,1030302,1030303,1030304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78981,206,[佩爾柯特]\n無盡的挑戰會讓你變得強大!,7898101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79011,317,[傑伊特]\n現在就替你實現小時候的夢想!,7901101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79022,790,[獵人管理者艾皮斯]\n如果無法得到，那是你還不夠資格。到達212等級的話，就到聯合公會來~,7864101,7864102,7864103,7864104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79023,790,[獵人管理者艾皮斯]\n如果無法得到，那是你還不夠資格。到達212等級的話，就到聯合公會來~,7864201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79031,489,[[活動] 艾比]\n你說你帶來了閃亮的東西嗎?,7903101,7903102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79051,493,[[活動] 潘朵拉]\n呵呵，因為是萬聖節，你也感受一下魔法吧~,7905101,7905102,7905103,7905104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79061,374,[破片的傳令]\n 不管你帶任何破片過來，都可以換成特殊破片。,7906101,7906102,7906103,7906104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79062,920,[TT]\n但是請務必救出藍烏龜...(TT),7906203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79101,59,[瑞米]\n因為要去野餐，所以要準備便當、思考要上傳到時尚王的照片構圖，還得找找要玩什麼。,7910101,7910102,7910103,7910104,7910105,7910106,7910107,7910108,7910109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300481,823,[凱伊絲]\n我會把你在耶比妹妹庭園找到的材料兌換為各種道具。快點兌換! 兌換!,3004811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78721,877,[雷修爾]\n是誰說的來著~ 我是彩虹島的作業妖精~,7872101,7872102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79131,864,[蒂亞]\n來開個嗓吧~,7913101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80881,1028,[尤菲]\n為了美麗又帥氣的冒險家們開啟了倉庫~,9920100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80871,761,[隊長伊克納特]\n隊長送好禮!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200003,139,這裡的所有料理都是我烹煮的,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200004,184,啦∼?啦啦∼?啦~啦?\n請喝喝看特製飲料~?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200005,10011002,[愛麗絲聖誕老人]\n Merry Christmas就和彩虹島物語一起吧!!^^,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200010,10011002,[聖誕愛麗絲]\n Merry Christmas!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200016,682,[母親大人]\n今天有沒有乖乖讀書啊~~!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200020,186,[虎克船長]\n厚厚厚厚~ 不給糖就搗蛋~!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200028,832,[艾啦]\n我也要成為帥氣的暗影追擊者!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200029,266,"[迎春舞獅]\n因為這群傢伙們, 害我的過年連假都沒了…",9920043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200031,586,[米勒]\n有看到閃亮亮的小碎片嗎?,9920044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200032,164,[皇后]\n好久沒見到皇上了…不知道有沒有按時吃飯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200041,725,[彩虹爺爺]\n端午節少不了美味的粽子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200049,186,[虎克船長]\nHEY~萬聖節快樂啊~!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200050,686,[裁判 阿寶]\n感謝參與選舉！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200055,855,[煞尼克] 情人節我要吃很多很多巧克力!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200056,857,[諾艾爾] 如果想製做出美味的巧克力找我就對了!+___+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200066,91,[EVENT 蘭花] 有什麼需要幫忙的嗎?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200067,88,[EVENT 春花] 安安~有要兌換什麼物品嗎?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200070,229,[瑪利]\n大家周末愉快呀~,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200071,857,[諾艾爾]\n大家周末愉快呀~,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200075,686,[玄彬老師]\n剛演完新韓劇，大家要記得看！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200086,875,[貝儂]\n冬天來臨前得把松果都先蒐集完才行呀—。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200088,720,[MS.資源回收]\n我靠撿破爛買各種名牌！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200092,877,"[雷修爾]\n想到春節連假, 就興奮到模糊~",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200094,191,[歐備倫&泰翼娜]\n如果你幫忙找回來，我就原諒他(她)，獎勵你就跟對方拿吧！畢竟是他(她)弄丟的！,9920082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200096,889,[白色杰利克]\n白色是純淨的代表，才是最美的。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200100,102,[阿明]\n那隻! 那隻! 還是那隻! T_T 你願意幫我找藍色珠珠裝飾嗎..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200102,894,[胖胖耶比]\n耶比我不胖！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200107,910,[皮歐妮亞]\n大家周末愉快呀~,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200111,871,[梅麗維爾]\n準備去野餐吧~,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200114,362,[巨大南瓜燈籠]\nget ready the trick or treat!!,9920093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200115,781,[大神]\n感恩的日子，讚美火雞~,9920094,9920095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200120,851,[愛吃果凍的精靈]\n真的超~想吃黃金果凍的!!!,9920104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200121,725,[洛汗]\n嗅~嗅~是商機的味道！,9920105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99200123,56,[貝伊兒]\n我有一個大計畫！但我需要你幫忙蒐集氣球！,9920106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
