ID,_BGM1,_NpcName1,_Message1,_BoxType1,_CutInImage1,_CutInEffect1,_BGM2,_NpcName2,_Message2,_BoxType2,_CutInImage2,_CutInEffect2,_BGM3,_NpcName3,_Message3,_BoxType3,_CutInImage3,_CutInEffect3,_BGM4,_NpcName4,_Message4,_BoxType4,_CutInImage4,_CutInEffect4,_Event_BGM,_Event_NpcName,_Event_Message,_Event_BoxType,_Event_CutInImage,_Event_CutInEffect,_Yes_BGM,_Yes_Name,_Yes_Message,_Yes_BoxType,_Yes_Image,_Yes_ImageEffect,_No_BGM,_No_Name,_No_Message,_No_BoxType,_No_Image,_No_ImageEffect,_Story
92,,愛伊琳的影像,這裡是為了收復被奪走的賽蕾斯神殿而形成的收復軍臨時營地。,1,806,0,,愛伊琳的影像,我們一定會勝利，驅逐魔族並找回神殿的。,1,806,0,,,,0,0,0,,,,0,0,0,,愛伊琳的影像,若儲存位置便隨時可再回到此處，所以請儲存。,1,806,0,,愛伊琳的影像,已儲存位置。,1,806,0,,愛伊琳的影像,請再想想。,1,806,0,0
93,,愛蓮祭司的影像,娜莉亞、摩莉絲、西斯蒂娜，還有我愛蓮在救出所有人之前是不會躲避的。,1,205,0,,愛蓮祭司的影像,我們也不會放棄，所以神殿的各位也請堅持到最後。,1,205,0,,愛蓮祭司的影像,我們一定，會重新再起。,1,205,0,,,,0,0,0,,愛蓮祭司的影像,若儲存位置便隨時可再回到此處。,1,205,0,,愛蓮祭司的影像,已儲存位置。,1,205,0,,愛蓮祭司的影像,請再想想。,1,205,0,0
94,,艾皮斯的影像,亞奇城是小矮人們的王國。,1,790,0,,艾皮斯的影像,注意這不是新手獵人或冒險家該來的地方….,1,790,0,,艾皮斯的影像,嗯，還有….,1,790,0,,艾皮斯的影像,遇見小矮人的話建議不要挑釁直接逃跑。因為大多脾氣不好…,1,790,0,,艾皮斯的影像,若儲存位置便可隨時再回到此處。,1,790,0,,艾皮斯的影像,已儲存位置。,1,790,0,,艾皮斯的影像,儲存一下會比較好…,1,790,0,0
95,,巴吉爾的影像,這裡是隸屬於猶忒國王的土地。,1,817,0,,巴吉爾的影像,我，巴吉爾，是受命負責守護東部國境地帶的人。,1,817,0,,巴吉爾的影像,就算是死，也一定要守護這片土地。,1,817,0,,巴吉爾的影像,絕不允許擾亂治安，造成紛亂之人。,1,817,0,,巴吉爾的影像,能遵守猶忒的法律嗎？,1,817,0,,巴吉爾的影像,與太陽神的祝福同在,1,817,0,,巴吉爾的影像,若不遵循，就馬上把你趕出這片土地!,1,817,0,0
96,,猶忒國王的影像,猶忒王國是獻給太陽神的地方。,1,820,0,,猶忒國王的影像,嗯，雖然沒有一定要信奉阿耆尼....,1,820,0,,猶忒國王的影像,犯下罪孽之人，侮辱阿耆尼之人。,1,820,0,,猶忒國王的影像,比起那些我更不會放過辱罵我之人!,1,820,0,,猶忒國王的影像,要儲存嗎？,1,820,0,,猶忒國王的影像,與太陽神的祝福同在,1,820,0,,猶忒國王的影像,嗯，你會後悔的....,1,820,0,0
97,,凱伊絲的影像,警告! 未經立佩拉市政府允許之人不得從事研究活動!,1,823,0,,凱伊絲的影像,獲得許可的學者若不是挖掘團就請安靜地看完回去吧!,1,823,0,,凱伊絲的影像,非常危險不要隨意亂跑。,1,823,0,,凱伊絲的影像,不要忘記這裡叫做梅林島!,1,823,0,,凱伊絲的影像,要儲存嗎？,1,823,0,,凱伊絲的影像,做得很好但… 請不要毀損遺址!,1,823,0,,凱伊絲的影像,再好好想想… 請不要毀損遺址!,1,823,0,0
98,,伊登的影像,這裡是大提琴湖，就是光之都市魯曼所在地。,1,825,0,,伊登的影像,如果是有善良意志的人全都歡迎。,1,825,0,,伊登的影像,但是，不歡迎懷有邪惡之心的人。,1,825,0,,伊登的影像,尤其是戴伊墨斯教壇…一旦發現立即處刑。,1,825,0,,伊登的影像,若是冒險家…建議你儲存。,1,825,0,,伊登的影像,真是明智啊。,1,825,0,,伊登的影像,真愚蠢啊。,1,825,0,0
99,,艾兒的影像,這裡的礦物會將不純淨的氣息淨化。,1,827,0,,艾兒的影像,給大家帶來痛苦的人是沒資格進入魯曼的。,1,827,0,,艾兒的影像,懷有邪惡之心想進入魯曼的人，,1,827,0,,艾兒的影像,我是不會原諒的。,1,827,0,,艾兒的影像,若是冒險家建議你儲存。,1,827,0,,艾兒的影像,做得好。,1,827,0,,艾兒的影像,真傻啊，再考慮一下吧。,1,827,0,0
100,,奉春植的影像,夢想與希望的象徵!,1,579,0,,奉春植的影像,歡迎各位來到春植島！,1,579,0,,奉春植的影像,…但是目前還在準備重新開幕....,1,579,0,,奉春植的影像,目前因為整修而變得很雜亂，請下次再來吧！,1,579,0,,奉春植的影像,工作人員們建議你儲存！,1,579,0,,奉春植的影像,在你的心中儲~存，唷呼~!,1,579,0,,奉春植的影像,欸，再考慮一下吧。,1,579,0,0
101,,ELLE的影像,夢想與希望的象徵!,1,832,0,,ELLE的影像,歡迎各位來到春植島！,1,832,0,,ELLE的影像,嗯，到目前為止只是單純的歡迎問候....,1,832,0,,ELLE的影像,要做的事很多，建議先儲存後再行動吧。,1,832,0,,ELLE的影像,要儲存嗎?,1,832,0,,ELLE的影像,儲存完成。,1,832,0,,ELLE的影像,嗯....,1,832,0,0
102,,比柏萊特的影像,此處是為了提升魯曼戰士們的實力而建造的訓練場!,1,841,0,,比柏萊特的影像,是父親打造了此處，而現在是絮可姊姊和我在管理。,1,841,0,,比柏萊特的影像,拒絕訓練所值勤的高階聯盟成員請聽好了!,1,841,0,,比柏萊特的影像,因為討厭執勤而逃走的話，我會親自去追趕的!,1,841,0,,比柏萊特的影像,在行動之前建議先儲存。快點!,1,841,0,,比柏萊特的影像,儲存完畢!,1,841,0,,比柏萊特的影像,要是不儲存的話，你一定會後悔的。呵呵。,1,841,0,0
103,,奧賽里諾的影片,初次造訪珊瑚之城的冒險家。,1,847,0,,奧賽里諾的影片,我們期望他們是善良的人。,1,847,0,,奧賽里諾的影片,若表現出尊重珊瑚之城的法律及規定的話..,1,847,0,,奧賽里諾的影片,我們就會真心地尊重他們並將他們看作好朋友。,1,847,0,,奧賽里諾的影片,請向這石碑及美麗的大海發誓會遵守珊瑚之城的法律和規定。,1,847,0,,奧賽里諾的影片,善良的冒險家啊，祝你幸運，朋友。,1,847,0,,奧賽里諾的影片,拒絕向石碑發誓的傢伙，立刻給我回去!!,1,847,0,0
104,,赫爾摩妮亞,這裡是女神最珍惜的地方，冒險家你也知道吧?,1,851,0,,赫爾摩妮亞,守護這個地方的理由，就算不告訴你也知道吧?,1,851,0,,赫爾摩妮亞,這世界是屬於女神的， 黑暗侵犯想把它變成自己的。,1,851,0,,赫爾摩妮亞,要驅逐隱藏在這裡的惡根源，如果不那樣做世界會被黑暗壟罩的。,1,851,0,,赫爾摩妮亞,請把守護這世界的力量借給我，請幫助\n女神。,1,851,0,,赫爾摩妮亞,謝謝你的幫忙，身為安定和和諧的精靈王再次對你表達感謝。,1,851,0,,赫爾摩妮亞,看來有很多想法呢，如果下定決心的話請向這石碑訴說真心，我會等你的。,1,851,0,0
105,,蓋斯,現在這裡成了象徵文明滅絕的地方。,1,848,0,,蓋斯,惡的根源滲透到記憶的貝羅斯的話，現實世界也會變危險。,1,848,0,,蓋斯,敵人們會一直攻擊這個世界直到女神倒下為止。,1,848,0,,蓋斯,我和精靈們都相信女神，一定會以偉大的模樣再次回來的。,1,848,0,,蓋斯,請你，一定要幫助女神，現在在這裡只有你辦得到了。,1,848,0,,蓋斯,謝謝，我以代表服從及誓約的精靈王\n代表所有精靈向你表達感謝。,1,848,0,,蓋斯,我再…慎重地想想。,1,848,0,0
106,,緹雅,看來你找到碑石了。很高興見到你。,1,854,0,,緹雅,我第一次來這個沙漠的時候完全搞不清楚方向。,1,854,0,,緹雅,還好迷路中，徘徊在這時找到了這個碑石。,1,854,0,,緹雅,好像是有個好心人為了不要讓人迷路而立了碑石。,1,854,0,,緹雅,如果想要輕鬆尋路請向碑石祈禱。,1,854,0,,緹雅,碑石已經紀錄了你的位置。如果遇到危險的事請馬上來這裡，知道嗎?,1,854,0,,緹雅,看來你有信心能夠找到路，路上請小心。,1,854,0,0
107,,煞尼克,這裡是我打造出的地下都市塔爾達洛斯。,1,855,0,,煞尼克,雖然曾是片什麼都沒有的土地，但就這樣一直挖著挖著，現在似乎也成了人類可以生活的地方了。,1,855,0,,煞尼克,有多好啊? 成了可以隨心所欲過生活的空間。,1,855,0,,煞尼克,盡可能別引起什麼紛亂。要是我心情不好，可就不知道會做出什麼事了?,1,855,0,,煞尼克,要怎麼做呢? 要儲存嗎?,1,855,0,,煞尼克,儲存的話就能輕易地回到這裡來。那麼就開心地玩吧?,1,855,0,,煞尼克,雖說不儲存是你的自由，但有一點你要知道，不管發生什麼事，我可絕對不會負責/n的。,1,855,0,0
108,,麥爾比克,這裡是煞尼克為了擴張塔爾達洛斯而挖的地方…。,1,856,0,,麥爾比克,說著沒又意思就丟著不管了。,1,856,0,,麥爾比克,雖然是空地，但我還是繼續管理著。,1,856,0,,麥爾比克,雖是這樣的空間，但希望不要在這裡做出會擾亂煞尼克心思的事情來。,1,856,0,,麥爾比克,你要怎麼做呢? 要儲存嗎? 還是要回去呢?,1,856,0,,麥爾比克,太好了。下次可以很輕易地來到這裡，希望別太勉強了。,1,856,0,,麥爾比克,雖然可惜，但也沒辦法。請你小心地在這裡轉吧。,1,856,0,0
109,,拉比譚,怪物樹山林啊，比看起來的還要艱險。一看就知道了吧?不知道嗎?,1,865,0,,拉比譚,在路上徘徊或攀登的過程中，也許會遇到困難。,1,865,0,,拉比譚,可能會突然從山上滾落石頭，也有可能會遇到壞人。,1,865,0,,拉比譚,所以才有這塊碑石。覺得不妙就可以快點回來，多棒啊。,1,865,0,,拉比譚,將你的位置儲存在碑石裡。有危險時就馬上回到這裡，知道了吧? 你會照做吧?,1,865,0,,拉比譚,做得好，女神也會稱讚你的。,1,865,0,,拉比譚,雖然沒有辦法…但就這樣錯過這塊碑石，你說不定會後悔的，真的沒關係嗎?,1,865,0,0
110,,玫蒂亞,你因為什麼原因來到這裡，這不重要。,1,870,0,,玫蒂亞,因為你要做的只是向這塊石碑保證和承諾。,1,870,0,,玫蒂亞,離開這裡的瞬間，請忘了關於恪爾立族的一切。從我和村民們這邊所聽到的一切…。,1,870,0,,玫蒂亞,即使是跟隨女神之人…也請遵守恪爾立此地的規矩。,1,870,0,,玫蒂亞,你要怎麼做呢?,1,870,0,,玫蒂亞,很好，祝你在停留的期間安然無恙。,1,870,0,,玫蒂亞,真可惜，你要再思考一下嗎。,1,870,0,0
111,,阿德奇納,懷抱著原始生命力量的大地，長久以來受到痛苦。,1,876,0,,阿德奇納,因蓋亞女神的請求，與幻獸一起守護的這塊美麗的大地。雖然現在受到束縛的影響不能那樣做…。,1,876,0,,阿德奇納,希望你能待在這裡，一起讓這裡成為更好的地方。,1,876,0,,阿德奇納,哪怕只是片刻也好，讓這個地方能好好記住你。,1,876,0,,阿德奇納,你的想法如何? 希望這幻影大地能記得你嗎?,1,876,0,,阿德奇納,謝謝你啊，你的那份心，我和女神，還有這片土地都會記住的。,1,876,0,,阿德奇納,這片土地就算不記得你也沒關係。 你也有你自己的意思吧。,1,876,0,0
112,,賽伊娜,你好， 這裡是席巴黎雅帝國領土傑芮尼斯山丘。,1,883,0,,賽伊娜,也是依照帝國初代皇帝'賽伊娜'女帝和大法師傑芮尼斯之意所建立的魔法學院所在地。,1,883,0,,賽伊娜,過去這裡是戰場，留下了巨大的魔力痕跡。,1,883,0,,賽伊娜,所以，偶爾會發生出乎預料的事情。。。,1,883,0,,賽伊娜,如果可以的話，為了防止危險的事，能在這裡留下你的記憶嗎?,1,883,0,,賽伊娜,謝謝。只要你的記憶還留在這裡，你就能回到這塊碑石。,1,883,0,,賽伊娜,你不留下記憶嗎? 那也沒關係。那就表示不會有什麼特別的事了。那麼請小心慢走。,1,883,0,0
113,,戴娜,噢，這種地方也有碑石耶?,1,884,0,,戴娜,雖然不知道會是誰在碑石留下記憶，那我也來留吧?嗯嗯。,1,884,0,,戴娜,墨羅斯…聽說是墨斯王國的領土，但沒有什麼可看的地方。,1,884,0,,戴娜,從以前到現在，到處都留下了血跡，感覺不是很好。,1,884,0,,戴娜,聊著聊著還挺有趣的呢? 在這裡的你，是怎麼想的? 在這塊碑石上留下你的記憶。,1,884,0,,戴娜,好，做得好。如果有什麼困難的話，別迷路，直接到這裡來。,1,884,0,,戴娜,看來你認為這裡不是什麼重要的地方啊，嗯，無所謂嗎…那就祝你好運囉。,1,884,0,0
114,,拉娜夏,總長、總長，去哪了啊? 不是說要在這裡留下訊息嗎…。,1,885,0,,拉娜夏,啊，很忙所以叫我做嗎? 呼…也沒辦法。,1,885,0,,拉娜夏,你好，我叫拉娜夏…。歡迎來到聯合公會都市的新地點 '艾司尼爾'。,1,885,0,,拉娜夏,雖然不知道在艾司尼爾有什麼事在等著你，但希望你能珍藏美好的記憶。,1,885,0,,拉娜夏,若看到這個訊息，請留下記憶。這樣下次過來時會比較輕鬆。你要怎麼做呢?,1,885,0,,拉娜夏,好，那麼請下次再來艾司尼爾。,1,885,0,,拉娜夏,沒關係，反正會儲存一次，今天就這麼走了也沒關係。,1,885,0,0
115,,西娜,擦乾落下的淚水，風吹過我和你?,1,902,0,,西娜,這首歌的下一句歌詞是什麼呢? 嗯，想不起來了…如果有人前來可以看見我、和我聊聊天的話…,1,902,0,,西娜,…………。,1,902,0,,西娜,還是想抱持著希望…期盼一定會有人前來…當那個人到來時，我會幫助他免於迷路…,1,902,0,,西娜,如果有人來到這裡，就請在這座塔上留下記憶。,1,902,0,,西娜,希望你在吉斯克領地的記憶能夠充滿美好事物。,1,902,0,,西娜,沒關係。就算不是現在，總有一天你也會再次來到這裡，我會等你的。,1,902,0,0
116,,皮歐妮亞,會到這種城市來拜訪的人只有解決者而已…。,1,910,0,,皮歐妮亞,解決者是解決者，如果是因為其他事來拜訪的人也歡迎。,1,910,0,,皮歐妮亞,這裡是瑪爾斯…。,1,910,0,,皮歐妮亞,是建立在貧瘠之地福波斯上的城市。詳細的事過一段時間再慢慢打聽。,1,910,0,,皮歐妮亞,如果你想回到這裡，就在這裡祈禱吧。也許會發生不錯的事情。,1,910,0,,皮歐妮亞,好，希望你的事能順利解決。,1,910,0,,皮歐妮亞,沒關係，因為沒必要在這裡停留太久。,1,910,0,0
117,,貝萊德,這個好像是石塔耶…有誰的記憶嗎? 啊，刪掉了耶。,1,906,0,,貝萊德,那麼我，可以留下記憶嗎?,1,906,0,,貝萊德,…………。,1,906,0,,貝萊德,沒關係吧?現在這裡什麼人都沒有…。,1,906,0,,貝萊德,如果想在這座石塔留下記憶的話，就那麼做吧。,1,906,0,,貝萊德,福波斯雖然很危險，但回到這裡來應該會沒事。,1,906,0,,貝萊德,那也沒辦法，不知道會有什麼危險，自己看著辦吧。,1,906,0,0
118,,蓋亞,(隱約浮現蓋亞女神的殘像。),1,866,0,,蓋亞,(蓋亞的殘像面帶微笑在說著什麼，但卻聽不到。),1,867,0,,蓋亞,(殘像好像察覺到哪裡有點奇怪，便張開雙手。  ),1,868,0,,蓋亞,(女神張開的雙手合攏在一起，女神像周圍散發隱約光芒。),1,866,0,,蓋亞,(蓋亞做出伸手的動作，好像是叫我跟著做。),1,866,0,,蓋亞,(蓋亞女神的殘像燦爛笑著點了點頭， 隨後就消失了。),1,867,0,,蓋亞,(蓋亞女神的殘像面露不開心的表情，要我再試一次，隨後就消失了。),1,869,0,0
119,,米卡艾拉,對騎士來說是遺失大陸的碎片，神聖之地。,1,922,0,,米卡艾拉,大家都想要守護大陸。瞬間充滿了血和消亡，最終淪為了戰場…。,1,922,0,,米卡艾拉,堅信自己是對的神，加上想要消滅這個地方的外部存在，將艾多斯毀滅。,1,922,0,,米卡艾拉,米卡守護住了，然後就被遺忘了。但能再次看到這個地方真是太好了。因為和守護人們的騎士在一起…。,1,922,0,,米卡艾拉,這裡是聖域艾多斯，有志之士們再次來到的…必須守護的世界隱藏之地，來，打個招呼吧。,1,922,0,,米卡艾拉,你好，再多看看艾多斯吧。,1,922,0,,米卡艾拉,現在不問候也沒關係，以後再見吧。,1,922,0,0
120,,裔奧,歡迎來到格爾答。,1,919,0,,裔奧,這裡是在不會融化的冰雪當中誕生的人們的村莊。但這不代表連人們的內心也凍結了。,1,919,0,,裔奧,花了不少時間呢…,1,919,0,,裔奧,為了守護這裡，為了好好活下去，許多人付出了努力。這種事就說到這裡…,1,919,0,,裔奧,想在這裡留下痕跡的話就說吧。,1,919,0,,裔奧,我是格爾答的代表裔奧。再次歡迎你來到格爾答。把這裡當作自己家吧。,1,919,0,,裔奧,就算不留下來也沒關係。反正你還會再做一次的。,1,919,0,0
121,,娜琳,女神，有件事我很好奇。妳為什麼要把我送到這裡…,1,1025,0,,娜琳,偶爾望著雪原的時候，會產生這種想法。,1,1025,0,,娜琳,雖然不知道像我這樣的精靈是不是跟人類一樣有心，但有種空虛的感覺。,1,1025,0,,娜琳,如果能知道些什麼會比較好嗎?哎呀…,1,1025,0,,娜琳,差點就忘記裔奧拜託我的事情了。來到雪原的旅行者們，如果不想凍死的話，就在這裡大喊是!,1,1025,0,,娜琳,好，做得很好。這樣至少不會凍死了。那我們在格爾答見吧。,1,1025,0,,娜琳,雖然你回答了不是…但反正你一定會再次大喊是的。否則你應該很難再次找上門…,1,1025,0,0
