ID,_Description,_AddTime1,_Material1,_AddTime2,_Material2,_AddTime3,_Material3,_AddTime4,_Material4,_AddTime5,_Material5,_AddTime6,_Material6
700102424,??? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102523,???? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102522,???? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102525,??? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102524,??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102323,???? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102322,???? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102325,??? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102324,??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102701,?????(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102702,?????(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102703,?????(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102704,?????(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102705,?? ????(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102706,?? ????(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102707,?? ????(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102708,?? ????(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102709,?? ????(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102710,????(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102711,????(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102712,????(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102713,????(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102714,????(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102715,????(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102716,????(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102717,????(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102718,????(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102719,????(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102720,????(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102721,?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102723,???? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102722,???? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102725,??? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102724,??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102801,?? ???? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102802,?? ???? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102803,?? ???? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102804,?? ???? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102805,?? ?? ????(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102806,?? ?? ????(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102807,?? ?? ????(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102808,?? ?? ????(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102809,?? ?? ????(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102810,?? ????(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102811,?? ????(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102812,?? ????(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102813,?? ????(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102814,?? ????(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102815,?? ????(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102816,?? ????(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102817,?? ????(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102818,?? ????(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102819,?? ????(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102901,??? ???? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102902,??? ???? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102903,??? ???? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102904,??? ???? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102905,?? ??? ????(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102906,?? ??? ????(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102907,?? ??? ????(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102908,?? ??? ????(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102909,?? ??? ????(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102910,??? ????(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102911,??? ????(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102912,??? ????(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102913,??? ????(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102914,??? ????(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102915,??? ????(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102916,??? ????(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102917,??? ????(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102918,??? ????(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102919,??? ????(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102822,???? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102823,???? ?? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102922,??? ??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102923,??? ?? ??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102824,??? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102825,??? ?? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102924,???? ??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102925,???? ?? ??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
50365292,?? ??,72,50365292,0,0,0,0,0,0,0,0,0,0
90465292,?? ???,72,90465292,0,0,0,0,0,0,0,0,0,0
10265292,?? ??,72,10265292,0,0,0,0,0,0,0,0,0,0
70265292,?? ??,72,70265292,0,0,0,0,0,0,0,0,0,0
100165292,?? ??,72,100165292,0,0,0,0,0,0,0,0,0,0
700103001,??? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103002,??? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103003,??? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103004,??? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103005,?? ???(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103006,?? ???(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103007,?? ???(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103008,?? ???(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103009,?? ???(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103010,???(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103011,???(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103012,???(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103013,???(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103014,???(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103015,???(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103016,???(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103017,???(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103018,???(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103019,???(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103020,???(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103021,?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103022,??? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103023,??? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103024,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103025,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
160210001,??? ??? ??,360,190140080,0,0,0,0,0,0,0,0,0,0
120112006,??? ??? ???,360,190140080,0,0,0,0,0,0,0,0,0,0
100112008,??? ??? ??,360,190140080,0,0,0,0,0,0,0,0,0,0
110112005,??? ??? ???,360,190140080,0,0,0,0,0,0,0,0,0,0
60112007,??? ??? ??,360,190140080,0,0,0,0,0,0,0,0,0,0
160210101,???? ??,360,190140180,0,0,0,0,0,0,0,0,0,0
120112002,???? ???,360,190140180,0,0,0,0,0,0,0,0,0,0
100112004,???? ??,360,190140180,0,0,0,0,0,0,0,0,0,0
110112001,???? ???,360,190140180,0,0,0,0,0,0,0,0,0,0
60112003,???? ??,360,190140180,0,0,0,0,0,0,0,0,0,0
700103101,?? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103102,?? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103103,?? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103104,?? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103105,?? ??(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103106,?? ??(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103107,?? ??(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103108,?? ??(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103109,?? ??(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103110,??(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103111,??(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103112,??(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103113,??(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103114,??(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103115,??(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103116,??(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103117,??(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103118,??(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103119,??(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103120,??(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103121,?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103122,??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103123,??? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103124,???? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103125,???? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
160210201,?? ??,360,190140280,0,0,0,0,0,0,0,0,0,0
120112302,?? ??,360,190140280,0,0,0,0,0,0,0,0,0,0
100112304,?? ??,360,190140280,0,0,0,0,0,0,0,0,0,0
110112301,?? ???,360,190140280,0,0,0,0,0,0,0,0,0,0
60112303,?? ???,360,190140280,0,0,0,0,0,0,0,0,0,0
160210301,?? ?? ??,360,190140380,0,0,0,0,0,0,0,0,0,0
120112306,?? ?? ??,360,190140380,0,0,0,0,0,0,0,0,0,0
100112308,?? ?? ??,360,190140380,0,0,0,0,0,0,0,0,0,0
110112305,?? ?? ???,360,190140380,0,0,0,0,0,0,0,0,0,0
60112307,?? ?? ???,360,190140380,0,0,0,0,0,0,0,0,0,0
700103301,??? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103302,??? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103303,??? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103304,??? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103305,?? ????(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103306,?? ????(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103307,?? ????(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103308,?? ????(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103309,?? ????(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103310,????(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103311,????(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103312,????(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103313,????(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103314,????(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103315,????(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103316,????(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103317,????(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103318,????(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103319,????(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103320,????(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103321,?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103322,??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103323,??? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103324,???? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103325,???? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103501,??? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103502,??? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103503,??? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103504,??? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103505,?? ???(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103506,?? ???(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103507,?? ???(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103508,?? ???(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103509,?? ???(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103510,???(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103511,???(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103512,???(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103513,???(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103514,???(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103515,???(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103516,???(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103517,???(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103518,???(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103519,???(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103520,???(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103521,?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103522,??? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103523,??? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103524,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103525,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103601,??? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103602,??? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103603,??? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103604,??? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103605,?? ???(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103606,?? ???(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103607,?? ???(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103608,?? ???(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103609,?? ???(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103610,???(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103611,???(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103612,???(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103613,???(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103614,???(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103615,???(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103616,???(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103617,???(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103618,???(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103619,???(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103620,???(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103621,?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103622,??? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103623,??? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103624,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103625,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103701,??? ?? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103702,??? ?? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103703,??? ?? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103704,??? ?? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103705,?? ??? ??(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103706,?? ??? ??(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103707,?? ??? ??(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103708,?? ??? ??(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103709,?? ??? ??(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103710,??? ??(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103711,??? ??(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103712,??? ??(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103713,??? ??(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103714,??? ??(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103715,??? ??(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103716,??? ??(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103717,??? ??(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103718,??? ??(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103719,??? ??(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103720,??? ??(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103721,?? ??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103722,??? ??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103723,??? ?? ??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103724,???? ??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103725,???? ?? ??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
82803101,?? ??? ??? ??,240,190197301,0,0,0,0,0,0,0,0,0,0
81502121,?? ??? ????,240,190197301,0,0,0,0,0,0,0,0,0,0
81602021,?? DEATH MG,240,190197301,0,0,0,0,0,0,0,0,0,0
700103801,??? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103802,??? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103803,??? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103804,??? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103805,?? ???(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103806,?? ???(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103807,?? ???(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103808,?? ???(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103809,?? ???(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103810,???(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103811,???(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103812,???(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103813,???(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103814,???(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103815,???(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103816,???(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103817,???(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103818,???(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103819,???(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103820,???(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103821,?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103822,??? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103823,??? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103824,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700103825,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
81803643,?? ★ ??? ???? ??,240,190197302,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
81903643,?? ★ ??? ???,240,190197302,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
82003643,?? ★ ??? ???,240,190197302,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
82103643,?? ★ ??? ??? ??,240,190197302,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
82603643,?? ★ ??? ????,240,190197302,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
