ID,_CutInImage,_Npcname,_Message,_EventType1,_TypeID1,_Text1,_EventType2,_TypeID2,_Text2,_EventType3,_TypeID3,_Text3,_EventType4,_TypeID4,_Text4,_EventType5,_TypeID5,_Text5,_EventType6,_TypeID6,_Text6
2090,131,彩虹島物語之聲,彩虹島物語的呼喊聲!大家快來一起玩喔!,10,20901,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2091,312,夏拉亞賽蘿,我為你準備了非常棒的武器和防具喔?,4,20911,1. 任務,10,20911,2. 活動兌換,0,0,,0,0,,0,0,,0,0,
2092,233,德雷歐,歡迎來到活動地圖!!,10,20925,1. 活動任務,10,20926,2. 德雷歐的活動兌換,0,0,,0,0,,0,0,,0,0,
2093,295,沃參,(高聲) 拿~鐵~世界~★,4,20931,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2094,131,傑利,唉，我覺得超級瑪琍很難呢。用超級馬力歐練習一下好了。,4,20941,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2095,351,釣魚王冰女,彩虹釣魚王大會正在盛大舉辦呢~,4,20951,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2096,312,夏拉亞賽蘿,這是夏拉送給彩虹島物語迷的紅.利唷?,4,20961,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2097,312,夏拉亞賽蘿,這是夏拉送給彩虹島物語迷的紅.利唷?,4,20971,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2098,312,夏拉亞賽蘿,這是夏拉送給彩虹島物語迷的紅.利唷?,4,20981,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2099,589,艾妮斯,副職業可以快速轉職的機會來囉!,4,20991,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2100,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2101,0,[海外]日本活動 NPC - 操控師的雙胞胎姐姐,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2102,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2103,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2104,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2105,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2106,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2107,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2108,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2109,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2110,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2111,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2112,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2113,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2114,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2115,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2116,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2117,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2118,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2119,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2120,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2121,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2122,0,瑪利,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2123,0,拉風,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2124,77,5月就是要德尼歐,綠意盎然的五月當然有許多豐富的活動在等你囉!,4,21241,1. 任務,10,21241,2. 活動兌換,0,0,,0,0,,0,0,,0,0,
2125,351,小朋友 冰女,哇~~兒童節~~,4,21251,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2126,52,小朋友 美琳,嘿嘿~爸爸有送我兒童節禮物喔!,4,21261,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2127,64,老爹 夏奴伊,母親節嗎…感觸真深…,4,21271,1. 任務,10,21271,2. 活動兌換,0,0,,0,0,,0,0,,0,0,
2128,105,學生 拉瓦爾,用顛倒超級瑪琍來歡慶教師節吧~!,4,21281,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2129,40,名人 亞瑟絲,你要挑戰顛倒超級瑪琍! 第2階段嗎?,1,115601000,1. 對話,4,21291,2. 任務,0,0,,0,0,,0,0,,0,0,
2130,66,達人 伊克納特,紀念教師節!顛倒超級瑪琍 第3階段!!,4,21301,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2131,102,大人 瓊基恩,呵呵~今天是教師節，記得祝老師教師節快樂唷!,4,21311,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2132,189,成為大人的寶馬,哇哈哈哈~久等的成年禮!寶馬現在是大人囉~嘿嘿嘿~,10,21321,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2133,0,雀斑少女,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2134,312,夏拉亞賽蘿,歡迎來到燃燒伺服器唷!,4,21341,1. 任務,10,20912,2. 活動兌換,0,0,,0,0,,0,0,,0,0,
2135,327,莉茲,如果想知道7月限定銷售的話請告訴我唷。,10,21351,1. 超級萬能木錘兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2136,329,佩爾,這是專為移轉伺服器的大家的紅利!紅利!,4,21361,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2137,329,佩爾,這是專為移轉伺服器的大家的紅利!紅利!,4,21371,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2138,250,肥肥春植君,呵呵∼歡迎你，歡迎∼,4,21381,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2139,250,肥肥春植君,呵呵∼歡迎你，歡迎∼,4,21391,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2140,218,魯娜蕾希,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2141,0,植先生,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2142,0,亞倫,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2143,191,歐備倫&泰翼娜,"哼,哼,噗!",1,133999000,1. 對話,4,21431,2. 回報任務,10,21431,3. 活動兌換,0,0,,0,0,,0,0,
2144,188,伏慈,大家好~(笑咪咪),4,21441,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2145,189,寶馬,啾啾---,4,21451,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2146,267,史德拉,哇哇!客人!萬歲~萬歲~歡迎光臨~,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2147,145,啦啦隊卡茲諾納斯,學測滿分!大家加油!,10,21471,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2148,10011001,雷比魯道夫,希望你有個美好的白色聖誕節啊...,10,21481,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2149,10011002,愛麗絲聖誕老人,Merry~ Merry~ 我是今年也不能請假的愛麗絲~,10,21491,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2150,830,卡達麗娜,呵呵∼歡迎你，歡迎∼,2,21501,1. PC? ?? ??? ??,10,21502,2. PC? ?? ?? ??,10,21503,3. ??? ???(50%) ??,4,22115,4. ???,0,0,,0,0,
2151,0,蕭羽,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2152,0,傑利,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2153,0,伊克托,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2154,0,想成為人類的熊,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2155,0,情人,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2156,257,雀斑少女,你好啊~,4,21561,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2157,257,雀斑少女,你好啊~,4,21571,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2158,27101103,植樹節樹木王,"只要給我關愛的話,我就會報答你唷…",10,21581,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2159,363,足球王哥布林,?? ??? ? ??? ??~,4,21591,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2160,319,神秘的魔法師,送給家族們神秘之氣,2,21602,1. 倉庫,2,21603,2. 道具交易,0,0,,0,0,,0,0,,0,0,
2161,29900000,神秘的郵差,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2162,319,神奇的魔法師,送給你神奇的增益效果!收下吧~,4,21621,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2163,683,急躁索爾,喂~快進來呀!,4,21631,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2164,683,急躁索爾,喂~快進來呀!,4,21641,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2165,0,魯那雷納,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2166,0,萬聖節公會專屬,萬聖節到了耶!,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2167,0,詭異紳士,你準備好參加萬聖節紀念適者生存戰了嗎?,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2168,0,詭異紳士,你準備好參加萬聖節紀念適者生存戰了嗎?,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2169,677,無限才?,快來!要參加活動嗎?,4,21691,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2170,0,普雷依亞,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2171,0,傑伊特,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2172,0,活動少女,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2173,0,杰,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2174,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2175,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2176,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2177,0,艾妮斯,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2178,0,蓋勒曼,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2179,189,藍馬寶尼,給予玩家們藍綠小馬滿滿的好運!,4,21791,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2180,163,莉莉安修女,夢想結一次婚看看怎麼樣?,1,151600001,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
2181,0,聖誕愛麗絲,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2182,0,聖誕魯道夫,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2183,0,魯娜蕾希,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2184,531,萬聖節裝扮熊,移動至萬聖節地圖~!,4,21841,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
99190010,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
99190011,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
99190012,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
99190013,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
99190014,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
99190015,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
99190016,0,[海外]日本活動 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2401,33001004,MD Valentine,Happy Valentine's Day!,4,2401,1. Here's Quest For Girls!,10,24011,2. ??? Valentine's Day Item Exchange,0,0,,0,0,,0,0,,0,0,
2402,33001005,Valentine Frawulor,Happy Valentine's Day!,4,2402,1. Here's Quest For Guys!,10,24012,2. ??? Valentine's Day Item Exchange,0,0,,0,0,,0,0,,0,0,
2403,0,御?妹妹,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2404,0,固法美偉,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2405,0,御?妹妹,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2406,0,南瓜燈籠,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2407,228,雷比魯道夫,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2408,10011002,愛麗絲聖誕老人,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2409,228,雷比魯道夫,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2410,0,夏拉亞賽蘿,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2411,0,寶妮,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2412,0,寶妮2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2413,0,瑪可伊,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2414,0,日本活動 npc,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2415,0,日本活動 npc,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2416,0,雅特利耶1 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2417,0,雅特利耶2 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2418,0,雅特利耶3 NPC,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2419,0,貝利,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2420,0,人魚公主,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2421,0,異常的研究院A,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2422,0,普雷依亞,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2423,0,人魚公主2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2424,10011001,霞拉,??? ?????? ???? ????.,4,24241,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2425,10011002,愛麗絲聖誕老人,聖誕快樂!!,4,24251,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2426,493,疑問的少女??,有聽說過關於肥肥兔的事情嗎?,4,24261,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
5001,50,莫亞,歡迎來到穆亞的拍賣場!,1,115607000,1. 對話,4,50011,2. 任務,0,0,,0,0,,0,0,,0,0,
5002,68,中立的修普勒,我正在負責管理工會的所有業務。,11,29801000,1. 公會升級,12,29801001,2. 變更公會徽章,2,371,3. 交易,10,371,4. 兌換公會物品,0,0,,0,0,
5003,69,秩序的修普勒,我正在負責管理工會的所有業務。,11,29802000,1. 公會升級,12,29802001,2. 變更公會徽章,2,381,3. 交易,10,381,4. 兌換公會物品,0,0,,0,0,
5004,70,邪惡的修普勒,我正在負責管理工會的所有業務。,11,29803000,1. 公會升級,12,29803001,2. 變更公會徽章,2,391,3. 交易,10,391,4. 兌換公會物品,0,0,,0,0,
5005,162,艾薩克神父,我是負責這個神殿的普利斯特。,1,115659000,1. 想要聆聽有關結婚的詳細內容,18,8801,2. 申請結婚,2,1101,3. 購買求婚物品,0,0,,0,0,,0,0,
5006,163,莉莉安修女,我正在這個神殿裡奉獻。,1,115660000,1. 想要先瞭解分手的詳細內容,19,88021,2. 申請分手,0,0,,0,0,,0,0,,0,0,
5007,64,釣魚達人夏奴伊,釣魚會很辛苦嗎?那麼就交給我吧。,23,5007,1. 委託釣魚,24,5007,2. 委託狀況查詢,10,50071,3. 兌換釣魚物品,2,50071,4. 購買釣竿,4,21962,5. 任務,0,0,
5008,351,冰女,天啊，這裡好熱…!啊，很高興見到你，要替你兌換物品嗎?,10,50081,1. 兌換釣魚物品,0,0,,0,0,,0,0,,0,0,,0,0,
5009,600,夏洛,想要封印物品的話就來找我喔~~~!,9,50091,1. ?? ?? ????,0,0,,0,0,,0,0,,0,0,,0,0,
6001,741,亞瑟絲,雖然任務也很重要，但是也請你去充分地體驗這山林地帶的清涼感吧!,1,115601000,1. 對話,4,6001,2. 任務,0,0,,0,0,,0,0,,0,0,
6002,741,亞瑟絲,最近我們查出打造冥王神殿的人是龍族!而且還是從製作當事者的口中…真是驚人的消息啊。,1,115601000,1. 對話,4,6002,2. 任務,0,0,,0,0,,0,0,,0,0,
6003,151,海伊凱爾,在海伊凱爾這裡，有許多冒險時需要的物品!,4,6003,1. 任務,2,6003301,2. 武器交易(物理系列),2,6003303,3. 武器交易(魔法系列),2,6003302,4. 武器交易(副職業),0,0,,0,0,
6004,153,龍克斯,我是流浪三兄妹的老麼龍克斯!,4,6004,1. 任務,2,60041,2. 道具交易,2,782,3. 拼圖和魔盒,0,0,,0,0,,0,0,
6005,152,托勒妮亞,…我正在管理冒險時需要的物品。,4,6005,1. 任務,2,60052,2. 交易防具,0,0,,0,0,,0,0,,0,0,
6006,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
6007,104,琳寧,請幫幫我!,4,6007,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6008,102,瓊基恩,我想過幾個可以帶領你走向更高境界的挑戰課題!,4,6008,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6009,218,魯娜蕾希,歡迎來到陰森住宅!,4,6009,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6010,164,舞姬,光亮世界的勇士怎麼會來到這裡?,4,6010,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6011,249,奉春植,我會幫助奉春植領主(唉伊?)擊退科學狂人的!,2,60111,1. 道具交易,0,0,,0,0,,0,0,,0,0,,0,0,
6012,186,強尼船長,……(忽然)!,4,60121,1. 任務,2,6012301,2. 武器交易(物理系列),2,6012303,3. 武器交易(魔法系列),2,6012302,4. 武器交易(副職業),0,0,,0,0,
6013,185,女海盜卡達麗娜,呼，找我有什麼事情嗎?,4,6013,1. 任務,2,60132,2. 交易防具,0,0,,0,0,,0,0,,0,0,
6014,180,西斯藍,啊-哈…這個會很麻煩吧…?,4,6014,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6015,151,海伊凱爾,在海伊凱爾這裡，有許多冒險時需要的物品!,2,6015301,1. 武器交易(物理系列),2,6015303,2. 武器交易(魔法系列),2,6015302,3. 武器交易(副職業),0,0,,0,0,,0,0,
6016,153,龍克斯,我是流浪商人的老麼龍克斯!,2,60161,1. 拼圖和魔盒,0,0,??.,0,0,,0,0,,0,0,,0,0,
6017,152,托勒妮亞,…我正在管理冒險時需要的物品。,2,60172,1. 防具交易,0,0,???? ?? ??,0,0,,0,0,,0,0,,0,0,
6018,181,宣聖,這強烈的妖氣是阿卡修拉的沒有錯吧?,4,6018,1. 任務,2,60181,2. 道具交易,2,60182,3. 拼圖和魔盒,0,0,,0,0,,0,0,
6019,175,布馬,身為帕… 帕拉泰族的後裔，我不會因為這種地方而感到害怕的!,4,6019,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6020,182,拉塔特,好高!好窄!好刺眼!好恐怖∼,4,6020,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6021,173,托特,要不是因為詛咒，在神祕的遺跡裡，可是有很多東西可以學習的。,4,6021,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6022,174,琪拉,身為阿法的教官，我會考驗各位的實力的!,4,6022,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6023,228,魯道夫,天氣太冷了，鼻子好像都變紅了…,4,6023,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6024,220,索妮爾,Just High or Low!叫你觀察看看∼,4,6024,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6025,221,安娜史塔莎,…正在巡查中。,4,6025,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6026,229,瑪利,雖然是交付了，但是沒有對策∼,4,6026,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6027,236,科基莉亞,比佛羅斯特的修理正在一步一步地進行。,4,6027,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6028,233,德雷歐,00 00 53 7B DE DE 7C 53!,4,6028,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6029,236,科基莉亞,能夠前往義大利麵小鎮的絕佳機會來了嗎?!,4,6029,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6030,170,委託公告欄,尋找解決難題的高手!,4,6030,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6031,170,委託公告欄,尋找解決難題的高手!,4,6031,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6032,170,委託公告欄,尋找解決難題的高手!,4,60321,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6033,170,委託公告欄,尋找解決難題的高手!,4,60331,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6034,170,委託公告欄,尋找解決難題的高手!,4,6034,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6035,170,委託公告欄,尋找解決難題的高手!,4,60351,1. 艾爾亞諾勒山嶽地帶委託,4,60352,2. 艾爾亞諾勒平原北部/飛空艇墜落地委託,4,60353,3. 艾爾亞諾勒平原東部/西部/南部委託,0,0,,0,0,,0,0,
6036,170,委託公告欄,尋找解決難題的高手!,4,6036,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6037,170,委託公告欄,尋找解決難題的高手!,4,6037,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6038,582,委託公告欄,尋找解決難題的高手!,4,6038,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6039,582,委託公告欄,尋找解決難題的高手!,4,60391,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6040,170,委託公告欄,尋找解決難題的高手!,4,6040,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6041,323,雷尼,透過公會箱，有可以執行的任務!,2,2351,1. 道具交易,2,2352,2. 拼圖和魔盒,0,0,,0,0,,0,0,,0,0,
6042,102,瓊珠恩,嗯? 我是瓊基恩的弟弟瓊珠恩!只要仔細查看，還是會發現我們有所不同的!,2,60421,1. 道具交易,0,0,,0,0,,0,0,,0,0,,0,0,
6043,170,委託公告欄,尋找解決難題的高手!,4,60431,1. 接受任務,0,0,,0,0,,0,0,,0,0,,0,0,
6044,170,委託公告欄,尋找解決難題的高手!,4,60441,1. 接受任務,0,0,,0,0,,0,0,,0,0,,0,0,
6046,170,委託公告欄,尋找解決難題的高手!,4,60461,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6047,530,隨機公告欄,尋找解決難題的高手!,21,530,1. 隨機任務,10,60471,2. 紅甜椒投入口,2,60471,3. 交易初始化藥水,0,0,,0,0,,0,0,
6048,530,隨機公告欄,尋找解決難題的高手!,21,530,1. 隨機任務,10,60481,2. 紅甜椒投入口,2,60481,3. 交易初始化藥水,0,0,,0,0,,0,0,
6049,323,懸賞公告欄,懸賞!,4,60491,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6050,323,懸賞公告欄,懸賞!,4,60501,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6051,323,懸賞公告欄,懸賞!,4,60511,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6052,323,懸賞公告欄,懸賞!,4,60521,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6053,323,懸賞公告欄,懸賞!,4,60531,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6054,323,懸賞公告欄,懸賞!,4,60541,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6055,323,懸賞公告欄,懸賞!,4,60551,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6056,323,懸賞公告欄,懸賞!,4,60561,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6057,323,懸賞公告欄,懸賞!,4,60571,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6058,323,懸賞公告欄,懸賞!,4,60581,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6059,323,懸賞公告欄,懸賞!,4,60591,1. 懸賞!!,0,0,,0,0,,0,0,,0,0,,0,0,
6060,353,忍者王的侍者,我會替你介紹黑月城的每個地方的∼,4,60601,1. 任務,9,60601,2. 黑月城內部移動,0,0,,0,0,,0,0,,0,0,
6061,118,舞扇忍者的侍者,如果感覺在黑月城探險很辛苦，那麼就來找我吧…,4,60611,1. 任務,9,60611,2. 黑月城內部移動,0,0,,0,0,,0,0,,0,0,
6062,569,黑月公主侍者,我會幫助你進行黑月城的探險的!,4,60621,1. 任務,9,60621,2. 黑月城內部移動,0,0,,0,0,,0,0,,0,0,
6063,491,達比,這地方是…修羅場…就是修羅場啊…! (挫折),4,60631,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6064,170,委託公告欄,尋找有志之士!,4,60641,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6065,323,雷尼,感謝你使用公會箱!,4,60651,1. 任務,2,60651,2. 道具交易,2,60652,3. 拼圖和魔盒,0,0,,0,0,,0,0,
6066,90,金花,天哪!!這位冒險家~你願意幫我嗎?,4,60661,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6067,586,米勒,雖然已經整頓到某個程度，但漂流都市尚未安定下來，有空的話就請你幫個忙吧!,4,60671,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
6068,589,艾妮斯,喔!你還在喔!方便的話可以請你幫個忙嗎?,4,60681,1. 任務,2,60681,2. 道具交易,2,60682,3. 拼圖和魔盒,9,60681,4. 移動至其他地區,0,0,,0,0,
6069,582,委託公告欄,尋求解決辦法!,4,60691,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6070,327,莉茲,這裡是博物館1樓，請注意書本管理。,4,60701,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6071,205,摩莉絲修女,呵呵呵~真想去冥王神殿看看~,4,60711,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6072,248,柯賽兒,…主人..好像…也不在這裡…,4,60721,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6073,329,佩爾,喂!這裡是哪裡呀?我好怕~莉茲幫我!,4,60731,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6074,190,白鶴王子,專為180級別玩家準備的限時闖關來囉!佩爾利德伊~,4,60741,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6075,266,獅獅,如果是190級別玩家的話挑戰限時闖關吧!金蘭雲系來囉!,4,60751,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6076,220,索妮爾,Hip & Voo~.,4,60761,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6077,236,科基莉亞,"他是負責艾特瓦勒星系團物品管理公司""物流園區""的出差職員",4,60771,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6078,249,奉春植,歡迎來到春植島!,4,60781,1. 任務,10,60701,2. 兌換博物館配方,0,0,,0,0,,0,0,,0,0,
6079,251,瘦巴巴奉春植,歡…咳咳! 呃咳咳… 迎你…,4,60791,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
6080,250,肥肥奉春植,嘿嘿嘿歡迎歡迎!這裡是春植島。呵呵,4,60801,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
