ID,_Sequence,_ImageResource,_Type,_Message_Ani_Index1,_Message_Probability1,_Message1_1,_Message1_2,_Message1_3,_Message_Ani_Index2,_Message_Probability2,_Message2_1,_Message2_2,_Message2_3,_Message_Ani_Index3,_Message_Probability3,_Message3_1,_Message3_2,_Message3_3,_Stage,_Name,_Icon,_IconIndex,_Description,_Tip,_Name_Visible,_Hp_Visible,_Creation_FX,_Shadow_Visible,_Mark_Icon,_Mark_IconIndex,_BossHPCount
810002819,3_213_02,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",迷宮嘻哈布丁,10004000,1,,,1,1,0,1,10007000,2,1
810002820,3_213_01,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",迷宮星際布丁,10004000,1,,,1,1,0,1,10007000,2,1
810002821,3_214_02,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",迷宮布丁弟,10004000,1,,,1,1,0,1,10007000,2,1
810002822,3_214_01,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",迷宮布丁妹,10004000,1,,,1,1,0,1,10007000,2,1
810002823,3_221_01,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",迷宮可樂先生,10004000,1,,,1,1,0,1,10007000,1,1
810002824,3_221_02,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",迷宮醬油先生,10004000,1,,,1,1,0,1,10007000,1,1
810002825,3_215_01,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",迷宮三角飯糰先生,10004000,1,,,1,1,0,1,10007000,1,1
810002826,3_215_02,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",迷宮拌飯先生,10004000,1,,,1,1,0,1,10007000,1,1
810002827,3_216_02,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",迷宮白幽靈君,10004000,1,,,1,1,0,1,10007000,1,1
810002828,3_216_01,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",迷宮黑幽靈君,10004000,1,,,1,1,0,1,10007000,1,1
810002829,3_222_02,,6,0,0,,,,0,0,,,,0,0,,,,"295,296,297,298,299,300,301,302,303",活人的幽靈,10004000,1,,,1,1,0,1,10007000,1,1
810002830,2_002_58,2_002_58_10,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810002831,3_038_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,179,,,0,0,0,0,0,0,1
810002832,2_002_47,2_002_47_10,1,0,0,,,,0,0,,,,0,0,,,,,,10004000,135,,,0,0,0,0,0,0,1
810002833,2_002_22,2_002_22_10,1,0,0,,,,0,0,,,,0,0,,,,,,10004000,118,,,0,0,0,0,0,0,1
810002834,3_036_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,177,,,0,0,0,0,0,0,1
810002835,3_101_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,1,,,0,0,0,0,0,0,1
810002836,3_061_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,1,,,0,0,0,0,0,0,1
810002837,3_002_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,144,,,0,0,0,0,0,0,1
810002838,3_050_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,1,,,0,0,0,0,0,0,1
810002839,3_109_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,12,,,0,0,0,0,0,0,1
810002840,3_112_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,15,,,0,0,0,0,0,0,1
810002841,3_107_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,10,,,0,0,0,0,0,0,1
810002842,3_144_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,77,,,0,0,0,0,0,0,1
810002843,3_152_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,99,,,0,0,0,0,0,0,1
810002844,3_128_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,168,,,0,0,0,0,0,0,1
810002845,3_025_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,163,,,0,0,0,0,0,0,1
810002846,2_001_59,2_001_59_10,1,0,0,,,,0,0,,,,0,0,,,,,,10004000,60,,,0,0,0,0,0,0,1
810002847,3_005_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,145,,,0,0,0,0,0,0,1
810002848,3_1012_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,30,,,0,0,0,0,0,0,1
810002849,3_074_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,213,,,0,0,0,0,0,0,1
810002850,3_007_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,147,,,0,0,0,0,0,0,1
810002851,3_053_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,193,,,0,0,0,0,0,0,1
810002852,2_002_10,2_002_10_10,1,0,0,,,,0,0,,,,0,0,,,,,,10004000,108,,,0,0,0,0,0,0,1
810002853,3_094_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,254,,,0,0,0,0,0,0,1
810002854,3_069_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,1,,,0,0,0,0,0,0,1
810002855,3_166_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,123,,,0,0,0,0,0,0,1
810002856,3_125_02,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,67,,,0,0,0,0,0,0,1
810002857,3_153_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,105,,,0,0,0,0,0,0,1
810002858,3_133_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,83,,,0,0,0,0,0,0,1
810002859,3_134_02,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,91,,,0,0,0,0,0,0,1
810009002,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,伊耶比2Lv,10004000,1,,,0,0,0,0,0,0,1
810009003,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,伊耶比2Lv,10004000,1,,,0,0,0,1,0,0,1
810009004,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,伊耶比2Lv,10004000,1,,,0,0,0,1,0,0,1
810009005,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,伊耶比2Lv,10004000,1,,,0,0,0,1,0,0,1
810009006,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,伊耶比2Lv,10004000,1,,,0,0,0,1,0,0,1
815100036,2_551_03,2_551_03_10,4,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,0,0,1,0,0,1
815000576,2_551_01,2_551_01_10,4,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,0,0,1,0,0,1
815000577,2_551_02,2_551_02_10,4,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,0,0,1,0,0,1
810002860,3_700_67,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810002861,3_700_68,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810002862,3_700_69,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810002863,3_071_01,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810002864,3_700_64,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810002865,3_153_01,,6,0,0,,,,0,0,,,,0,0,,,,297,,10004001,105,,,0,0,0,1,0,0,1
810002866,3_200_02,,6,0,0,,,,0,0,,,,0,0,,,,297,,0,0,,,0,0,0,1,0,0,1
810002867,3_067_01,,6,0,0,,,,0,0,,,,0,0,,,,297,,10004000,1,,,0,0,0,1,0,0,1
810002868,3_069_03,,6,0,0,,,,0,0,,,,0,0,,,,297,貞德碎片,10004000,1,,,1,0,0,1,0,0,1
810002869,3_069_02,,6,0,0,,,,0,0,,,,0,0,,,,297,貞德碎片,10004001,26,,,1,0,0,1,0,0,1
810002870,3_117_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,1,,,0,0,0,0,0,0,1
810002871,3_016_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,155,,,0,0,0,0,0,0,1
810002872,2_002_71,2_002_71_10,1,0,0,,,,0,0,,,,0,0,,,,***,,10004000,1,,,0,0,0,0,0,0,1
810002873,3_006_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,146,,,0,0,0,0,0,0,1
810002874,3_085_01,,6,0,0,,,,0,0,,,,0,0,,,,,,10004000,237,,,0,0,0,0,0,0,1
810002875,3_150_01,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810002876,3_185_02,,6,0,0,,,,0,0,,,,0,0,,,,,,10004001,149,,,0,0,0,0,0,0,1
810009007,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,伊耶比2Lv,10004000,1,,,0,0,0,0,10007000,1,1
810009008,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,伊耶比2Lv,10004000,1,,,0,0,0,0,10007000,1,1
810009009,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,伊耶比2Lv,10004000,1,,,0,0,0,0,10007000,1,1
812010440,1_099_77,1_099_77_10,2,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,1,0,1,0,0,1
810002877,3_1011_04,,6,1,30,"我們的 ""活動""還沒開始嗎…",,,0,0,,,,0,0,,,,158,黑影忍者,10004000,28,,,1,1,0,1,10007000,3,1
810002878,2_001_55,2_001_55_10,1,1,30,"""沉醉吧~~沉溺吧~~""",,,0,0,,,,0,0,,,,158,蛇女,10004000,56,,,1,1,0,1,10007000,3,1
810002879,2_002_25,2_002_25_10,1,1,30,烈火燃燒般的健壯筋肉?,,,0,0,,,,0,0,,,,158,牛魔王,10004000,165,,,1,1,0,1,10007000,3,1
810002880,3_096_01,,6,1,30,比看起來還輕呀!,,,0,0,,,,0,0,,,,158,依萊佳,10004000,1,,,1,1,0,1,10007000,3,1
810002881,2_001_66,2_001_66_10,1,1,30,Let's Do that this,,,0,0,,,,0,0,,,,158,電鋸狂人,10004000,67,,,1,1,0,1,10007000,3,1
810002882,2_001_73,2_001_73_10,6,1,30,為什麼辦活動的時候也要叫上我啊?!,,,0,0,,,,0,0,,,,158,蟻后,10004000,74,,,1,1,0,1,10007000,3,1
810002883,2_002_27,2_002_27_10,6,1,30,Fus Ro Dah!!,,,0,0,,,,0,0,,,,158,綠龍,10004000,120,,,1,1,0,1,10007000,3,1
810002884,3_105_01,,6,1,30,我想安安靜靜地待著…,,,0,0,,,,0,0,,,,158,沃參,10004001,8,,,1,1,0,1,10007000,3,1
810002885,2_003_10,2_003_10_10,1,1,30,"會稍微走 ""慢點""的…",,,0,0,,,,0,0,,,,"87,97,158,162,178,184",徬徨的神女,10004000,1,,,1,1,0,1,10007000,3,1
810002886,3_053_02,,6,1,30,快去找找在哪兒! 8週年所有的寶物都埋在這裡!,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",墮落的神殿騎士,10004000,1,,,1,1,0,1,10007000,3,1
810002887,2_800_12,,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",道具,0,0,,,0,0,510,1,0,0,1
810002888,2_002_23,2_002_23_10,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",活動超級瑪琍 砲彈君,0,0,,,1,0,0,0,0,0,1
810002889,2_600_27,2_600_27_10,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",禮炮,0,0,,,0,0,0,1,0,0,1
810002890,2_600_17,2_600_08_10,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",禮炮煙花,0,0,,,0,0,0,0,0,0,1
810002891,2_998_10,2_998_10_10,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",活動伊耶比,0,0,,,0,0,0,0,0,0,1
810002892,2_998_11,2_998_11_10,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",活動伊耶比,0,0,,,0,0,0,0,0,0,1
810002893,2_998_03,,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",,0,0,,,0,0,0,0,0,0,1
810002894,2_002_23,2_002_23_10,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",活動超級瑪琍 砲彈君,0,0,,,1,0,0,0,0,0,1
810002895,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",寶箱子,0,0,,,0,0,0,1,0,0,1
810002896,2_998_03,,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",,0,0,,,0,0,0,0,0,0,1
810002897,2_700_18,,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",超級馬莉3 捕捉炮彈的陷阱,0,0,,,0,0,0,0,0,0,1
810002898,2_700_44,,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",餌雷,0,0,,,0,0,0,0,0,0,1
810002899,3_700_64,,6,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",,0,0,,,0,0,0,0,0,0,1
810002900,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",寶箱子,0,0,,,0,0,0,1,0,0,1
810009010,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",伊耶比2Lv,10004000,1,,,0,0,0,0,0,0,1
810002901,2_700_44,,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",餌雷,0,0,,,0,0,0,0,0,0,1
810002902,2_700_44,,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",餌雷,0,0,,,0,0,0,0,0,0,1
810002903,2_700_44,,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",餌雷,0,0,,,0,0,0,0,0,0,1
810002904,2_700_47,,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",殺死比佛羅斯特怪物,0,0,,,0,0,0,0,0,0,1
810002905,2_700_47,,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",殺死比佛羅斯特怪物,0,0,,,0,0,0,0,0,0,1
810002906,3_800_01,,6,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",,0,0,,,1,1,0,1,0,0,1
810002907,2_002_23,2_002_23_10,1,0,0,,,,0,0,,,,0,0,,,,"87,97,158,162,178,184",活動超級瑪琍 砲彈君,0,0,,,1,0,0,0,0,0,1
810002930,3_055_01,,6,0,0,,,,0,0,,,,0,0,,,,294,倉庫僕傭山嶺巨人,10004000,1,,,1,1,0,1,10007000,3,1
810002909,3_122_01,,6,0,0,,,,0,0,,,,0,0,,,,294,倉庫僕傭哥布林,10004001,52,,,1,1,0,1,10007000,3,1
810002910,3_164_02,,6,0,0,,,,0,0,,,,0,0,,,,294,倉庫僕傭諾爾,10004001,121,,,1,1,0,1,10007000,3,1
810002911,3_137_01,,6,0,0,,,,0,0,,,,0,0,,,,294,倉庫監察騎士,10004001,88,,,1,1,0,0,10007000,3,1
810002912,2_003_05,2_003_05_10,1,0,0,,,,0,0,,,,0,0,,,,294,身分不明的幼龍,10004000,1,,,1,1,0,1,10007000,3,1
810002913,2_001_22,2_001_22_10,1,0,0,,,,0,0,,,,0,0,,,,294,倉庫監察哥布林,10004000,9,,,1,1,0,1,10007000,3,1
810002914,3_057_01,,6,0,0,,,,0,0,,,,0,0,,,,292,極致的山嶺巨人,10004000,1,,,1,1,0,1,10007000,3,1
810002915,3_102_01,,6,0,0,,,,0,0,,,,0,0,,,,292,火山窮奇,10004000,1,,,1,1,0,1,10007000,3,1
810002916,3_025_01,,6,0,0,,,,0,0,,,,0,0,,,,292,火山凱米拉,10004000,163,,,1,1,0,1,10007000,3,1
810002917,3_182_01,,6,0,0,,,,0,0,,,,0,0,,,,292,火山煙火奧比亞,10004001,146,,,1,1,0,1,10007000,3,1
810002918,3_009_01,,6,0,0,,,,0,0,,,,0,0,,,,292,火山 火妖精,10004000,162,,,1,1,0,0,10007000,3,1
810002919,3_212_01,,6,0,0,,,,0,0,,,,0,0,,,,292,西爾戈斯,10004001,197,,,1,1,0,1,10007000,5,50
810002920,2_002_04,2_002_04_10,1,0,0,,,,0,0,,,,0,0,,,,292,修行中的可雅,10004000,102,,,1,1,0,1,10007000,5,1
810009011,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,1,0,1,0,0,1
810009012,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,1,0,1,0,0,1
810009013,2_001_01,2_001_01_10,1,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,1,0,1,0,0,1
812010441,1_099_77,1_099_77_10,2,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,1,0,1,0,0,1
812010442,1_099_77,1_099_77_10,2,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,1,0,1,0,0,1
812010443,1_099_77,1_099_77_10,2,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,1,0,1,0,0,1
810002921,3_208_01,,6,3,20,太陽~沙灘~?,,,0,0,,,,0,0,,,,304,夏日安蒂,10004000,1,,,1,1,0,1,10007000,2,1
810002922,3_208_02,,6,3,20,秋意濃~?,,,0,0,,,,0,0,,,,304,秋日安蒂,10004000,1,,,1,1,0,1,10007000,2,1
810002923,3_208_03,,6,3,20,暗處的計劃~?,,,0,0,,,,0,0,,,,304,蔭影安蒂,10004000,1,,,1,1,0,1,10007000,2,1
810002924,3_207_01,,6,0,0,,,,0,0,,,,0,0,,,,304,巧克露咪,10004000,1,,,1,1,0,1,10007000,2,1
810002925,3_207_02,,6,0,0,,,,0,0,,,,0,0,,,,304,藍藍露咪,10004000,1,,,1,1,0,1,10007000,2,1
810002926,3_209_01,,6,3,20,目.標.確.認.,準.備.發.射,,0,0,,,,0,0,,,,304,爆彈花花,10004000,1,,,1,1,0,1,10007000,2,1
810002927,3_211_01,,6,0,0,,,,0,0,,,,0,0,,,,304,忍者兄弟,10004000,1,,,1,1,0,1,10007000,2,1
810002928,3_210_01,,6,3,20,OPERATION CWAL,,,0,0,,,,0,0,,,,304,大地族暴走娃,10004000,1,,,1,1,0,1,10007000,2,1
810002929,2_700_34,,1,0,0,,,,0,0,,,,0,0,,,,292,,0,0,,,0,0,0,0,0,0,1
810002931,2_700_44,,1,0,0,,,,0,0,,,,0,0,,,,294,,0,0,,,0,0,0,0,0,0,1
810002932,2_003_16,2_003_16_10,1,0,0,,,,0,0,,,,0,0,,,,292,遇火不屈的奧比亞,10004001,60,,,1,1,0,1,10007000,1,1
810002933,2_700_44,,1,0,0,,,,0,0,,,,0,0,,,,"292,294",,0,0,,,0,0,0,0,0,0,1
815100037,2_552_03,2_552_03_10,4,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,1,0,1,0,0,1
815000578,2_552_01,2_522_01_10,4,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,1,0,1,0,0,1
815000579,2_552_02,2_552_02_10,4,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,1,1,0,1,0,0,1
810002934,3_010_01,,6,1,100,萬聖節的特殊COSPLAY...?,是萬聖節化裝舞會耶…怎麼沒什麼變化的感覺?,要找愛麗絲的話，就去警察局吧~☆,0,0,,,,0,0,,,,"45,213,232,256",萬聖節的GM庫奇,10004000,149,,,1,1,0,1,10007000,1,1
810002935,2_600_03,2_600_02_10,1,1,100,這是萬聖節的特殊COSPLAY吧!,呼~救我的話就送你10億Ely交易!,,0,0,,,,0,0,,,,"45,213,232,256",萬聖節的GM木頭人,10004000,32,,,1,1,0,1,10007000,1,1
810002936,3_1009_01,,6,1,100,居然是萬聖節的特殊COSPLAY...,像桃子又不是桃子，總之是個像桃子的橘子~,,0,0,,,,0,0,,,,"45,213,232,256",萬聖節的GM橘子,10004000,17,,,1,1,0,1,10007000,1,1
810002937,3_1013_01,,6,0,0,,,,0,0,,,,0,0,,,,"9,232",被感染的萬聖節僵屍,10004000,53,,,1,1,0,1,10007000,1,1
810002938,2_001_53,2_001_53_10,1,0,0,,,,0,0,,,,0,0,,,,9,被感染嚴重的萬聖節僵屍,10004000,54,,,1,1,0,1,10007000,1,1
810002939,3_051_02,,6,0,0,,,,0,0,,,,0,0,,,,"9,45,213,232,256",萬聖節的科學狂人,10004000,191,,,1,1,0,1,10007000,1,1
810002940,2_001_72,2_001_72_10,1,3,100,經由右上方的傳送門可以前往艾利亞斯。,任務應該不只打倒我一個吧?!,就算消滅很多次也不會掉落道具…,0,0,,,,0,0,,,,"45,213,232,256",生存王南瓜怪,10004000,73,,,1,1,0,0,10007000,1,1
810002941,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,"45,213,232,256",生存箱子,0,0,,,1,1,0,1,10007000,1,1
810002942,2_800_02,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,"45,213,232,256",高級生存箱子,0,0,,,1,1,0,1,10007000,1,1
810002943,3_700_71,,6,0,0,,,,0,0,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,1
810002944,3_223_01,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",龍龍希野巴,0,0,,,1,1,0,1,10007000,2,1
810002945,3_223_02,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",龍龍拉久那,0,0,,,1,1,0,1,10007000,2,1
810002946,3_223_03,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",龍龍畢安托,0,0,,,1,1,0,1,10007000,2,1
810002947,3_224_01,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",惡魔的靈魂,0,0,,,1,1,0,1,10007000,2,1
810002948,3_224_02,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",惡魔的怨念,0,0,,,1,1,0,1,10007000,2,1
810002949,3_224_03,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",混沌的靈魂碎片,0,0,,,1,1,0,1,10007000,2,1
810002950,3_225_01,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",石頭泥人,0,0,,,1,1,0,1,10007000,2,1
810002951,3_225_02,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",翡翠綠泥人,0,0,,,1,1,0,1,10007000,2,1
810002952,3_225_03,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",紅寶石泥人,0,0,,,1,1,0,1,10007000,2,1
810002953,3_226_01,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",戰鬥蜂突擊軍,0,0,,,1,1,0,1,10007000,2,1
810002954,3_226_02,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",女王蜂護衛軍,0,0,,,1,1,0,1,10007000,2,1
810002955,3_226_03,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",戰鬥蜂後備軍,0,0,,,1,1,0,1,10007000,2,1
810002956,3_227_01,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",雷鈦,0,0,,,1,1,0,1,10007000,2,1
810002957,3_227_02,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",雷鈦戰士,0,0,,,1,1,0,1,10007000,2,1
810002958,3_227_03,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",兔子雷鈦,0,0,,,1,1,0,1,10007000,2,1
810002959,3_229_01,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",布迪德古氏,0,0,,,1,1,0,1,10007000,2,1
810002960,3_230_01,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",卡麥隆,0,0,,,1,1,0,1,10007000,2,1
810002961,2_003_22,2_003_22_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",蝸牛泡泡,0,0,,,1,1,0,1,10007000,2,1
810002962,2_003_23,2_003_23_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",泥塊泡泡,0,0,,,1,1,0,1,10007000,2,1
810002963,2_003_24,2_003_24_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",果凍泡泡,0,0,,,1,1,0,1,10007000,2,1
810002964,2_003_25,2_003_25_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",愉快克利魯斯,0,0,,,1,1,0,0,10007000,2,1
810002965,2_003_26,2_003_26_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",悲傷克利魯斯,0,0,,,1,1,0,0,10007000,2,1
810002966,2_003_27,2_003_27_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",憤怒克利魯斯,0,0,,,1,1,0,0,10007000,2,1
810002967,2_003_28,2_003_28_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",禦守玫瑰,0,0,,,1,1,0,1,10007000,2,1
810002968,2_003_29,2_003_29_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",禦守蒲公英,0,0,,,1,1,0,1,10007000,2,1
810002969,2_003_30,2_003_30_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",禦守繡球花,0,0,,,1,1,0,1,10007000,2,1
810002970,2_003_31,2_003_31_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",威伊特魯諾,0,0,,,1,1,0,1,10007000,2,1
810002971,2_003_32,2_003_32_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",威伊特莉娜,0,0,,,1,1,0,1,10007000,2,1
810002972,2_003_33,2_003_33_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",威伊特雷斯,0,0,,,1,1,0,1,10007000,2,1
810002973,2_003_35,2_003_35_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",貓怪,0,0,,,1,1,0,1,10007000,2,1
810002974,3_231_01,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",樹葉怪,0,0,,,1,1,0,1,10007000,2,1
810002975,2_003_36,2_003_36_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",奈潘泰茲,0,0,,,1,1,0,1,10007000,2,1
810002976,2_003_37,2_003_37_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",塔帕摩爾,0,0,,,1,1,0,1,10007000,2,1
810002977,3_228_01,,6,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",哈瓦,0,0,,,1,1,0,1,10007000,5,1
810002978,2_003_34,2_003_34_10,1,0,0,,,,0,0,,,,0,0,,,,"306,307,309,310",藍寶怪,0,0,,,1,1,0,1,10007000,2,1
810002979,2_003_34,2_003_34_10,1,0,0,,,,0,0,,,,0,0,,,,310,青空城的藍寶怪 202Lv,0,0,,,1,1,0,1,10007000,3,1
810002980,3_208_01,,6,0,0,,,,0,0,,,,0,0,,,,310,青空城的夏日安蒂 202Lv,10004000,1,,,1,1,0,1,10007000,3,1
810002981,3_221_01,,6,0,0,,,,0,0,,,,0,0,,,,310,青空城的可樂先生 202Lv,10004000,1,,,1,1,0,1,10007000,3,1
810002982,3_219_01,,6,0,0,,,,0,0,,,,0,0,,,,310,青空城的卡片術士真宇 202Lv,10004000,1,,,1,1,0,1,10007000,3,1
810002983,3_201_03,,6,0,0,,,,0,0,,,,0,0,,,,310,青空城的舉著槍的愛音惠萊爾 202Lv,0,0,,,1,1,0,1,10007000,3,1
810002984,3_190_03,,6,0,0,,,,0,0,,,,0,0,,,,310,青空城的冥王木劍士 202Lv,0,0,,,1,1,0,1,10007000,3,1
