ID,_Name,_PositionIndex,_Description,_Type,_ImageFile,_Range_Width,_Range_height,_Input1_Left,_Input1_Top,_Input1_Right,_Input1_Bottom,_FX1,_Text,_Array,_Margine,_Vmargine,_StatusType1,_StatusValue1,_StatusType2,_StatusValue2,_StatusType3,_StatusValue3,_StatusType4,_StatusValue4,_EffectID1,_EffectDescription1,_EffectID2,_EffectDescription2,_EffectID3,_EffectDescription3,_EffectID4,_EffectDescription4,_Red,_Green,_Blue
1040,劍刃舞者,543,\n4轉職業王者稱號!! 我就是彩虹島物語的劍刃舞者!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1041,恐懼騎士,743,\n4轉職業王者稱號!! 我就是彩虹島物語的恐懼騎士!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1042,鬥神,524,\n4轉職業王者稱號!! 我就是彩虹島物語的鬥神!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1043,幻術師,752,\n4轉職業王者稱號!! 我就是彩虹島物語的幻術師!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1044,音樂大師,419,\n4轉職業王者稱號!! 我就是彩虹島物語的音樂大師!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1045,忍者大師,412,\n4轉職業王者稱號!! 我就是彩虹島物語的忍者大師!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1046,審判者,659,\n4轉職業王者稱號!! 我就是彩虹島物語的審判者!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1047,改造大師,552,\n4轉職業王者稱號!! 我就是彩虹島物語的改造大師!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1048,HELLO MR. MONKEY,216,\n今年是我的年~玩家們，接受我滿滿的氣息吧！,1,,145,16,0,0,0,0,17996,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,245,39,230
1049,☆2016 玩家座談會★,158,\n感謝您喜愛彩虹島物語~ 請更加支持我們哦~!^^,1,,145,16,0,0,0,0,0,1,5,2,1,456,5,461,10,464,10,465,5,0,,0,,0,,0,,233,14,101
1050,2016 玩家見面會,181,\n感謝您長久以來的愛護~ 日後也請繼續多多支持哦~!^^,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,233,14,101
1051,DEMI GOD,203,\n去迎接DEMI GOD吧~！會感受到超乎想像的力量~！！,1,,145,16,0,0,0,0,18058,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,58,1,171
1052,2017年 with Friend,176,\n我愛彩虹島物語!恭喜彩虹島物語2017年!!,1,,145,16,0,0,0,0,18140,0,5,2,1,132,5,124,10,106,10,0,0,0,,0,,0,,0,,245,39,230
1053,AURORA GARDEN,196,\n充滿歐若拉庭院的氣息！,1,,145,16,0,0,0,0,18057,0,5,2,1,456,3,106,10,0,0,0,0,0,,0,,0,,0,,245,39,230
1054,奧莉安的至親,596,\n玩家與奧莉安變親近，所以是奧莉安的至親！,1,,145,16,0,0,0,0,0,1,5,2,1,465,3,128,10,0,0,0,0,0,,0,,0,,0,,205,175,70
1055,傑凱的同夥,667,\n對自己與傑凱同夥感到滿足？！,1,,145,16,0,0,0,0,0,1,5,2,1,465,3,466,3,0,0,0,0,0,,0,,0,,0,,201,94,23
1056,HOT PLAYER,217,\n玩家！Hot！！,1,,145,16,0,0,0,0,18057,0,5,2,1,464,10,465,5,0,0,0,0,0,,0,,0,,0,,245,39,230
1057,GM Super Power,206,\n凝聚GM的氣息~！玩家的超級力量~！！,1,,145,16,0,0,0,0,18267,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,245,39,230
1058,Merry Christmas,230,\n彩虹島物語聖誕節快樂！！！幸福的聖誕節就和彩虹島物語一起度過~?,1,,145,16,0,0,0,0,17297,0,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,65,52
1059,The Best Level,249,\n恭喜達成最高等級~！玩家你是彩虹島物語的最棒島民~！,1,,145,16,0,0,0,0,18406,0,5,2,1,465,4,464,20,141,2,241,2,0,,0,,0,,0,,240,65,52
1060,混血天神,357,\n4轉職業王者稱號！！我就是彩虹島物語的混血天神！,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1061,HAPPY HAPPY,215,\n在涼爽的春天我們全部都HAPPY HAPPY~?,1,,145,16,0,0,0,0,18438,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,245,39,230
1062,Let's PLAY!!,224,\n我們一起在彩虹島玩吧~!! 一起享受彩虹島~!!,1,,145,16,0,0,0,0,18496,0,5,2,1,456,5,461,10,464,10,465,5,0,,0,,0,,0,,233,14,101
1063,Let's PLAY!!,225,\n我們一起在彩虹島玩吧~!! 一起享受彩虹島~!!,1,,145,16,0,0,0,0,18496,0,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,233,14,101
1064,耶比妹妹愛好者,765,\n送給2017年彩虹島物語★遊樂園參與者的特殊禮物!!\n只有『討厭英文』的玩家可以使用的稱號!,1,,145,16,0,0,0,0,0,1,5,2,1,124,10,30,1500,465,5,0,0,15004407,發動爆擊時：增加爆擊傷害30%,15004409,,15004411,攻擊時低機率發動Ely獲得量40%,15004413,,204,97,91
1065,耶比妹妹愛好者,766,\n送給2017年彩虹島物語★遊樂園參與者的特殊禮物!!\n只有『討厭英文』的玩家可以使用的稱號!,1,,145,16,0,0,0,0,0,1,5,2,1,124,10,30,1500,465,5,0,0,15004407,發動爆擊時：增加爆擊傷害30%,15004409,,15004411,攻擊時低機率發動Ely獲得量40%,15004413,,255,232,161
1066,SUMMER STORY,245,\n前往奧爾卡海邊 ~ 前往山林地帶 ~ 去彩虹島享受夏季吧 GOGOGO~!,1,,145,16,0,0,0,0,18539,0,5,2,1,465,4,464,10,456,2,124,30,15003885,物理爆擊效果: 以低機率上升物理爆擊傷害200%,15003887,魔法爆擊效果: 以低機率上升魔法爆擊傷害200%,0,,0,,255,232,161
1067,抵達冒險終點者,433,\n還剩下很多冒險。GOGOGO~!,1,,145,16,0,0,0,0,0,1,5,2,1,465,2,461,15,462,15,456,1,0,,0,,0,,0,,245,39,230
1068,活動麥德斯的手藝,648,\n活動麥德斯的手藝最棒了~ 就說你真的是最棒的？,1,,145,16,0,0,0,0,0,1,5,2,1,369,3,384,5,411,30,0,0,0,,0,,0,,0,,0,0,0
1069,彩虹島名偵探,398,\n調查~ 調查~ 在哪裡哪裡~ 我就是名偵探!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,58,1,171
1070,炙焰天,572,\n4轉職業炙焰天!! 彩虹島燃起熊熊大火吧~,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,0,0
1071,TREASURE CAVE,250,\n到充滿金銀財寶的TREASURE CAVE探險吧~！,1,,145,16,0,0,0,0,18635,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,245,39,230
1072,SANTA&RUDOLPH,242,\n在白雪之間~跟聖誕魯道夫一起，與彩虹島物語一起度過冬天吧~！,1,,145,16,0,0,0,0,18809,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,245,39,230
1073,彩虹島物語網咖之神認證？,397,\n彩虹島物語網咖之神玩家認證？,1,,145,16,0,0,0,0,0,1,5,2,1,462,20,456,3,0,0,0,0,0,,0,,0,,0,,21,230,255
1074,貝羅斯市民獎受獎者,497,\n頒發貝羅斯市民獎給玩家,1,,145,16,0,0,0,0,0,1,5,2,1,124,30,0,0,0,0,0,0,0,,0,,0,,0,,201,94,23
1075,艾利亞斯市民獎受獎者,595,\n頒發艾利亞斯市民獎給玩家,1,,145,16,0,0,0,0,0,1,5,2,1,492,15,38,15,0,0,0,0,0,,0,,0,,0,,201,94,23
1076,龍京市民獎受獎者,627,\n頒發龍京市民獎給玩家,1,,145,16,0,0,0,0,0,1,5,2,1,128,25,0,0,0,0,0,0,0,,0,,0,,0,,201,94,23
1077,奧亦奇市民獎受獎者,580,\n頒發奧亦奇市民獎給玩家,1,,180,16,0,0,0,0,0,1,5,2,1,132,5,136,200,0,0,0,0,0,,0,,0,,0,,201,94,23
1078,阿法市民獎受獎者,598,\n頒發阿法市民獎給玩家,1,,145,16,0,0,0,0,0,1,5,2,1,496,500,0,0,0,0,0,0,0,,0,,0,,0,,201,94,23
1079,貝斯市民獎受獎者,457,\n頒發貝斯市民獎給玩家,1,,145,16,0,0,0,0,0,1,5,2,1,461,10,462,10,0,0,0,0,0,,0,,0,,0,,201,94,23
1080,亞特蘭提斯市民獎受獎者,587,\n頒發亞特蘭提斯市民獎給玩家,1,,180,16,0,0,0,0,0,1,5,2,1,464,10,466,20,0,0,0,0,0,,0,,0,,0,,201,94,23
1081,SANTA&RUDOLPH,243,\n在白雪之間~跟聖誕魯道夫一起，與彩虹島物語一起度過冬天吧~！,1,,145,16,0,0,0,0,18809,0,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,0,0
1082,2018 HAPPY NEW YEAR,184,\n祝福彩虹島玩家2018戊戌年事事順利~!,1,,145,16,0,0,0,0,18902,0,5,2,1,465,4,464,10,456,2,124,30,15003885,物理爆擊效果: 物理爆擊傷害增加200%,15003887,物理爆擊效果:  魔法爆擊效果增加200%,0,,0,,255,232,161
1083,戊戌年的幸運,436,\n給你滿滿的戊戌年好運~!,1,,145,16,0,0,0,0,0,1,5,2,1,456,7,461,25,462,25,0,0,0,,0,,0,,0,,233,14,101
1084,內心溫暖的'空間',422,\n慈善天使'空間'發放的彩虹島獨一無二稀有稱號!!,1,,145,16,0,0,0,0,0,1,5,2,1,124,10,30,1500,465,5,0,0,15004407,爆擊時啟動：爆擊傷害增加 30%,15004409,,15004411,攻擊時低機率發動Ely獲得量40%,15004413,,255,190,33
1200,突變小章魚士兵殺手,380,\n成為突變小章魚士兵殺手！,1,,180,16,0,0,0,0,0,1,5,2,1,106,10,30,150,0,0,0,0,0,,0,,0,,0,,92,4,252
1201,突變機器耶比殺手,377,\n成為突變機器耶比殺手！,1,,145,16,0,0,0,0,0,1,5,2,1,106,10,30,150,0,0,0,0,0,,0,,0,,0,,92,4,252
1202,突變大眼劍殺手,376,\n成為突變大眼劍殺手！,1,,145,16,0,0,0,0,0,1,5,2,1,106,10,30,150,0,0,0,0,0,,0,,0,,0,,92,4,252
1203,突變鬼武士殺手,374,\n成為突變鬼武士殺手！,1,,145,16,0,0,0,0,0,1,5,2,1,106,10,30,150,0,0,0,0,0,,0,,0,,0,,92,4,252
1204,突變靈魂收割者殺手,378,\n成為突變靈魂收割者士兵殺手！,1,,145,16,0,0,0,0,0,1,5,2,1,106,10,30,150,0,0,0,0,0,,0,,0,,0,,92,4,252
1205,突變藍寶怪殺手,381,\n成為突變藍寶怪士兵殺手！,1,,145,16,0,0,0,0,0,1,5,2,1,106,10,30,150,0,0,0,0,0,,0,,0,,0,,92,4,252
1206,突變卡哇伊殺手,375,\n成為突變卡哇伊士兵殺手！,1,,145,16,0,0,0,0,0,1,5,2,1,106,10,30,150,0,0,0,0,0,,0,,0,,0,,92,4,252
1207,小章魚義大利麵,701,\n要吃一口香辣的小章魚義大利麵嗎？,1,,145,16,0,0,0,0,0,1,5,2,1,30,500,94,10,102,10,0,0,14010001,小章魚繩索：[隊伍]增加自己與組隊成員的'HP' 400,0,,0,,0,,92,4,252
1208,星星樹木雕刻師,501,\n吃星星的樹由我來雕刻！,1,,145,16,0,0,0,0,0,1,5,2,1,14,30,22,30,0,0,0,0,0,,0,,0,,0,,92,4,252
1209,黑月一族,266,\n給成為黑月一族者的稱號,1,,145,16,0,0,0,0,0,1,5,2,1,462,2,455,30,0,0,0,0,0,,0,,0,,0,,255,255,183
1210,吉恩蒂亞,685,\n給初入吉恩蒂亞之人的稱號,1,,145,16,0,0,0,0,0,1,5,2,1,461,2,455,30,0,0,0,0,0,,0,,0,,0,,255,255,183
1211,普雷伊奧斯,763,\n給初入普雷伊奧斯之人的稱號,1,,145,16,0,0,0,0,0,1,5,2,1,463,5,455,30,0,0,0,0,0,,0,,0,,0,,255,255,183
1212,特洛里,384,\n給初入特洛里之人的稱號,1,,145,16,0,0,0,0,0,1,5,2,1,466,10,455,70,0,0,0,0,0,,0,,0,,0,,255,255,183
1213,光之聯合,514,\n給初入光之聯合之人的稱號,1,,145,16,0,0,0,0,0,1,5,2,1,492,2,38,2,455,100,0,0,0,,0,,0,,0,,255,255,183
1214,超級瑪琍最簡單了.,370,\n唉呦好簡單啊！,1,,145,16,0,0,0,0,0,1,5,2,1,106,10,455,20,0,0,0,0,0,,0,,0,,0,,254,68,31
1215,超級瑪琍很難嗎？,365,\n這很難嗎？？很難嗎？？,1,,145,16,0,0,0,0,0,1,5,2,1,106,10,455,20,0,0,0,0,0,,0,,0,,0,,254,68,31
1216,超級瑪琍就在於手感啊!,371,\n緊緊~貼在手上了啊！,1,,145,16,0,0,0,0,0,1,5,2,1,106,15,455,25,0,0,0,0,0,,0,,0,,0,,254,68,31
1217,超級瑪琍真無聊,367,\n啊…又是這個啊…,1,,145,16,0,0,0,0,0,1,5,2,1,106,20,455,30,0,0,0,0,0,,0,,0,,0,,254,68,31
1218,巴布梅特騎士團,445,\n等著巴布梅特吧！！,1,,145,16,0,0,0,0,0,1,5,2,1,14,50,22,50,0,0,0,0,0,,0,,0,,0,,92,4,252
1219,普拉斯騎士團,513,\n會一起消滅普拉斯吧？,1,,145,16,0,0,0,0,0,1,5,2,1,18,80,26,80,0,0,0,0,0,,0,,0,,0,,92,4,252
1220,機甲虎林船長,782,\n向左舷~！！,1,,145,16,0,0,0,0,0,1,5,2,1,466,10,465,1,0,0,0,0,0,,0,,0,,0,,92,4,252
1221,亞奇戰龍紀錄官,586,\n亞奇戰龍紀錄官就是今天！,1,,145,16,0,0,0,0,0,1,5,2,1,466,10,464,5,0,0,0,0,0,,0,,0,,0,,92,4,252
1222,糖度滿點！蘋果,350,\n啊~好甜啊~?,1,,145,16,0,0,0,0,0,1,5,2,1,464,5,455,35,0,0,0,0,0,,0,,0,,0,,92,4,252
1223,酸甜的草莓,532,\n草苺就是要酸酸甜甜的！,1,,145,16,0,0,0,0,0,1,5,2,1,455,35,461,5,0,0,0,0,0,,0,,0,,0,,92,4,252
1224,35代阿耆尼,192,\n父親~！！！！,1,,145,16,0,0,0,0,0,1,5,2,1,464,5,461,5,0,0,0,0,0,,0,,0,,0,,92,4,252
1225,挖掘團的金銀財寶,449,\n多到好閃耀啊~！,1,,145,16,0,0,0,0,0,1,5,2,1,128,10,132,2,0,0,0,0,0,,0,,0,,0,,92,4,252
1226,軍長白獅女王,286,\n誰入侵我的領域了！！,1,,145,16,0,0,0,0,0,1,5,2,1,455,35,462,10,0,0,0,0,0,,0,,0,,0,,92,4,252
1227,軍團參謀長,285,\n進擊吧~！！！,1,,145,16,0,0,0,0,0,1,5,2,1,30,500,461,5,0,0,0,0,0,,0,,0,,0,,92,4,252
1228,貝羅斯村莊小幫手,496,\n貝羅斯村莊的小幫手~！,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,201,94,23
1229,龍京村莊小幫手,626,\n龍京村莊的小幫手~！,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,201,94,23
1230,奧亦奇村莊小幫手,579,\n奧亦奇村莊的小幫手~！,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,201,94,23
1231,阿法村莊小幫手,597,\n阿法村莊的小幫手~！,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,201,94,23
1232,貝斯村莊小幫手,456,\n貝斯村莊的小幫手~！,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,201,94,23
1233,貝希摩斯治療師,459,\n我是貝希摩斯的醫生！,1,,145,16,0,0,0,0,0,1,5,2,1,30,500,497,10,0,0,0,0,0,,0,,0,,0,,92,4,252
1234,精靈城守護者,624,\n從敵人手上守護精靈城吧！,1,,145,16,0,0,0,0,0,1,5,2,1,216,500,458,500,0,0,0,0,0,,0,,0,,0,,92,4,252
1235,鬼怪山探險隊,289,\n好陰森…毛骨悚然的氣息..！,1,,145,16,0,0,0,0,0,1,5,2,1,497,15,106,20,0,0,0,0,0,,0,,0,,0,,92,4,252
1236,奧列佛遊記,264,\n咚！咚！在這個世界上我最大！,1,,145,16,0,0,0,0,0,1,5,2,1,106,20,26,150,0,0,0,0,0,,0,,0,,0,,92,4,252
1237,蕾蕾是我朋友,411,\n蕾蕾你好啊？很高興見到你！,1,,145,16,0,0,0,0,0,1,5,2,1,26,150,14,100,0,0,0,0,0,,0,,0,,0,,92,4,252
1238,暢貨中心,751,\n家具也會做給我嗎..？,1,,145,16,0,0,0,0,0,1,5,2,1,455,50,461,3,0,0,0,0,0,,0,,0,,0,,92,4,252
1239,麵包師傅在哪裡呢？,666,\n請製作千層麵包~,1,,145,16,0,0,0,0,0,1,5,2,1,132,2,136,250,0,0,0,0,0,,0,,0,,0,,92,4,252
1240,春植島卡片魔術師,719,\n喂！喂！梅花卡片在哪裡！？,1,,145,16,0,0,0,0,0,1,5,2,1,136,150,128,5,0,0,0,0,0,,0,,0,,0,,92,4,252
1241,餅乾花園探險家,732,\n探險家… 身體怎麼腫成這樣？,1,,145,16,0,0,0,0,0,1,5,2,1,128,5,132,2,0,0,0,0,0,,0,,0,,0,,92,4,252
1242,領主館客人,608,\n客人~ 今天的點心是薯條~,1,,145,16,0,0,0,0,0,1,5,2,1,128,5,456,1,0,0,0,0,0,,0,,0,,0,,92,4,252
1243,讀書的姿態,372,\n一頁一頁認真地閱讀呢？,1,,145,16,0,0,0,0,0,1,5,2,1,18,100,466,10,0,0,0,0,0,,0,,0,,0,,92,4,252
1244,紀念館管理者,293,\n今天開放時間要結束了！請明天再來！,1,,145,16,0,0,0,0,0,1,5,2,1,18,100,497,10,0,0,0,0,0,,0,,0,,0,,92,4,252
1245,甜甜的冰淇淋,340,\n有看過這麼大的冰淇淋嗎？,1,,145,16,0,0,0,0,0,1,5,2,1,466,20,465,2,0,0,0,0,0,,0,,0,,0,,92,4,252
1246,奉春植,508,\n奉！！春！！植！！,1,,145,16,0,0,0,0,0,1,5,2,1,455,100,465,2,0,0,0,0,0,,0,,0,,0,,92,4,252
1247,春,717,\n春春春春春春春！！,1,,145,16,0,0,0,0,0,1,5,2,1,455,100,465,2,0,0,0,0,0,,0,,0,,0,,92,4,252
1248,植,563,\n植植植植植植植！！！,1,,145,16,0,0,0,0,0,1,5,2,1,455,100,465,2,0,0,0,0,0,,0,,0,,0,,92,4,252
1249,帶來和平之者,753,\n惡魔們! 全部退散!,1,,145,16,0,0,0,0,0,1,5,2,1,462,2,461,2,0,0,0,0,0,,0,,0,,0,,92,4,252
1250,擁有神祕氣息之者,565,\n你真是神秘啊。,1,,145,16,0,0,0,0,0,1,5,2,1,462,3,461,3,0,0,0,0,0,,0,,0,,0,,92,4,252
1251,黑暗氣息,590,\n收回黑暗氣息!,1,,145,16,0,0,0,0,0,1,5,2,1,455,30,30,500,0,0,0,0,0,,0,,0,,0,,92,4,252
1252,火花氣息,510,\n收回火花氣息!,1,,145,16,0,0,0,0,0,1,5,2,1,455,30,30,500,0,0,0,0,0,,0,,0,,0,,92,4,252
1253,微風氣息,444,\n收回微風氣息!,1,,145,16,0,0,0,0,0,1,5,2,1,455,30,30,500,0,0,0,0,0,,0,,0,,0,,92,4,252
1254,寒冰氣息,593,\n收回寒冰氣息!,1,,145,16,0,0,0,0,0,1,5,2,1,455,30,30,500,0,0,0,0,0,,0,,0,,0,,92,4,252
1255,大地氣息,355,\n收回大地氣息!,1,,145,16,0,0,0,0,0,1,5,2,1,455,30,30,500,0,0,0,0,0,,0,,0,,0,,92,4,252
1256,我的拳頭更快吧!,332,\n嗖搜! 這可不是從我嘴裡發出來的聲音!,1,,145,16,0,0,0,0,0,1,5,2,1,106,20,465,1,0,0,0,0,0,,0,,0,,0,,92,4,252
1257,看見我的踢擊了嗎？,331,\n你剛剛已經被踢了352下。,1,,145,16,0,0,0,0,0,1,5,2,1,106,20,465,1,0,0,0,0,0,,0,,0,,0,,92,4,252
1258,競技場見習騎士,727,\n我是競技場見習騎士。,1,,145,16,0,0,0,0,0,1,5,2,1,492,1,38,1,0,0,0,0,0,,0,,0,,0,,92,4,252
1259,競技場中級騎士,730,\n我是競技場中級騎士。,1,,145,16,0,0,0,0,0,1,5,2,1,492,2,38,2,0,0,0,0,0,,0,,0,,0,,92,4,252
1260,競技場高級騎士,729,\n我是競技場高級騎士。,1,,145,16,0,0,0,0,0,1,5,2,1,492,2,38,2,0,0,0,0,0,,0,,0,,0,,92,4,252
1261,競技場大師,728,\n我是競技場大師。,1,,145,16,0,0,0,0,0,1,5,2,1,492,3,38,3,0,0,0,0,0,,0,,0,,0,,92,4,252
1262,春植島旅行者,718,來春植島吧~ 這裡很有看頭~,1,,145,16,0,0,0,0,0,1,5,2,1,456,10,461,30,464,10,0,0,0,,0,,0,,0,,233,14,101
1263,彩虹島物語新手,400,\n好~現在才是開始，為了實現夢想的彩虹島之旅！,1,,145,16,0,0,0,0,0,1,5,2,1,26,100,106,20,0,0,0,0,0,,0,,0,,0,,251,101,101
1264,還是有點生疏的冒險家,582,\n2次轉職達成！現在好像比較上手了！,1,,145,16,0,0,0,0,0,1,5,2,1,14,300,22,300,0,0,0,0,0,,0,,0,,0,,251,101,101
1265,暴風冒險家,760,\n現在有比較像冒險家了吧？,1,,145,16,0,0,0,0,0,1,5,2,1,455,300,464,10,0,0,0,0,0,,0,,0,,0,,251,101,101
1266,超級瑪琍初學者,368,\n有點..煩躁吧..？,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,92,4,252
1267,超級瑪琍中級者,366,\n您有感受到耐心的極限嗎？,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,92,4,252
1268,超級瑪琍高級者,364,\n再一次！再一次就好！,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,92,4,252
1269,超級瑪琍最高級者,369,\n好..好像要虛脫了！,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,92,4,252
1270,超級瑪琍傳說,362,\n您超越了耐心的極限！,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,92,4,252
1271,亞瑟絲徒弟,578,\n已完成亞瑟絲教官的基本訓練!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,118,230,118
1272,伊克納特徒弟,642,\n伊克納特教官.. 超帥!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,118,230,118
1273,瓊基恩徒弟,658,\n瓊基恩… 太嚴厲了!!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,118,230,118
1274,辛卓徒弟,567,\n辛卓教官超級熱情~!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,118,230,118
1275,奇亞拉徒弟,736,\n奇亞拉教官… 的年紀…？,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,118,230,118
1276,西斯藍徒弟,556,\n西斯藍教官… 別睡了… 拜託..,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,118,230,118
1277,索妮爾徒弟,541,\nHey~ Master~!?,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,118,230,118
1278,西諾徒弟,555,\n你好，教官.. 那個.. 我…,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,118,230,118
1279,青空城,702,\n青歐市殿的青就是青空城!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,199,201,249
1280,歐若拉的庭院,610,\n青歐市殿的歐就是歐若拉的庭院!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,199,201,249
1281,立佩拉市政府,417,\n青歐市殿的市就是立佩拉市政府!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,199,201,249
1282,神秘的殿堂,564,\n青歐市殿的殿就是神秘的殿堂!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,199,201,249
1283,扭曲的世界樹,382,\n青歐市殿被扭曲了!?!?,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,199,201,249
1284,巧克力花園,713,\n躲去巧克力花園吧!!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,199,201,249
1285,玩家娛樂館稱號(期間制),261,2018彩虹島物語玩家娛樂館中獎的就是我稱號!,1,,180,16,0,0,0,0,18984,0,5,2,1,456,5,464,10,465,5,461,10,0,,0,,0,,0,,199,201,249
1286,玩家娛樂館稱號(永久制),260,2018彩虹島物語玩家娛樂館中獎的就是我稱號!,1,,145,16,0,0,0,0,18984,0,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,199,201,249
1287,★腦門??★,165,\n只有梅柳玩家才能使用的特別稱號!!\n\n效果只會套用到 2018年 12月 12日定期維護前為止~!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,144,252,228
1288,★ LATALE CUP ★,160,\n大韓民國加油!!! 加油加油~,1,,145,16,0,0,0,0,17430,0,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0
1289,SUMMER FESTIVAL,244,,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,251,101,101
1290,Happy Birthday,177,\n彩虹島物語生日快樂~!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,251,101,101
1291,我愛玩家,259,,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,251,101,101
1292,DarkChaser,202,\n只有購買黑暗追擊者綜合禮包的玩家才能獲得的!\n黑暗追擊者英文稱號!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1293,黑暗追擊者,338,\n4轉職業王者!! 我是彩虹島物語的黑暗追擊者!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1294,SURVIVAL 勝利者,246,\n我是生存勝利者! Oh~ Yeah~,1,,145,16,0,0,0,0,0,1,5,2,1,456,12,31,12,464,12,461,12,0,,0,,0,,0,,51,51,204
