ID,_Class,_Gender,_Lv,_Effect1,_Effect2,_Effect3,_Effect4,_Effect5
1154,58,2,40,63000907,63000908,14510170,0,0
1155,58,2,50,63000907,63000908,14510170,0,0
1156,58,2,60,63000907,63000908,14510170,0,0
1157,58,2,70,63000907,63000908,14510170,0,0
1158,58,2,80,63000907,63000908,14510170,0,0
1159,58,2,90,63000907,63000908,14510170,0,0
1160,58,2,255,63000907,63000908,14510170,0,0
1161,59,1,10,63000907,63000908,14510170,0,0
1162,59,1,20,63000907,63000908,14510170,0,0
1163,59,1,30,63000907,63000908,14510170,0,0
1164,59,1,40,63000907,63000908,14510170,0,0
1165,59,1,50,63000907,63000908,14510170,0,0
1166,59,1,60,63000907,63000908,14510170,0,0
1167,59,1,70,63000907,63000908,14510170,0,0
1168,59,1,80,63000907,63000908,14510170,0,0
1169,59,1,90,63000907,63000908,14510170,0,0
1170,59,1,255,63000907,63000908,14510170,0,0
1171,59,2,10,63000907,63000908,14510170,0,0
1172,59,2,20,63000907,63000908,14510170,0,0
1173,59,2,30,63000907,63000908,14510170,0,0
1174,59,2,40,63000907,63000908,14510170,0,0
1175,59,2,50,63000907,63000908,14510170,0,0
1176,59,2,60,63000907,63000908,14510170,0,0
1177,59,2,70,63000907,63000908,14510170,0,0
1178,59,2,80,63000907,63000908,14510170,0,0
1179,59,2,90,63000907,63000908,14510170,0,0
1180,59,2,255,63000907,63000908,14510170,0,0
1181,60,1,10,63000907,63000908,14510170,0,0
1182,60,1,20,63000907,63000908,14510170,0,0
1183,60,1,30,63000907,63000908,14510170,0,0
1184,60,1,40,63000907,63000908,14510170,0,0
1185,60,1,50,63000907,63000908,14510170,0,0
1186,60,1,60,63000907,63000908,14510170,0,0
1187,60,1,70,63000907,63000908,14510170,0,0
1188,60,1,80,63000907,63000908,14510170,0,0
1189,60,1,90,63000907,63000908,14510170,0,0
1190,60,1,255,63000907,63000908,14510170,0,0
1191,60,2,10,63000907,63000908,14510170,0,0
1192,60,2,20,63000907,63000908,14510170,0,0
1193,60,2,30,63000907,63000908,14510170,0,0
1194,60,2,40,63000907,63000908,14510170,0,0
1195,60,2,50,63000907,63000908,14510170,0,0
1196,60,2,60,63000907,63000908,14510170,0,0
1197,60,2,70,63000907,63000908,14510170,0,0
1198,60,2,80,63000907,63000908,14510170,0,0
1199,60,2,90,63000907,63000908,14510170,0,0
1200,60,2,255,63000907,63000908,14510170,0,0
1201,61,1,10,63000907,63000908,14510170,0,0
1202,61,1,20,63000907,63000908,14510170,0,0
1203,61,1,30,63000907,63000908,14510170,0,0
1204,61,1,40,63000907,63000908,14510170,0,0
1205,61,1,50,63000907,63000908,14510170,0,0
1206,61,1,60,63000907,63000908,14510170,0,0
1207,61,1,70,63000907,63000908,14510170,0,0
1208,61,1,80,63000907,63000908,14510170,0,0
1209,61,1,90,63000907,63000908,14510170,0,0
1210,61,1,255,63000907,63000908,14510170,0,0
1211,61,2,10,63000907,63000908,14510170,0,0
1212,61,2,20,63000907,63000908,14510170,0,0
1213,61,2,30,63000907,63000908,14510170,0,0
1214,61,2,40,63000907,63000908,14510170,0,0
1215,61,2,50,63000907,63000908,14510170,0,0
1216,61,2,60,63000907,63000908,14510170,0,0
1217,61,2,70,63000907,63000908,14510170,0,0
1218,61,2,80,63000907,63000908,14510170,0,0
1219,61,2,90,63000907,63000908,14510170,0,0
1220,61,2,255,63000907,63000908,14510170,0,0
1221,62,1,10,63000907,63000908,14510170,0,0
1222,62,1,20,63000907,63000908,14510170,0,0
1223,62,1,30,63000907,63000908,14510170,0,0
1224,62,1,40,63000907,63000908,14510170,0,0
1225,62,1,50,63000907,63000908,14510170,0,0
1226,62,1,60,63000907,63000908,14510170,0,0
1227,62,1,70,63000907,63000908,14510170,0,0
1228,62,1,80,63000907,63000908,14510170,0,0
1229,62,1,90,63000907,63000908,14510170,0,0
1230,62,1,255,63000907,63000908,14510170,0,0
1231,62,2,10,63000907,63000908,14510170,0,0
1232,62,2,20,63000907,63000908,14510170,0,0
1233,62,2,30,63000907,63000908,14510170,0,0
1234,62,2,40,63000907,63000908,14510170,0,0
1235,62,2,50,63000907,63000908,14510170,0,0
1236,62,2,60,63000907,63000908,14510170,0,0
1237,62,2,70,63000907,63000908,14510170,0,0
1238,62,2,80,63000907,63000908,14510170,0,0
1239,62,2,90,63000907,63000908,14510170,0,0
1240,62,2,255,63000907,63000908,14510170,0,0
1241,63,1,10,63000907,63000908,14510170,0,0
1242,63,1,20,63000907,63000908,14510170,0,0
1243,63,1,30,63000907,63000908,14510170,0,0
1244,63,1,40,63000907,63000908,14510170,0,0
1245,63,1,50,63000907,63000908,14510170,0,0
1246,63,1,60,63000907,63000908,14510170,0,0
1247,63,1,70,63000907,63000908,14510170,0,0
1248,63,1,80,63000907,63000908,14510170,0,0
1249,63,1,90,63000907,63000908,14510170,0,0
1250,63,1,255,63000907,63000908,14510170,0,0
1251,63,2,10,63000907,63000908,14510170,0,0
1252,63,2,20,63000907,63000908,14510170,0,0
1253,63,2,30,63000907,63000908,14510170,0,0
1254,63,2,40,63000907,63000908,14510170,0,0
1255,63,2,50,63000907,63000908,14510170,0,0
1256,63,2,60,63000907,63000908,14510170,0,0
1257,63,2,70,63000907,63000908,14510170,0,0
1258,63,2,80,63000907,63000908,14510170,0,0
1259,63,2,90,63000907,63000908,14510170,0,0
1260,63,2,255,63000907,63000908,14510170,0,0
1261,64,1,10,63000907,63000908,14510170,0,0
1262,64,1,20,63000907,63000908,14510170,0,0
1263,64,1,30,63000907,63000908,14510170,0,0
1264,64,1,40,63000907,63000908,14510170,0,0
1265,64,1,50,63000907,63000908,14510170,0,0
1266,64,1,60,63000907,63000908,14510170,0,0
1267,64,1,70,63000907,63000908,14510170,0,0
1268,64,1,80,63000907,63000908,14510170,0,0
1269,64,1,90,63000907,63000908,14510170,0,0
1270,64,1,255,63000907,63000908,14510170,0,0
1271,64,2,10,63000907,63000908,14510170,0,0
1272,64,2,20,63000907,63000908,14510170,0,0
1273,64,2,30,63000907,63000908,14510170,0,0
1274,64,2,40,63000907,63000908,14510170,0,0
1275,64,2,50,63000907,63000908,14510170,0,0
1276,64,2,60,63000907,63000908,14510170,0,0
1277,64,2,70,63000907,63000908,14510170,0,0
1278,64,2,80,63000907,63000908,14510170,0,0
1279,64,2,90,63000907,63000908,14510170,0,0
1280,64,2,255,63000907,63000908,14510170,0,0
1281,65,1,10,63000907,63000908,14510170,0,0
1282,65,1,20,63000907,63000908,14510170,0,0
1283,65,1,30,63000907,63000908,14510170,0,0
1284,65,1,40,63000907,63000908,14510170,0,0
1285,65,1,50,63000907,63000908,14510170,0,0
1286,65,1,60,63000907,63000908,14510170,0,0
1287,65,1,70,63000907,63000908,14510170,0,0
1288,65,1,80,63000907,63000908,14510170,0,0
1289,65,1,90,63000907,63000908,14510170,0,0
1290,65,1,255,63000907,63000908,14510170,0,0
1291,65,2,10,63000907,63000908,14510170,0,0
1292,65,2,20,63000907,63000908,14510170,0,0
1293,65,2,30,63000907,63000908,14510170,0,0
1294,65,2,40,63000907,63000908,14510170,0,0
1295,65,2,50,63000907,63000908,14510170,0,0
1296,65,2,60,63000907,63000908,14510170,0,0
1297,65,2,70,63000907,63000908,14510170,0,0
1298,65,2,80,63000907,63000908,14510170,0,0
1299,65,2,90,63000907,63000908,14510170,0,0
1300,65,2,255,63000907,63000908,14510170,0,0
1301,66,1,10,63000907,63000908,14510170,0,0
1302,66,1,20,63000907,63000908,14510170,0,0
1303,66,1,30,63000907,63000908,14510170,0,0
1304,66,1,40,63000907,63000908,14510170,0,0
1305,66,1,50,63000907,63000908,14510170,0,0
1306,66,1,60,63000907,63000908,14510170,0,0
1307,66,1,70,63000907,63000908,14510170,0,0
1308,66,1,80,63000907,63000908,14510170,0,0
1309,66,1,90,63000907,63000908,14510170,0,0
1310,66,1,255,63000907,63000908,14510170,0,0
1311,66,2,10,63000907,63000908,14510170,0,0
1312,66,2,20,63000907,63000908,14510170,0,0
1313,66,2,30,63000907,63000908,14510170,0,0
1314,66,2,40,63000907,63000908,14510170,0,0
1315,66,2,50,63000907,63000908,14510170,0,0
1316,66,2,60,63000907,63000908,14510170,0,0
1317,66,2,70,63000907,63000908,14510170,0,0
1318,66,2,80,63000907,63000908,14510170,0,0
1319,66,2,90,63000907,63000908,14510170,0,0
1320,66,2,255,63000907,63000908,14510170,0,0
1321,67,1,10,63000907,63000908,14510170,0,0
1322,67,1,20,63000907,63000908,14510170,0,0
1323,67,1,30,63000907,63000908,14510170,0,0
1324,67,1,40,63000907,63000908,14510170,0,0
1325,67,1,50,63000907,63000908,14510170,0,0
1326,67,1,60,63000907,63000908,14510170,0,0
1327,67,1,70,63000907,63000908,14510170,0,0
1328,67,1,80,63000907,63000908,14510170,0,0
1329,67,1,90,63000907,63000908,14510170,0,0
1330,67,1,255,63000907,63000908,14510170,0,0
1331,67,2,10,63000907,63000908,14510170,0,0
1332,67,2,20,63000907,63000908,14510170,0,0
1333,67,2,30,63000907,63000908,14510170,0,0
1334,67,2,40,63000907,63000908,14510170,0,0
1335,67,2,50,63000907,63000908,14510170,0,0
1336,67,2,60,63000907,63000908,14510170,0,0
1337,67,2,70,63000907,63000908,14510170,0,0
1338,67,2,80,63000907,63000908,14510170,0,0
1339,67,2,90,63000907,63000908,14510170,0,0
1340,67,2,255,63000907,63000908,14510170,0,0
1341,68,1,10,63000907,63000908,14510170,0,0
1342,68,1,20,63000907,63000908,14510170,0,0
1343,68,1,30,63000907,63000908,14510170,0,0
1344,68,1,40,63000907,63000908,14510170,0,0
1345,68,1,50,63000907,63000908,14510170,0,0
1346,68,1,60,63000907,63000908,14510170,0,0
1347,68,1,70,63000907,63000908,14510170,0,0
1348,68,1,80,63000907,63000908,14510170,0,0
1349,68,1,90,63000907,63000908,14510170,0,0
1350,68,1,255,63000907,63000908,14510170,0,0
1351,68,2,10,63000907,63000908,14510170,0,0
1352,68,2,20,63000907,63000908,14510170,0,0
1353,68,2,30,63000907,63000908,14510170,0,0
1354,68,2,40,63000907,63000908,14510170,0,0
1355,68,2,50,63000907,63000908,14510170,0,0
1356,68,2,60,63000907,63000908,14510170,0,0
1357,68,2,70,63000907,63000908,14510170,0,0
1358,68,2,80,63000907,63000908,14510170,0,0
1359,68,2,90,63000907,63000908,14510170,0,0
1360,68,2,255,63000907,63000908,14510170,0,0
1361,69,1,10,63000907,63000908,14510170,0,0
1362,69,1,20,63000907,63000908,14510170,0,0
1363,69,1,30,63000907,63000908,14510170,0,0
1364,69,1,40,63000907,63000908,14510170,0,0
1365,69,1,50,63000907,63000908,14510170,0,0
1366,69,1,60,63000907,63000908,14510170,0,0
1367,69,1,70,63000907,63000908,14510170,0,0
1368,69,1,80,63000907,63000908,14510170,0,0
1369,69,1,90,63000907,63000908,14510170,0,0
1370,69,1,255,63000907,63000908,14510170,0,0
1371,69,2,10,63000907,63000908,14510170,0,0
1372,69,2,20,63000907,63000908,14510170,0,0
1373,69,2,30,63000907,63000908,14510170,0,0
1374,69,2,40,63000907,63000908,14510170,0,0
1375,69,2,50,63000907,63000908,14510170,0,0
1376,69,2,60,63000907,63000908,14510170,0,0
1377,69,2,70,63000907,63000908,14510170,0,0
1378,69,2,80,63000907,63000908,14510170,0,0
1379,69,2,90,63000907,63000908,14510170,0,0
1380,69,2,255,63000907,63000908,14510170,0,0
1381,70,1,10,63000907,63000908,14510170,0,0
1382,70,1,20,63000907,63000908,14510170,0,0
1383,70,1,30,63000907,63000908,14510170,0,0
1384,70,1,40,63000907,63000908,14510170,0,0
1385,70,1,50,63000907,63000908,14510170,0,0
1386,70,1,60,63000907,63000908,14510170,0,0
1387,70,1,70,63000907,63000908,14510170,0,0
1388,70,1,80,63000907,63000908,14510170,0,0
1389,70,1,90,63000907,63000908,14510170,0,0
1390,70,1,255,63000907,63000908,14510170,0,0
1391,70,2,10,63000907,63000908,14510170,0,0
1392,70,2,20,63000907,63000908,14510170,0,0
1393,70,2,30,63000907,63000908,14510170,0,0
1394,70,2,40,63000907,63000908,14510170,0,0
1395,70,2,50,63000907,63000908,14510170,0,0
1396,70,2,60,63000907,63000908,14510170,0,0
1397,70,2,70,63000907,63000908,14510170,0,0
1398,70,2,80,63000907,63000908,14510170,0,0
1399,70,2,90,63000907,63000908,14510170,0,0
1400,70,2,255,63000907,63000908,14510170,0,0
1401,71,1,10,63000907,63000908,14510170,0,0
1402,71,1,20,63000907,63000908,14510170,0,0
1403,71,1,30,63000907,63000908,14510170,0,0
1404,71,1,40,63000907,63000908,14510170,0,0
1405,71,1,50,63000907,63000908,14510170,0,0
1406,71,1,60,63000907,63000908,14510170,0,0
1407,71,1,70,63000907,63000908,14510170,0,0
1408,71,1,80,63000907,63000908,14510170,0,0
1409,71,1,90,63000907,63000908,14510170,0,0
1410,71,1,255,63000907,63000908,14510170,0,0
1411,71,2,10,63000907,63000908,14510170,0,0
1412,71,2,20,63000907,63000908,14510170,0,0
1413,71,2,30,63000907,63000908,14510170,0,0
1414,71,2,40,63000907,63000908,14510170,0,0
1415,71,2,50,63000907,63000908,14510170,0,0
1416,71,2,60,63000907,63000908,14510170,0,0
1417,71,2,70,63000907,63000908,14510170,0,0
1418,71,2,80,63000907,63000908,14510170,0,0
1419,71,2,90,63000907,63000908,14510170,0,0
1420,71,2,255,63000907,63000908,14510170,0,0
1421,72,1,10,63000907,63000908,14510170,0,0
1422,72,1,20,63000907,63000908,14510170,0,0
1423,72,1,30,63000907,63000908,14510170,0,0
1424,72,1,40,63000907,63000908,14510170,0,0
1425,72,1,50,63000907,63000908,14510170,0,0
1426,72,1,60,63000907,63000908,14510170,0,0
1427,72,1,70,63000907,63000908,14510170,0,0
1428,72,1,80,63000907,63000908,14510170,0,0
1429,72,1,90,63000907,63000908,14510170,0,0
1430,72,1,255,63000907,63000908,14510170,0,0
1431,72,2,10,63000907,63000908,14510170,0,0
1432,72,2,20,63000907,63000908,14510170,0,0
1433,72,2,30,63000907,63000908,14510170,0,0
1434,72,2,40,63000907,63000908,14510170,0,0
1435,72,2,50,63000907,63000908,14510170,0,0
1436,72,2,60,63000907,63000908,14510170,0,0
1437,72,2,70,63000907,63000908,14510170,0,0
1438,72,2,80,63000907,63000908,14510170,0,0
1439,72,2,90,63000907,63000908,14510170,0,0
1440,72,2,255,63000907,63000908,14510170,0,0
1441,73,1,10,63000907,63000908,14510170,0,0
1442,73,1,20,63000907,63000908,14510170,0,0
1443,73,1,30,63000907,63000908,14510170,0,0
1444,73,1,40,63000907,63000908,14510170,0,0
1445,73,1,50,63000907,63000908,14510170,0,0
1446,73,1,60,63000907,63000908,14510170,0,0
1447,73,1,70,63000907,63000908,14510170,0,0
1448,73,1,80,63000907,63000908,14510170,0,0
1449,73,1,90,63000907,63000908,14510170,0,0
1450,73,1,255,63000907,63000908,14510170,0,0
1451,73,2,10,63000907,63000908,14510170,0,0
1452,73,2,20,63000907,63000908,14510170,0,0
1453,73,2,30,63000907,63000908,14510170,0,0
1454,73,2,40,63000907,63000908,14510170,0,0
1455,73,2,50,63000907,63000908,14510170,0,0
1456,73,2,60,63000907,63000908,14510170,0,0
1457,73,2,70,63000907,63000908,14510170,0,0
1458,73,2,80,63000907,63000908,14510170,0,0
1459,73,2,90,63000907,63000908,14510170,0,0
1460,73,2,255,63000907,63000908,14510170,0,0
