ID,_Name,_Description,_Application_Type,_OptionGroup,_OptionLevel,_Effect,_Effect_Type,_Option_Min,_Option_Max,_Enchant_Min,_Enchant_Max
24329,Lv9 魔法最小傷害%+d％,Lv9 魔法最小傷害%+d％ ~ %+d％,0,4300,9,1,98,9,13,2,4
24330,Lv10 魔法最小傷害%+d％,Lv10 魔法最小傷害%+d％ ~ %+d％,0,4300,10,1,98,10,16,2,4
24341,Lv11 魔法最小傷害%+d％,Lv11 魔法最小傷害%+d％ ~ %+d％,0,4300,11,1,98,10,16,2,4
24342,Lv12 魔法最小傷害%+d％,Lv12 魔法最小傷害%+d％ ~ %+d％,0,4300,12,1,98,10,16,2,4
24343,Lv13 魔法最小傷害%+d％,Lv13 魔法最小傷害%+d％ ~ %+d％,0,4300,13,1,98,10,16,2,4
24344,Lv14 魔法最小傷害%+d％,Lv14 魔法最小傷害%+d％ ~ %+d％,0,4300,14,1,98,10,16,2,4
24345,Lv15 魔法最小傷害%+d％,Lv15 魔法最小傷害%+d％ ~ %+d％,0,4300,15,1,98,10,16,2,4
24421,Lv1 魔法最小傷害%+d％,Lv1 魔法最小傷害%+d％ ~ %+d％,0,4300,1,1,98,2,2,2,2
24422,Lv2 魔法最小傷害%+d％,Lv2 魔法最小傷害%+d％ ~ %+d％,0,4300,2,1,98,4,4,2,2
24423,Lv3 魔法最小傷害%+d％,Lv3 魔法最小傷害%+d％ ~ %+d％,0,4300,3,1,98,6,6,2,2
24424,Lv4 魔法最小傷害%+d％,Lv4 魔法最小傷害%+d％ ~ %+d％,0,4300,4,1,98,8,8,2,2
24425,Lv5 魔法最小傷害%+d％,Lv5 魔法最小傷害%+d％ ~ %+d％,0,4300,5,1,98,10,10,2,2
24426,Lv6 魔法最小傷害%+d％,Lv6 魔法最小傷害%+d％ ~ %+d％,0,4300,6,1,98,12,14,2,4
24427,Lv7 魔法最小傷害%+d％,Lv7 魔法最小傷害%+d％ ~ %+d％,0,4300,7,1,98,14,18,2,4
24428,Lv8 魔法最小傷害%+d％,Lv8 魔法最小傷害%+d％ ~ %+d％,0,4300,8,1,98,18,24,4,6
24429,Lv9 魔法最小傷害%+d％,Lv9 魔法最小傷害%+d％ ~ %+d％,0,4300,9,1,98,22,32,4,8
24430,Lv10 魔法最小傷害%+d％,Lv10 魔法最小傷害%+d％ ~ %+d％,0,4300,10,1,98,26,40,4,8
24431,Lv11 魔法最小傷害%+d％,Lv11 魔法最小傷害%+d％ ~ %+d％,0,4300,11,1,98,26,40,4,8
24432,Lv12 魔法最小傷害%+d％,Lv12 魔法最小傷害%+d％ ~ %+d％,0,4300,12,1,98,26,40,4,8
24433,Lv13 魔法最小傷害%+d％,Lv13 魔法最小傷害%+d％ ~ %+d％,0,4300,13,1,98,26,40,4,8
24434,Lv14 魔法最小傷害%+d％,Lv14 魔法最小傷害%+d％ ~ %+d％,0,4300,14,1,98,26,40,4,8
24435,Lv15 魔法最小傷害%+d％,Lv15 魔法最小傷害%+d％ ~ %+d％,0,4300,15,1,98,26,40,4,8
24521,Lv1 魔法最大傷害%+d％,Lv1 魔法最大傷害%+d％ ~ %+d％,0,4500,1,1,102,1,1,1,1
24522,Lv2 魔法最大傷害%+d％,Lv2 魔法最大傷害%+d％ ~ %+d％,0,4500,2,1,102,1,2,1,1
24523,Lv3 魔法最大傷害%+d％,Lv3 魔法最大傷害%+d％ ~ %+d％,0,4500,3,1,102,2,3,1,1
24524,Lv4 魔法最大傷害%+d％,Lv4 魔法最大傷害%+d％ ~ %+d％,0,4500,4,1,102,3,4,1,1
24525,Lv5 魔法最大傷害%+d％,Lv5 魔法最大傷害%+d％ ~ %+d％,0,4500,5,1,102,4,5,1,1
24526,Lv6 魔法最大傷害%+d％,Lv6 魔法最大傷害%+d％ ~ %+d％,0,4500,6,1,102,5,6,1,2
24527,Lv7 魔法最大傷害%+d％,Lv7 魔法最大傷害%+d％ ~ %+d％,0,4500,7,1,102,6,7,1,2
24528,Lv8 魔法最大傷害%+d％,Lv8 魔法最大傷害%+d％ ~ %+d％,0,4500,8,1,102,7,10,2,3
24529,Lv9 魔法最大傷害%+d％,Lv9 魔法最大傷害%+d％ ~ %+d％,0,4500,9,1,102,9,13,2,4
24530,Lv10 魔法最大傷害%+d％,Lv10 魔法最大傷害%+d％ ~ %+d％,0,4500,10,1,102,10,16,2,4
24561,Lv11 魔法最大傷害%+d％,Lv11 魔法最大傷害%+d％ ~ %+d％,0,4500,11,1,102,10,16,2,4
24562,Lv12 魔法最大傷害%+d％,Lv12 魔法最大傷害%+d％ ~ %+d％,0,4500,12,1,102,10,16,2,4
24563,Lv13 魔法最大傷害%+d％,Lv13 魔法最大傷害%+d％ ~ %+d％,0,4500,13,1,102,10,16,2,4
24564,Lv14 魔法最大傷害%+d％,Lv14 魔法最大傷害%+d％ ~ %+d％,0,4500,14,1,102,10,16,2,4
24565,Lv15 魔法最大傷害%+d％,Lv15 魔法最大傷害%+d％ ~ %+d％,0,4500,15,1,102,10,16,2,4
24531,Lv1 魔法最大傷害%+d％,Lv1 魔法最大傷害%+d％ ~ %+d％,0,4500,1,1,102,2,2,2,2
24532,Lv2 魔法最大傷害%+d％,Lv2 魔法最大傷害%+d％ ~ %+d％,0,4500,2,1,102,4,4,2,2
24533,Lv3 魔法最大傷害%+d％,Lv3 魔法最大傷害%+d％ ~ %+d％,0,4500,3,1,102,6,6,2,2
24534,Lv4 魔法最大傷害%+d％,Lv4 魔法最大傷害%+d％ ~ %+d％,0,4500,4,1,102,8,8,2,2
24535,Lv5 魔法最大傷害%+d％,Lv5 魔法最大傷害%+d％ ~ %+d％,0,4500,5,1,102,10,10,2,2
24536,Lv6 魔法最大傷害%+d％,Lv6 魔法最大傷害%+d％ ~ %+d％,0,4500,6,1,102,12,12,2,2
24537,Lv7 魔法最大傷害%+d％,Lv7 魔法最大傷害%+d％ ~ %+d％,0,4500,7,1,102,14,16,2,4
24538,Lv8 魔法最大傷害%+d％,Lv8 魔法最大傷害%+d％ ~ %+d％,0,4500,8,1,102,16,20,2,4
24539,Lv9 魔法最大傷害%+d％,Lv9 魔法最大傷害%+d％ ~ %+d％,0,4500,9,1,102,18,24,2,4
24540,Lv10 魔法最大傷害%+d％,Lv10 魔法最大傷害%+d％ ~ %+d％,0,4500,10,1,102,20,30,2,6
24541,Lv11 魔法最大傷害%+d％,Lv11 魔法最大傷害%+d％ ~ %+d％,0,4500,11,1,102,20,30,2,6
24542,Lv12 魔法最大傷害%+d％,Lv12 魔法最大傷害%+d％ ~ %+d％,0,4500,12,1,102,20,30,2,6
24543,Lv13 魔法最大傷害%+d％,Lv13 魔法最大傷害%+d％ ~ %+d％,0,4500,13,1,102,20,30,2,6
24544,Lv14 魔法最大傷害%+d％,Lv14 魔法最大傷害%+d％ ~ %+d％,0,4500,14,1,102,20,30,2,6
24545,Lv15 魔法最大傷害%+d％,Lv15 魔法最大傷害%+d％ ~ %+d％,0,4500,15,1,102,20,30,2,6
24711,Lv1 移動速度 %+d％,Lv1 移動速度 %+d％ ~ %+d％,0,4700,1,1,106,1,7,0,0
24712,Lv2 移動速度 %+d％,Lv2 移動速度 %+d％ ~ %+d％,0,4700,2,1,106,1,17,0,0
24713,Lv3 移動速度 %+d％,Lv3 移動速度 %+d％ ~ %+d％,0,4700,3,1,106,7,27,0,0
24714,Lv4 移動速度 %+d％,Lv4 移動速度 %+d％ ~ %+d％,0,4700,4,1,106,17,49,0,0
24715,Lv5 移動速度 %+d％,Lv5 移動速度 %+d％ ~ %+d％,0,4700,5,1,106,27,60,0,0
24716,Lv6 移動速度 %+d％,Lv6 移動速度 %+d％ ~ %+d％,0,4700,6,1,106,49,72,0,0
24801,Lv1 物理貫穿力 %+d％,Lv1 物理貫穿力 %+d％ ~ %+d％,0,14800,1,1,148,1,1,1,1
24802,Lv2 物理貫穿力 %+d％,Lv2 物理貫穿力 %+d％ ~ %+d％,0,14800,2,1,148,1,2,1,1
24803,Lv3 物理貫穿力 %+d％,Lv3 物理貫穿力 %+d％ ~ %+d％,0,14800,3,1,148,2,3,1,1
24804,Lv4 物理貫穿力 %+d％,Lv4 物理貫穿力 %+d％ ~ %+d％,0,14800,4,1,148,3,4,1,1
24805,Lv5 物理貫穿力 %+d％,Lv5 物理貫穿力 %+d％ ~ %+d％,0,14800,5,1,148,4,5,1,1
24806,Lv6 物理貫穿力 %+d％,Lv6 物理貫穿力 %+d％ ~ %+d％,0,14800,6,1,148,5,6,1,1
24807,Lv7 物理貫穿力 %+d％,Lv7 物理貫穿力 %+d％ ~ %+d％,0,14800,7,1,148,6,7,1,1
24808,Lv8 物理貫穿力 %+d％,Lv8 物理貫穿力 %+d％ ~ %+d％,0,14800,8,1,148,7,8,1,2
24809,Lv9 物理貫穿力 %+d％,Lv9 物理貫穿力 %+d％ ~ %+d％,0,14800,9,1,148,8,9,1,2
24810,Lv10 物理貫穿力 %+d％,Lv10 物理貫穿力 %+d％ ~ %+d％,0,14800,10,1,148,9,10,1,2
24831,Lv11 物理貫穿力 %+d％,Lv11 物理貫穿力 %+d％ ~ %+d％,0,14800,11,1,148,9,10,1,2
24832,Lv12 物理貫穿力 %+d％,Lv12 物理貫穿力 %+d％ ~ %+d％,0,14800,12,1,148,9,10,1,2
24833,Lv13 物理貫穿力 %+d％,Lv13 物理貫穿力 %+d％ ~ %+d％,0,14800,13,1,148,9,10,1,2
24834,Lv14 物理貫穿力 %+d％,Lv14 物理貫穿力 %+d％ ~ %+d％,0,14800,14,1,148,9,10,1,2
24835,Lv15 物理貫穿力 %+d％,Lv15 物理貫穿力 %+d％ ~ %+d％,0,14800,15,1,148,9,10,1,2
24811,Lv1 物理貫穿力 %+d％,Lv1 物理貫穿力 %+d％ ~ %+d％,0,14800,1,1,148,2,2,2,2
24812,Lv2 物理貫穿力 %+d％,Lv2 物理貫穿力 %+d％ ~ %+d％,0,14800,2,1,148,4,4,2,2
24813,Lv3 物理貫穿力 %+d％,Lv3 物理貫穿力 %+d％ ~ %+d％,0,14800,3,1,148,6,6,2,2
24814,Lv4 物理貫穿力 %+d％,Lv4 物理貫穿力 %+d％ ~ %+d％,0,14800,4,1,148,8,8,2,2
24815,Lv5 物理貫穿力 %+d％,Lv5 物理貫穿力 %+d％ ~ %+d％,0,14800,5,1,148,10,10,2,2
24816,Lv6 物理貫穿力 %+d％,Lv6 物理貫穿力 %+d％ ~ %+d％,0,14800,6,1,148,12,12,2,2
24817,Lv7 物理貫穿力 %+d％,Lv7 物理貫穿力 %+d％ ~ %+d％,0,14800,7,1,148,14,14,2,2
24818,Lv8 物理貫穿力 %+d％,Lv8 物理貫穿力 %+d％ ~ %+d％,0,14800,8,1,148,16,18,2,4
24819,Lv9 物理貫穿力 %+d％,Lv9 物理貫穿力 %+d％ ~ %+d％,0,14800,9,1,148,18,22,2,4
24820,Lv10 物理貫穿力 %+d％,Lv10 物理貫穿力 %+d％ ~ %+d％,0,14800,10,1,148,20,26,2,4
24821,Lv11 物理貫穿力 %+d％,Lv11 物理貫穿力 %+d％ ~ %+d％,0,14800,11,1,148,20,26,2,4
24822,Lv12 物理貫穿力 %+d％,Lv12 物理貫穿力 %+d％ ~ %+d％,0,14800,12,1,148,20,26,2,4
24823,Lv13 物理貫穿力 %+d％,Lv13 物理貫穿力 %+d％ ~ %+d％,0,14800,13,1,148,20,26,2,4
24824,Lv14 物理貫穿力 %+d％,Lv14 物理貫穿力 %+d％ ~ %+d％,0,14800,14,1,148,20,26,2,4
24825,Lv15 物理貫穿力 %+d％,Lv15 物理貫穿力 %+d％ ~ %+d％,0,14800,15,1,148,20,26,2,4
24901,Lv1 魔法貫穿力 %+d％,Lv1 魔法貫穿力 %+d％ ~ %+d％,0,14900,1,1,292,1,1,1,1
24902,Lv2 魔法貫穿力 %+d％,Lv2 魔法貫穿力 %+d％ ~ %+d％,0,14900,2,1,292,1,2,1,1
24903,Lv3 魔法貫穿力 %+d％,Lv3 魔法貫穿力 %+d％ ~ %+d％,0,14900,3,1,292,2,3,1,1
24904,Lv4 魔法貫穿力 %+d％,Lv4 魔法貫穿力 %+d％ ~ %+d％,0,14900,4,1,292,3,4,1,1
24905,Lv5 魔法貫穿力 %+d％,Lv5 魔法貫穿力 %+d％ ~ %+d％,0,14900,5,1,292,4,5,1,1
24906,Lv6 魔法貫穿力 %+d％,Lv6 魔法貫穿力 %+d％ ~ %+d％,0,14900,6,1,292,5,6,1,1
24907,Lv7 魔法貫穿力 %+d％,Lv7 魔法貫穿力 %+d％ ~ %+d％,0,14900,7,1,292,6,7,1,1
24908,Lv8 魔法貫穿力 %+d％,Lv8 魔法貫穿力 %+d％ ~ %+d％,0,14900,8,1,292,7,8,1,2
24909,Lv9 魔法貫穿力 %+d％,Lv9 魔法貫穿力 %+d％ ~ %+d％,0,14900,9,1,292,8,9,1,2
24910,Lv10 魔法貫穿力 %+d％,Lv10 魔法貫穿力 %+d％ ~ %+d％,0,14900,10,1,292,9,10,1,2
24931,Lv11 魔法貫穿力 %+d％,Lv11 魔法貫穿力 %+d％ ~ %+d％,0,14900,11,1,292,9,10,1,2
24932,Lv12 魔法貫穿力 %+d％,Lv12 魔法貫穿力 %+d％ ~ %+d％,0,14900,12,1,292,9,10,1,2
24933,Lv13 魔法貫穿力 %+d％,Lv13 魔法貫穿力 %+d％ ~ %+d％,0,14900,13,1,292,9,10,1,2
24934,Lv14 魔法貫穿力 %+d％,Lv14 魔法貫穿力 %+d％ ~ %+d％,0,14900,14,1,292,9,10,1,2
24935,Lv15 魔法貫穿力 %+d％,Lv15 魔法貫穿力 %+d％ ~ %+d％,0,14900,15,1,292,9,10,1,2
24911,Lv1 魔法貫穿力 %+d％,Lv1 魔法貫穿力 %+d％ ~ %+d％,0,14900,1,1,292,2,2,2,2
24912,Lv2 魔法貫穿力 %+d％,Lv2 魔法貫穿力 %+d％ ~ %+d％,0,14900,2,1,292,4,4,2,2
24913,Lv3 魔法貫穿力 %+d％,Lv3 魔法貫穿力 %+d％ ~ %+d％,0,14900,3,1,292,6,6,2,2
24914,Lv4 魔法貫穿力 %+d％,Lv4 魔法貫穿力 %+d％ ~ %+d％,0,14900,4,1,292,8,8,2,2
24915,Lv5 魔法貫穿力 %+d％,Lv5 魔法貫穿力 %+d％ ~ %+d％,0,14900,5,1,292,10,10,2,2
24916,Lv6 魔法貫穿力 %+d％,Lv6 魔法貫穿力 %+d％ ~ %+d％,0,14900,6,1,292,12,12,2,2
24917,Lv7 魔法貫穿力 %+d％,Lv7 魔法貫穿力 %+d％ ~ %+d％,0,14900,7,1,292,14,14,2,2
24918,Lv8 魔法貫穿力 %+d％,Lv8 魔法貫穿力 %+d％ ~ %+d％,0,14900,8,1,292,16,18,2,4
24919,Lv9 魔法貫穿力 %+d％,Lv9 魔法貫穿力 %+d％ ~ %+d％,0,14900,9,1,292,18,22,2,4
24920,Lv10 魔法貫穿力 %+d％,Lv10 魔法貫穿力 %+d％ ~ %+d％,0,14900,10,1,292,20,26,2,4
24921,Lv11 魔法貫穿力 %+d％,Lv11 魔法貫穿力 %+d％ ~ %+d％,0,14900,11,1,292,20,26,2,4
24922,Lv12 魔法貫穿力 %+d％,Lv12 魔法貫穿力 %+d％ ~ %+d％,0,14900,12,1,292,20,26,2,4
24923,Lv13 魔法貫穿力 %+d％,Lv13 魔法貫穿力 %+d％ ~ %+d％,0,14900,13,1,292,20,26,2,4
24924,Lv14 魔法貫穿力 %+d％,Lv14 魔法貫穿力 %+d％ ~ %+d％,0,14900,14,1,292,20,26,2,4
24925,Lv15 魔法貫穿力 %+d％,Lv15 魔法貫穿力 %+d％ ~ %+d％,0,14900,15,1,292,20,26,2,4
25501,Lv1 屬性傷害(物理攻擊時) %+d,Lv1 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,1,1,218,10,11,13,14
25502,Lv2 屬性傷害(物理攻擊時) %+d,Lv2 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,2,1,218,21,23,13,15
25503,Lv3 屬性傷害(物理攻擊時) %+d,Lv3 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,3,1,218,32,36,14,16
25504,Lv4 屬性傷害(物理攻擊時) %+d,Lv4 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,4,1,218,44,50,15,18
25505,Lv5 屬性傷害(物理攻擊時) %+d,Lv5 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,5,1,218,58,67,17,21
25506,Lv6 屬性傷害(物理攻擊時) %+d,Lv6 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,6,1,218,71,86,17,23
25507,Lv7 屬性傷害(物理攻擊時) %+d,Lv7 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,7,1,218,86,107,18,27
25508,Lv8 屬性傷害(物理攻擊時) %+d,Lv8 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,8,1,218,100,131,18,30
25509,Lv9 屬性傷害(物理攻擊時) %+d,Lv9 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,9,1,218,116,162,20,39
25510,Lv10 屬性傷害(物理攻擊時) %+d,Lv10 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,10,1,218,132,198,20,45
25531,Lv11 屬性傷害(物理攻擊時) %+d,Lv11 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,11,1,218,132,198,20,45
25532,Lv12 屬性傷害(物理攻擊時) %+d,Lv12 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,12,1,218,132,198,20,45
25533,Lv13 屬性傷害(物理攻擊時) %+d,Lv13 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,13,1,218,132,198,20,45
25534,Lv14 屬性傷害(物理攻擊時) %+d,Lv14 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,14,1,218,132,198,20,45
25535,Lv15 屬性傷害(物理攻擊時) %+d,Lv15 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,15,1,218,132,198,20,45
25511,Lv1 屬性傷害(物理攻擊時) %+d,Lv1 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,1,1,218,39,42,39,42
25512,Lv2 屬性傷害(物理攻擊時) %+d,Lv2 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,2,1,218,78,87,39,45
25513,Lv3 屬性傷害(物理攻擊時) %+d,Lv3 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,3,1,218,120,135,42,48
25514,Lv4 屬性傷害(物理攻擊時) %+d,Lv4 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,4,1,218,165,189,45,54
25515,Lv5 屬性傷害(物理攻擊時) %+d,Lv5 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,5,1,218,216,252,51,63
25516,Lv6 屬性傷害(物理攻擊時) %+d,Lv6 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,6,1,218,267,321,51,69
25517,Lv7 屬性傷害(物理攻擊時) %+d,Lv7 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,7,1,218,321,402,54,81
25518,Lv8 屬性傷害(物理攻擊時) %+d,Lv8 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,8,1,218,375,492,54,90
25519,Lv9 屬性傷害(物理攻擊時) %+d,Lv9 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,9,1,218,435,609,60,117
25520,Lv10 屬性傷害(物理攻擊時) %+d,Lv10 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,10,1,218,495,744,60,135
25521,Lv11 屬性傷害(物理攻擊時) %+d,Lv11 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,11,1,218,495,744,60,135
25522,Lv12 屬性傷害(物理攻擊時) %+d,Lv12 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,12,1,218,495,744,60,135
25523,Lv13 屬性傷害(物理攻擊時) %+d,Lv13 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,13,1,218,495,744,60,135
25524,Lv14 屬性傷害(物理攻擊時) %+d,Lv14 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,14,1,218,495,744,60,135
25525,Lv15 屬性傷害(物理攻擊時) %+d,Lv15 屬性傷害(物理攻擊時) %+d ~ %+d,0,10500,15,1,218,495,744,60,135
25601,Lv1 物理傷害%+d,Lv1 物理傷害%+d ~ %+d,0,10600,1,1,140,1,2,1,2
25602,Lv2 物理傷害%+d,Lv2 物理傷害%+d ~ %+d,0,10600,2,1,140,3,5,3,4
25603,Lv3 物理傷害%+d,Lv3 物理傷害%+d ~ %+d,0,10600,3,1,140,7,10,5,6
25604,Lv4 物理傷害%+d,Lv4 物理傷害%+d ~ %+d,0,10600,4,1,140,13,17,7,9
25605,Lv5 物理傷害%+d,Lv5 物理傷害%+d ~ %+d,0,10600,5,1,140,20,26,9,12
25606,Lv6 物理傷害%+d,Lv6 物理傷害%+d ~ %+d,0,10600,6,1,140,28,38,10,14
25607,Lv7 物理傷害%+d,Lv7 物理傷害%+d ~ %+d,0,10600,7,1,140,38,53,13,19
25608,Lv8 物理傷害%+d,Lv8 物理傷害%+d ~ %+d,0,10600,8,1,140,50,70,15,22
25609,Lv9 物理傷害%+d,Lv9 物理傷害%+d ~ %+d,0,10600,9,1,140,64,93,17,28
25610,Lv10 物理傷害%+d,Lv10 物理傷害%+d ~ %+d,0,10600,10,1,140,79,120,19,34
25631,Lv11 物理傷害%+d,Lv11 物理傷害%+d ~ %+d,0,10600,11,1,140,79,120,19,34
25632,Lv12 物理傷害%+d,Lv12 物理傷害%+d ~ %+d,0,10600,12,1,140,79,120,19,34
25633,Lv13 物理傷害%+d,Lv13 物理傷害%+d ~ %+d,0,10600,13,1,140,79,120,19,34
25634,Lv14 物理傷害%+d,Lv14 物理傷害%+d ~ %+d,0,10600,14,1,140,79,120,19,34
25635,Lv15 物理傷害%+d,Lv15 物理傷害%+d ~ %+d,0,10600,15,1,140,79,120,19,34
25611,Lv1 物理傷害%+d,Lv1 物理傷害%+d ~ %+d,0,10600,1,1,140,3,6,3,6
25612,Lv2 物理傷害%+d,Lv2 物理傷害%+d ~ %+d,0,10600,2,1,140,12,18,9,12
25613,Lv3 物理傷害%+d,Lv3 物理傷害%+d ~ %+d,0,10600,3,1,140,27,36,15,18
25614,Lv4 物理傷害%+d,Lv4 物理傷害%+d ~ %+d,0,10600,4,1,140,48,63,21,27
25615,Lv5 物理傷害%+d,Lv5 物理傷害%+d ~ %+d,0,10600,5,1,140,75,99,27,36
25616,Lv6 物理傷害%+d,Lv6 物理傷害%+d ~ %+d,0,10600,6,1,140,105,141,30,42
25617,Lv7 物理傷害%+d,Lv7 物理傷害%+d ~ %+d,0,10600,7,1,140,144,198,39,57
25618,Lv8 物理傷害%+d,Lv8 物理傷害%+d ~ %+d,0,10600,8,1,140,189,264,45,66
25619,Lv9 物理傷害%+d,Lv9 物理傷害%+d ~ %+d,0,10600,9,1,140,240,348,51,84
25620,Lv10 物理傷害%+d,Lv10 物理傷害%+d ~ %+d,0,10600,10,1,140,297,450,57,102
25621,Lv11 物理傷害%+d,Lv11 物理傷害%+d ~ %+d,0,10600,11,1,140,297,450,57,102
25622,Lv12 物理傷害%+d,Lv12 物理傷害%+d ~ %+d,0,10600,12,1,140,297,450,57,102
25623,Lv13 物理傷害%+d,Lv13 物理傷害%+d ~ %+d,0,10600,13,1,140,297,450,57,102
25624,Lv14 物理傷害%+d,Lv14 物理傷害%+d ~ %+d,0,10600,14,1,140,297,450,57,102
25625,Lv15 物理傷害%+d,Lv15 物理傷害%+d ~ %+d,0,10600,15,1,140,297,450,57,102
25701,Lv1 屬性力 %+d,Lv1 屬性力 %+d ~ %+d,0,10700,1,1,38,1,1,1,1
25702,Lv2 屬性力 %+d,Lv2 屬性力 %+d ~ %+d,0,10700,2,1,38,2,2,1,1
25703,Lv3 屬性力 %+d,Lv3 屬性力 %+d ~ %+d,0,10700,3,1,38,3,3,1,1
25704,Lv4 屬性力 %+d,Lv4 屬性力 %+d ~ %+d,0,10700,4,1,38,4,4,1,1
25705,Lv5 屬性力 %+d,Lv5 屬性力 %+d ~ %+d,0,10700,5,1,38,5,5,1,1
25706,Lv6 屬性力 %+d,Lv6 屬性力 %+d ~ %+d,0,10700,6,1,38,6,6,1,1
25707,Lv7 屬性力 %+d,Lv7 屬性力 %+d ~ %+d,0,10700,7,1,38,7,7,1,1
25708,Lv8 屬性力 %+d,Lv8 屬性力 %+d ~ %+d,0,10700,8,1,38,8,8,1,1
25709,Lv9 屬性力 %+d,Lv9 屬性力 %+d ~ %+d,0,10700,9,1,38,9,9,1,1
25710,Lv10 屬性力 %+d,Lv10 屬性力 %+d ~ %+d,0,10700,10,1,38,10,10,1,1
25731,Lv11 屬性力 %+d,Lv11 屬性力 %+d ~ %+d,0,10700,11,1,38,10,10,1,1
25732,Lv12 屬性力 %+d,Lv12 屬性力 %+d ~ %+d,0,10700,12,1,38,10,10,1,1
25733,Lv13 屬性力 %+d,Lv13 屬性力 %+d ~ %+d,0,10700,13,1,38,10,10,1,1
25734,Lv14 屬性力 %+d,Lv14 屬性力 %+d ~ %+d,0,10700,14,1,38,10,10,1,1
25735,Lv15 屬性力 %+d,Lv15 屬性力 %+d ~ %+d,0,10700,15,1,38,10,10,1,1
25711,Lv1 屬性力 %+d,Lv1 屬性力 %+d ~ %+d,0,10700,1,1,38,1,2,1,2
25712,Lv2 屬性力 %+d,Lv2 屬性力 %+d ~ %+d,0,10700,2,1,38,2,4,1,2
25713,Lv3 屬性力 %+d,Lv3 屬性力 %+d ~ %+d,0,10700,3,1,38,3,6,1,2
25714,Lv4 屬性力 %+d,Lv4 屬性力 %+d ~ %+d,0,10700,4,1,38,4,8,1,2
25715,Lv5 屬性力 %+d,Lv5 屬性力 %+d ~ %+d,0,10700,5,1,38,5,10,1,2
25716,Lv6 屬性力 %+d,Lv6 屬性力 %+d ~ %+d,0,10700,6,1,38,6,12,1,2
25717,Lv7 屬性力 %+d,Lv7 屬性力 %+d ~ %+d,0,10700,7,1,38,7,14,1,2
25718,Lv8 屬性力 %+d,Lv8 屬性力 %+d ~ %+d,0,10700,8,1,38,8,16,1,2
25719,Lv9 屬性力 %+d,Lv9 屬性力 %+d ~ %+d,0,10700,9,1,38,9,18,1,2
25720,Lv10 屬性力 %+d,Lv10 屬性力 %+d ~ %+d,0,10700,10,1,38,10,20,1,2
25721,Lv11 屬性力 %+d,Lv11 屬性力 %+d ~ %+d,0,10700,11,1,38,10,20,1,2
25722,Lv12 屬性力 %+d,Lv12 屬性力 %+d ~ %+d,0,10700,12,1,38,10,20,1,2
25723,Lv13 屬性力 %+d,Lv13 屬性力 %+d ~ %+d,0,10700,13,1,38,10,20,1,2
25724,Lv14 屬性力 %+d,Lv14 屬性力 %+d ~ %+d,0,10700,14,1,38,10,20,1,2
25725,Lv15 屬性力 %+d,Lv15 屬性力 %+d ~ %+d,0,10700,15,1,38,10,20,1,2
25801,Lv1 武器攻擊力 %+d,Lv1 武器攻擊力 %+d ~ %+d,0,10800,1,1,492,1,1,1,1
25802,Lv2 武器攻擊力 %+d,Lv2 武器攻擊力 %+d ~ %+d,0,10800,2,1,492,2,2,1,1
25803,Lv3 武器攻擊力 %+d,Lv3 武器攻擊力 %+d ~ %+d,0,10800,3,1,492,3,3,1,1
25804,Lv4 武器攻擊力 %+d,Lv4 武器攻擊力 %+d ~ %+d,0,10800,4,1,492,4,4,1,1
25805,Lv5 武器攻擊力 %+d,Lv5 武器攻擊力 %+d ~ %+d,0,10800,5,1,492,5,5,1,1
25806,Lv6 武器攻擊力 %+d,Lv6 武器攻擊力 %+d ~ %+d,0,10800,6,1,492,6,6,1,1
25807,Lv7 武器攻擊力 %+d,Lv7 武器攻擊力 %+d ~ %+d,0,10800,7,1,492,7,7,1,1
