ID,_Name,_Target_Type,_Lv,_MOD_BaseMHP,_MOD_BaseMSP,_Base_Atk,_Base_Def,_Base_Ele,_Base_Luk,_Base_Guard,_Base_Atk_Min_Dam,_Base_Atk_Max_Dam,_Base_Ele_Min_Dam,_Base_Ele_Max_Dam,_Base_Speed_X,_Base_Speed_Y,_Base_Water,_BASE_DAMAGE_ABSOLUTE,_BASE_REDUCE_DAMAGE_ABSOLUTE,_BASE_DEF_PENETRATION,_BASE_ELE_PENETRATION,_BASE_JUMP_ATK,_BASE_NORMAL,_BASE_HEAVY,_BASE_CRITICAL_DAMAGE,_BASE_ELE_CRITICAL_DAMAGE,_BASE_HEAL_CRITICAL_AUGMENT,_BASE_HEAL_CRITICAL_PROBABILITY,_CLASS_MHP_FACTOR,_CLASS_MSP_FACTOR,_CLASS_RECV_HP_FACTOR,_CLASS_RECV_SP_FACTOR,_BASE_PHY_HIT_RATE,_BASE_ELE_HIT_RATE,_BASE_PHY_DODGE_RATE,_BASE_ELE_DODGE_RATE,_BASE_BACK_DAM,_BASE_ELE_BACK_DAM,_BASE_ATK_ADD_FACTOR,_BASE_ATK_RATIO_FACTOR,_BASE_ELE_ADD_FACTOR,_BASE_ELE_RATIO_FACTOR,_BASE_AMOR,_BASE_HEAL_HP_ADD,_BASE_HEAL_SP_ADD,_BASE_HEAL_HP_FACTOR,_BASE_HEAL_SP_FACTOR,_BASE_ELE_DAMAGE_ABSOLUTE,_BASE_ELE_REDUCE_DAMAGE_ABSOLUTE,_BASE_WATER_MIN_DAM,_BASE_WATER_MAX_DAM,_BASE_RES_WATER,_WATER_DAM,_PHY_IMMUNE,_ELE_IMMUNE,_WATER_IMMUNE,_ELASTICITY,_ADD_RES_STUN,_ADD_RES_SLEEP,_ADD_RES_CONFUSION,_ADD_RES_FREEZE,_BASE_DROP_SPEED,_BASE_MAX_DROP_SPEED,_EffectID1,_EffectID2,_EffectID3,_EffectID4,_RecallID,_Drop_place,_Active_mob,_LifeTime,_LifeTime2,_Mob_Type,_HP_reset,_HIT_Revision,_SealSkill_Probability,_SealSkill_ID,_Mob_Type_Dam,_BossMob_Check,_Difficulty_Check
810003495,?? ?? ??? ??LV230,3,230,147811451,147811451,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,200,200,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003496,?? ?? ??? ??LV230,3,230,149219179,149219179,2308,2308,2308,2308,0,133,140,133,140,250,0,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,200,200,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003498,???? ??? ??LV230,3,230,133734170,133734170,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,200,200,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003499,???? ??? ??LV230,3,230,135141898,135141898,2308,2308,2308,2308,0,133,140,133,140,250,0,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,200,200,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003503,?? ?? ??? ??LV230,3,230,140772811,140772811,2308,2308,2308,2308,0,133,140,133,140,250,0,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,200,200,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003504,?? ?? ??? ??LV230,3,230,142180539,142180539,2308,2308,2308,2308,0,100,110,100,110,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,200,200,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003507,?? ?? ??? ??LV230,3,230,152034635,152034635,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,200,200,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003508,?? ?? ??? ??LV230,3,230,154850091,154850091,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,200,200,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,81001917,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003511,?? ?? ??? ??LV230,3,230,56772811,56772811,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,200,200,0,0,20,20,100,200,100,200,0,0,0,100,100,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10678,1,0,0,0,1,0,30,0,0,1,1,1
810003512,??? ?? ??? ??LV230,3,230,252772811,252772811,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,200,200,0,0,20,20,100,200,100,200,0,0,0,100,100,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003520,??????-???LV235,3,235,493490926,493490926,3708,3708,3708,3708,0,175,210,133,140,250,-800,1727,0,0,40,40,1025,2522,2772,50,50,50,50,3250,1500,4,2,300,300,0,0,20,20,100,200,100,200,17000,0,0,100,100,0,0,0,0,17000,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,10673,1,0,0,0,1,0,30,0,0,2,1,1
810003521,??????-???LV235,3,235,605490926,605490926,3708,3708,3708,3708,0,175,210,133,140,250,-800,1727,0,0,40,40,1025,2522,2772,50,50,50,50,3250,1500,4,2,300,300,0,0,20,20,100,200,100,200,50000,0,0,100,100,0,0,0,0,50000,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003522,?? ??LV240,3,240,1104987039,1104987039,3708,9999,3708,3708,0,154,161,154,161,0,-800,1727,0,25000,60,60,1025,2522,2772,50,50,50,50,1000000,1500,4,2,300,300,0,0,20,20,100,200,100,200,40000,0,0,100,100,0,25000,0,0,40000,0,0,0,0,0,1000,1000,1000,1000,1600,30,81001907,0,0,0,0,0,0,0,0,1,0,50,0,0,2,2,1
810003524,??? ?? ???,3,1,48,48,11,11,11,11,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,100,200,100,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,10676,1,0,0,0,1,0,30,0,0,1,1,1
810003525,??? ?? ?? 1,3,1,48,48,11,11,11,11,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,100,200,100,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003526,??? ?? ?? 2,3,1,48,48,11,11,11,11,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,100,200,100,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003527,??? ?? ?? 3,3,1,48,48,11,11,11,11,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,100,200,100,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003528,??? ?? ?? 4,3,1,48,48,11,11,11,11,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,100,200,100,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003529,??? ?? ?? 5,3,1,48,48,11,11,11,11,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,100,200,100,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003530,??? ??? ?? ??,3,230,98540967,98540967,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10674,1,0,0,0,1,0,30,0,0,1,1,1
810003531,??? ??? ?? ??,3,230,98540967,98540967,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10674,1,0,0,0,1,0,30,0,0,1,1,1
810003532,??? ??? ?? ??,3,230,98540967,98540967,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10674,1,0,0,0,1,0,30,0,0,1,1,1
810003533,??? ?? ??,0,1,48,48,11,11,11,11,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,100,200,100,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,30,30,1,0,30,0,0,1,0,1
810003534,???? ?? ??,3,230,140772811,140772811,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003535,???? ?? ??,3,230,140772811,140772811,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003536,??? ??,3,230,140772811,140772811,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003537,??? ?? ??,3,230,140772811,140772811,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003538,??? ?? ??,3,230,1,1,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10680,1,0,0,0,1,0,30,0,0,1,1,1
810003539,???? ?? ????,3,1,0,0,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,1,0,0,45,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,1,1
810003540,??? ??? ??,0,1,29997,29997,1,1,1,1,0,95,105,95,105,144,-800,10,80,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,1,0,0,45,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0,1
810003541,?? ??,18,220,3,3,3708,3708,3708,3708,0,250,300,190,200,100,-800,1727,0,154,0,0,1075,2838,3119,50,50,50,50,3250,1500,4,2,2000,2000,0,0,20,20,100,200,100,200,3180,0,0,100,100,0,154,0,0,3180,0,0,0,0,0,0,0,0,0,1600,30,81001868,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0,1
810003542,?? ?? ??,18,220,3,3,3708,3708,3708,3708,0,250,300,190,200,100,-800,1727,0,154,0,0,1075,2838,3119,50,50,50,50,3250,1500,4,2,2000,2000,0,0,20,20,100,200,100,200,3180,0,0,100,100,0,154,0,0,3180,0,0,0,0,0,0,0,0,0,1600,30,81001870,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0,1
810003543,?? ? ??,18,220,3,3,3708,3708,3708,3708,0,250,300,190,200,100,-800,1727,0,154,0,0,1075,2838,3119,50,50,50,50,3250,1500,4,2,2000,2000,0,0,20,20,100,200,100,200,3180,0,0,100,100,0,154,0,0,3180,0,0,0,0,0,0,0,0,0,1600,30,81001876,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0,1
810003544,?? ???,18,220,3,3,3708,3708,3708,3708,0,250,300,190,200,100,-800,1727,0,154,0,0,1075,2838,3119,50,50,50,50,3250,1500,4,2,2000,2000,0,0,20,20,100,200,100,200,3180,0,0,100,100,0,154,0,0,3180,0,0,0,0,0,0,0,0,0,1600,30,81001872,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0,1
810003545,?? ??? ??,18,235,1,1,3708,3708,3708,3708,0,250,300,190,200,250,-800,1727,0,10000,60,60,1025,2522,2772,50,50,50,50,3250,1500,4,2,300,300,0,0,20,20,100,200,100,200,17000,0,0,100,100,0,10000,0,0,17000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,17,17,1,0,30,0,0,1,0,1
810003546,??? ??? ?? ???,8,140,57474,57474,1,1,1,1,0,95,105,95,105,156,-800,1,0,101,0,0,217,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2130,0,0,100,100,0,101,0,0,2130,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,15,15,2,0,30,0,0,1,0,0
810003547,??? ??? ?? ???,8,140,57474,57474,1,1,1,1,0,95,105,95,105,156,-800,1,0,101,0,0,217,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2130,0,0,100,100,0,101,0,0,2130,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,20,20,2,0,30,0,0,1,0,0
810003548,??? ?? ???,8,160,74412,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,17,17,2,0,30,0,0,1,0,1
810003549,?? ????? ?????,7,190,400,1,1,1,1,1,0,95,105,95,105,250,-800,1,0,90000000,0,0,292,1,1,50,50,50,50,0,0,3,2,30,30,0,0,20,20,100,200,100,200,90000000,0,0,100,100,0,90000000,0,0,90000000,0,0,0,0,0,1000,1000,1000,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,400,400,2,0,30,0,0,1,0,0
810003550,??? ???? ??? 1,3,10,48,48,11,11,11,11,0,95,105,95,105,132,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,27102902,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003551,??? ???? ??? 1,3,10,48,48,11,11,11,11,0,95,105,95,105,132,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,27102902,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003552,??? ???? ??? 1,3,10,48,48,11,11,11,11,0,95,105,95,105,132,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,27102902,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003553,??? ???? ???EX,3,10,1000,175168,1,1,1,1,0,50,1,1,1,0,0,1,0,1,0,0,160,1,1,50,50,50,50,3250,1500,4,2,500,500,0,0,20,20,33,200,33,200,0,0,0,100,100,0,16,0,0,435,0,0,0,0,0,0,0,0,0,1600,30,27102902,0,0,0,10675,1,0,0,0,1,0,30,0,0,2,1,1
810003559,??? ?? ??1,0,1,29997,29997,1,1,1,1,0,95,105,95,105,144,-800,10,80,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,1,0,0,45,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,0,0,1,0,30,0,0,1,0,1
810003560,??? ?? ??2,0,1,29997,29997,1,1,1,1,0,95,105,95,105,144,-800,10,80,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,1,0,0,45,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,0,0,1,0,30,0,0,1,0,1
810003561,??? ?? ??3,0,1,29997,29997,1,1,1,1,0,95,105,95,105,144,-800,10,80,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,1,0,0,45,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,0,0,1,0,30,0,0,1,0,1
810003562,??? ?? ??4,0,1,29997,29997,1,1,1,1,0,95,105,95,105,144,-800,10,80,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,1,0,0,45,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,0,0,1,0,30,0,0,1,0,1
810003563,??? ?? ??5,0,1,29997,29997,1,1,1,1,0,95,105,95,105,144,-800,10,80,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,1,0,0,45,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,0,0,1,0,30,0,0,1,0,1
810003564,??? ???? ?? ?? ?,0,1,29997,29997,1,1,1,1,0,95,105,95,105,144,-800,10,80,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,1,0,0,45,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,50,50,1,0,30,0,0,1,0,1
810003565,????? ??,3,1,100000000,1,1,1,1,1,0,1,1,1,1,0,-800,1,0,0,1,1,1,1,1,50,50,50,50,3250,1500,4,2,300,300,0,0,20,20,100,200,100,200,0,0,0,100,100,0,1,0,0,99999,0,0,0,0,0,1000,1000,1000,0,1600,30,81001907,27102902,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003566,????? ??,0,1,29997,29997,1,1,1,1,0,95,105,95,105,0,-800,10,80,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,1,0,0,45,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,0,0,1,0,30,0,0,1,0,1
810003567,???? ???,3,230,670346720,670346720,2308,2308,2308,2308,0,190,200,190,200,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,40000,0,0,100,100,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003568,???? ????,3,230,670346720,670346720,2308,2308,2308,2308,0,190,200,190,200,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,40000,0,0,100,100,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003569,??? ??? ?? ??? ???,8,140,57474,57474,1,1,1,1,0,95,105,95,105,156,-800,1,0,101,0,0,217,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2130,0,0,100,100,0,132,0,0,2130,0,0,0,0,0,0,0,0,0,1600,30,27002701,60000237,60000239,0,0,1,1,20,20,2,0,30,0,0,1,0,0
810003554,???? ?? ?? ?? LV221,3,223,125690010,125690010,2308,2308,2308,2308,0,195,205,195,205,200,-800,1440,0,0,0,0,547,1923,2252,50,50,50,50,1560,720,4,2,161,161,0,0,20,20,100,200,100,200,15000,0,0,100,100,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,150,150,1,0,30,0,0,1,1,1
810003555,???? ??  ?? ?? LV222,3,223,125690010,125690010,2308,2308,2308,2308,0,195,205,195,205,200,-800,1440,0,0,0,0,547,1923,2252,50,50,50,50,1560,720,4,2,161,161,0,0,20,20,100,200,100,200,15000,0,0,100,100,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,150,150,1,0,30,0,0,1,1,1
810003556,???? ??  ?? ?? LV223,3,223,125690010,125690010,2308,2308,2308,2308,0,195,205,195,205,200,-800,1440,0,0,0,0,547,1923,2252,50,50,50,50,1560,720,4,2,161,161,0,0,20,20,100,200,100,200,15000,0,0,100,100,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,150,150,1,0,30,0,0,1,1,1
810003557,?? ?? ?? ?? ??,3,224,125690010,125690010,2308,2308,2308,2308,0,195,205,195,205,200,-800,1455,0,0,0,0,549,1944,2278,50,50,50,50,1560,720,4,2,161,161,0,0,20,20,100,200,100,200,15000,0,0,100,100,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,150,150,1,0,30,0,0,1,1,1
810003558,?? ?? ?? ?? ??,3,224,125690010,125690010,2308,2308,2308,2308,0,195,205,195,205,200,-800,1455,0,0,0,0,549,1944,2278,50,50,50,50,1560,720,4,2,161,161,0,0,20,20,100,200,100,200,15000,0,0,100,100,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,150,150,1,0,30,0,0,1,1,1
810003570,??? 3 ?? ?? ?? ??,3,230,51380020,51380020,2308,2308,2308,2308,0,100,110,100,110,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,25000,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,81001909,81001909,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003574,???3? ???,3,230,670346720,670346720,2308,2308,2308,2308,0,190,200,190,200,250,0,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,40000,0,0,100,100,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10677,1,0,0,0,1,0,30,0,0,1,1,1
810003571,??? 3 ?? ?? ?? ??? ?,0,1,29997,29997,1,1,1,1,0,95,105,95,105,144,-800,10,80,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0,1
810003572,??? 8 ?? ?? ??? ??,3,230,70966014,70966014,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003573,??? 8 ?? ?? ??? ??? ?? 1,3,230,70966014,70966014,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003575,??? 8 ?? ?? ??? ??? ?? 2,3,230,70966014,70966014,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,0,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003576,???? ????,3,230,469242704,469242704,2308,2308,2308,2308,0,133,140,133,140,250,-800,1727,0,20000,40,40,367,1754,2149,50,50,50,50,975,450,4,2,108,108,0,0,20,20,100,200,100,200,40000,0,0,100,100,0,20000,0,0,40000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10679,1,0,0,0,1,0,30,0,0,1,1,1
810003577,??? ??,0,1,29997,29997,1,1,1,1,0,95,105,95,105,144,-800,10,80,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,10,10,1,0,30,0,0,1,0,1
810003578,??? ??? ?? ?,18,220,1,3,1,1,1,1,0,95,105,95,105,0,-800,703,0,0,0,0,262,767,941,50,50,50,50,0,450,4,2,77,77,-400,-400,20,20,86,200,86,200,40000,0,0,100,100,0,20000000,0,0,9999999,0,0,0,0,0,0,0,0,0,1600,30,14501531,14501531,14501531,14501531,10684,1,0,0,0,0,0,30,0,0,1,0,1
810003579,??? ??? ???,3,220,1,30,1,1,1,1,0,95,105,95,105,300,-800,806,0,20000000,0,0,277,870,1067,50,50,50,50,0,450,4,2,81,81,-400,-400,20,20,91,200,91,200,40000,0,0,100,100,0,20000000,0,0,9999999,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10685,1,0,0,0,1,0,30,0,0,1,1,1
810003580,??? ??? ?????,3,220,1,30,1,1,1,1,0,95,105,95,105,300,-800,828,0,20000000,0,0,280,891,1094,50,50,50,50,0,450,4,2,82,82,-400,-400,20,20,96,200,96,200,40000,0,0,100,100,0,20000000,0,0,9999999,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10686,1,0,0,0,1,0,30,0,0,1,1,1
