ID,_Type,_Damage,_KnockBack_Delay,_KnockBack_X,_KnockBack_Time,_Speed_Y,_MotionType
1564,108199,100,0,90,1,0,18
1565,108200,100,0,0,0,0,18
1566,108210,100,0,0,0,0,0
1567,108220,100,0,200,1,-950,18
1568,110001,4,0,0,0,0,0
1569,110001,17,0,-1,1,0,18
1570,110001,50,0,-1,1,0,18
1571,110001,100,0,-1,1,0,19
1572,110002,4,0,0,0,0,0
1573,110002,16,0,-1,1,0,18
1574,110002,50,0,-1,1,0,18
1575,110002,100,0,-1,1,0,19
1576,110003,5,0,0,0,0,0
1577,110003,25,0,380,1,0,31
1578,110003,30,0,-1,1,0,18
1579,110003,100,0,-1,1,0,19
1580,110004,2,0,0,0,0,0
1581,110004,100,0,250,1,-600,28
1582,110005,5,0,0,0,0,0
1583,110005,15,0,-1,1,0,18
1584,110005,100,0,250,1,-600,28
1585,110010,15,0,0,0,0,16
1586,110010,30,0,0,0,0,17
1587,110010,100,0,-1,1,0,19
1588,110020,5,0,0,0,0,0
1589,110020,17,0,-1,1,0,18
1590,110020,50,0,-1,1,0,18
1591,110020,100,0,-1,1,0,19
1592,110021,50,0,0,0,0,0
1593,110021,100,0,-1,1,0,18
1594,110030,3,0,0,0,0,0
1595,110030,20,0,-1,1,0,18
1596,110030,100,0,-1,1,0,19
1597,110100,4,0,0,0,0,0
1598,110100,17,0,-1,1,0,18
1599,110100,50,0,-1,1,0,18
1600,110100,100,0,-1,1,0,18
1601,110101,5,0,0,0,0,0
1602,110101,17,0,-1,1,0,18
1603,110101,50,0,-1,1,0,18
1604,110101,100,0,-1,1,0,18
1605,110199,100,0,90,1,0,18
1606,110200,100,0,0,0,0,18
1607,110210,100,0,0,0,0,0
1608,110220,100,0,200,1,-950,18
1609,111001,2,0,0,0,0,0
1610,111001,15,0,-180,1,0,18
1611,111001,50,0,-270,1,0,18
1612,111001,100,0,-360,1,0,19
1613,111002,2,0,0,0,0,0
1614,111002,15,0,-180,1,0,18
1615,111002,50,0,-270,1,0,18
1616,111002,100,0,-360,1,0,19
1617,111003,5,0,0,0,0,0
1618,111003,25,0,-180,1,0,31
1619,111003,30,0,-270,1,0,18
1620,111003,100,0,-360,1,0,19
1621,111004,2,0,0,0,0,0
1622,111004,100,0,250,1,-600,28
1623,111005,5,0,0,0,0,0
1624,111005,15,0,-180,1,0,18
1625,111005,100,0,250,1,-600,28
1626,111010,15,0,0,0,0,16
1627,111010,30,0,0,0,0,17
1628,111010,100,0,-220,1,0,19
1629,111020,5,0,0,0,0,0
1630,111020,15,0,-180,1,0,18
1631,111020,50,0,-270,1,0,18
1632,111020,100,0,-360,1,0,19
1633,111021,50,0,0,0,0,0
1634,111021,100,0,-180,1,0,18
1635,111030,3,0,0,0,0,0
1636,111030,20,0,-180,1,0,18
1637,111030,100,0,-220,1,0,19
1638,111100,2,0,0,0,0,0
1639,111100,15,0,-180,1,0,18
1640,111100,50,0,-270,1,0,18
1641,111100,100,0,-360,1,0,18
1642,111101,5,0,0,0,0,0
1643,111101,15,0,-180,1,0,18
1644,111101,50,0,-270,1,0,18
1645,111101,100,0,-360,1,0,18
1646,111199,100,0,90,1,0,18
1647,111200,100,0,0,0,0,18
1648,111210,100,0,0,0,0,0
1649,111220,100,0,-200,1,-950,18
1650,112001,3,0,0,0,0,0
1651,112001,16,0,-300,1,0,18
1652,112001,50,0,-450,1,0,18
1653,112001,100,0,-600,1,0,19
1654,112002,3,0,0,0,0,0
1655,112002,16,0,-300,1,0,18
1656,112002,50,0,-450,1,0,18
1657,112002,100,0,-600,1,0,19
1658,112003,5,0,0,0,0,0
1659,112003,25,0,-300,1,0,31
1660,112003,30,0,-450,1,0,18
1661,112003,100,0,-600,1,0,19
1662,112004,2,0,0,0,0,0
1663,112004,100,0,250,1,-600,28
1664,112005,5,0,0,0,0,0
1665,112005,15,0,-180,1,0,18
1666,112005,100,0,250,1,-600,28
1667,112010,15,0,0,0,0,16
1668,112010,30,0,0,0,0,17
1669,112010,100,0,-220,1,0,19
1670,112020,5,0,0,0,0,0
1671,112020,16,0,-300,1,0,18
1672,112020,50,0,-450,1,0,18
1673,112020,100,0,-600,1,0,19
1674,112021,50,0,0,0,0,0
1675,112021,100,0,-180,1,0,18
1676,112030,3,0,0,0,0,0
1677,112030,20,0,-180,1,0,18
1678,112030,100,0,-220,1,0,19
1679,112100,3,0,0,0,0,0
1680,112100,16,0,-300,1,0,18
1681,112100,50,0,-450,1,0,18
1682,112100,100,0,-600,1,0,18
1683,112101,5,0,0,0,0,0
1684,112101,16,0,-300,1,0,18
1685,112101,50,0,-450,1,0,18
1686,112101,100,0,-600,1,0,18
1687,112199,100,0,90,1,0,18
1688,112200,100,0,0,0,0,18
1689,112210,100,0,0,0,0,0
1690,112220,100,0,-200,1,-950,18
1691,113001,100,0,-1000,2,0,18
1692,113002,100,0,-1000,2,0,18
1693,113003,100,0,-1000,2,0,18
1694,113004,100,0,-1000,2,0,18
1695,113005,100,0,-1000,2,0,18
1696,113010,100,0,-1000,2,0,18
1697,113020,100,0,-1000,2,0,18
1698,113021,100,0,-1000,2,0,18
1699,113030,100,0,-1000,2,0,18
1700,113100,100,0,-1000,2,0,18
1701,113101,100,0,-1000,2,0,18
1702,113199,100,0,90,1,0,18
1703,113200,100,0,-1000,2,0,18
1704,113210,100,0,-1000,2,0,18
1705,113220,100,0,-1000,2,0,18
1706,200001,3,0,0,0,0,0
1707,200001,100,0,50,1,-580,18
1708,200002,3,0,0,0,0,0
1709,200002,100,0,50,1,-580,18
1710,200003,1,0,0,0,0,0
1711,200003,5,0,180,1,0,31
1712,200003,100,0,50,1,-580,18
1713,200004,2,0,0,0,0,0
1714,200004,100,0,50,1,-580,18
1715,200005,2,0,0,0,0,0
1716,200005,15,0,50,1,-580,18
1717,200005,100,0,250,1,-600,28
1718,200010,15,0,0,0,0,16
1719,200010,30,0,0,0,0,17
1720,200010,100,0,50,1,-580,18
1721,200020,5,0,0,0,0,0
1722,200020,100,0,50,1,-580,18
1723,200021,10,0,0,0,0,0
1724,200021,100,0,50,1,-580,18
1725,200030,3,0,0,0,0,0
1726,200030,100,0,50,1,-580,18
1727,200100,3,0,0,0,0,0
1728,200100,100,0,50,1,-580,18
1729,200101,5,0,0,0,0,0
1730,200101,100,0,50,1,-580,18
1731,200199,100,0,0,1,-580,18
1732,200200,100,0,0,0,0,18
1733,200210,100,0,0,0,0,0
1734,200220,100,0,200,1,-950,18
1735,201001,3,0,0,0,0,0
1736,201001,100,0,50,1,-630,18
1737,201002,3,0,0,0,0,0
1738,201002,100,0,50,1,-630,18
1739,201003,1,0,0,0,0,0
1740,201003,5,0,180,1,0,31
1741,201003,100,0,50,1,-630,18
1742,201004,2,0,0,0,0,0
1743,201004,100,0,50,1,-630,18
1744,201005,2,0,0,0,0,0
1745,201005,15,0,50,1,-630,18
1746,201005,100,0,250,1,-600,28
1747,201010,15,0,0,0,0,16
1748,201010,30,0,0,0,0,17
1749,201010,100,0,50,1,-630,18
1750,201020,5,0,0,0,0,0
1751,201020,100,0,50,1,-630,18
1752,201021,10,0,0,0,0,0
1753,201021,100,0,50,1,-630,18
1754,201030,3,0,0,0,0,0
1755,201030,100,0,50,1,-630,18
1756,201100,3,0,0,0,0,0
1757,201100,100,0,50,1,-630,18
1758,201101,5,0,0,0,0,0
1759,201101,100,0,50,1,-630,18
1760,201199,100,0,0,1,-630,18
1761,201200,100,0,0,0,0,18
1762,201210,100,0,0,0,0,0
1763,201220,100,0,200,1,-950,18
1764,202001,3,0,0,0,0,0
1765,202001,100,0,50,1,-750,18
1766,202002,3,0,0,0,0,0
1767,202002,100,0,50,1,-750,18
1768,202003,1,0,0,0,0,0
1769,202003,5,0,180,1,0,31
1770,202003,100,0,50,1,-750,18
1771,202004,2,0,0,0,0,0
1772,202004,100,0,50,1,-750,18
1773,202005,2,0,0,0,0,0
1774,202005,15,0,50,1,-750,18
1775,202005,100,0,250,1,-600,28
1776,202010,15,0,0,0,0,16
1777,202010,30,0,0,0,0,17
1778,202010,100,0,50,1,-750,18
1779,202020,5,0,0,0,0,0
1780,202020,100,0,50,1,-750,18
1781,202021,10,0,0,0,0,0
1782,202021,100,0,50,1,-750,18
1783,202030,3,0,0,0,0,0
1784,202030,100,0,50,1,-750,18
1785,202100,3,0,0,0,0,0
1786,202100,100,0,50,1,-750,18
1787,202101,5,0,0,0,0,0
1788,202101,100,0,50,1,-750,18
1789,202199,100,0,0,1,-750,18
1790,202200,100,0,0,0,0,18
1791,202210,100,0,0,0,0,0
1792,202220,100,0,200,1,-950,18
1793,203001,3,0,0,0,0,0
1794,203001,100,0,0,1,-580,18
1795,203002,3,0,0,0,0,0
1796,203002,100,0,0,1,-580,18
1797,203003,1,0,0,0,0,0
1798,203003,5,0,180,1,0,31
1799,203003,100,0,0,1,-580,18
1800,203004,2,0,0,0,0,0
1801,203004,100,0,0,1,-580,18
1802,203005,2,0,0,0,0,0
1803,203005,15,0,0,1,-580,18
1804,203005,100,0,250,1,-600,28
1805,203010,15,0,0,0,0,16
1806,203010,30,0,0,0,0,17
1807,203010,100,0,0,1,-580,18
1808,203020,5,0,0,0,0,0
1809,203020,100,0,0,1,-580,18
1810,203021,10,0,0,0,0,0
1811,203021,100,0,0,1,-580,18
1812,203030,3,0,0,0,0,0
1813,203030,100,0,0,1,-580,18
1814,203100,3,0,0,0,0,0
1815,203100,100,0,0,1,-580,18
1816,203101,5,0,0,0,0,0
1817,203101,100,0,0,1,-580,18
1818,203199,100,0,0,1,-580,18
1819,203200,100,0,0,0,0,18
1820,203210,100,0,0,0,0,0
1821,203220,100,0,200,1,-950,18
1822,204001,3,0,0,0,0,0
1823,204001,100,0,0,1,-630,18
1824,204002,3,0,0,0,0,0
1825,204002,100,0,0,1,-630,18
1826,204003,1,0,0,0,0,0
1827,204003,5,0,180,1,0,31
1828,204003,100,0,0,1,-630,18
1829,204004,2,0,0,0,0,0
1830,204004,100,0,0,1,-630,18
1831,204005,2,0,0,0,0,0
1832,204005,15,0,0,1,-630,18
1833,204005,100,0,250,1,-600,28
1834,204010,15,0,0,0,0,16
1835,204010,30,0,0,0,0,17
1836,204010,100,0,0,1,-630,18
1837,204020,5,0,0,0,0,0
1838,204020,100,0,0,1,-630,18
1839,204021,10,0,0,0,0,0
1840,204021,100,0,0,1,-630,18
1841,204030,3,0,0,0,0,0
1842,204030,100,0,0,1,-630,18
1843,204100,3,0,0,0,0,0
1844,204100,100,0,0,1,-630,18
1845,204101,5,0,0,0,0,0
1846,204101,100,0,0,1,-630,18
1847,204199,100,0,0,1,-630,18
1848,204200,100,0,0,0,0,18
1849,204210,100,0,0,0,0,0
1850,204220,100,0,200,1,-950,18
1851,205001,3,0,0,0,0,0
1852,205001,100,0,0,1,-750,18
1853,205002,3,0,0,0,0,0
1854,205002,100,0,0,1,-750,18
1855,205003,1,0,0,0,0,0
1856,205003,5,0,180,1,0,31
1857,205003,100,0,0,1,-750,18
1858,205004,2,0,0,0,0,0
1859,205004,100,0,50,1,-750,18
1860,205005,2,0,0,0,0,0
1861,205005,15,0,50,1,-750,18
1862,205005,100,0,250,1,-600,28
1863,205010,15,0,0,0,0,16
1864,205010,30,0,0,0,0,17
1865,205010,100,0,50,1,-750,18
1866,205020,5,0,0,0,0,0
1867,205020,100,0,50,1,-750,18
1868,205021,10,0,0,0,0,0
1869,205021,100,0,50,1,-750,18
1870,205030,3,0,0,0,0,0
1871,205030,100,0,50,1,-750,18
1872,205100,3,0,0,0,0,0
1873,205100,100,0,50,1,-750,18
1874,205101,5,0,0,0,0,0
1875,205101,100,0,50,1,-750,18
1876,205199,100,0,0,1,-750,18
1877,205200,100,0,0,0,0,18
1878,205210,100,0,0,0,0,0
1879,205220,100,0,200,1,-950,18
1880,206001,3,0,0,0,0,0
1881,206001,100,0,0,1,-470,18
1882,206002,3,0,0,0,0,0
1883,206002,100,0,0,1,-470,18
1884,206003,1,0,0,0,0,0
1885,206003,5,0,180,1,0,31
1886,206003,100,0,0,1,-470,18
1887,206004,2,0,0,0,0,0
1888,206004,100,0,50,1,-470,18
1889,206005,2,0,0,0,0,0
1890,206005,15,0,50,1,-470,18
1891,206005,100,0,250,1,-600,28
1892,206010,15,0,0,0,0,16
1893,206010,30,0,0,0,0,17
1894,206010,100,0,50,1,-470,18
1895,206020,5,0,0,0,0,0
1896,206020,100,0,50,1,-470,18
1897,206021,10,0,0,0,0,0
1898,206021,100,0,50,1,-470,18
1899,206030,3,0,0,0,0,0
1900,206030,100,0,50,1,-470,18
1901,206100,3,0,0,0,0,0
1902,206100,100,0,50,1,-470,18
1903,206101,5,0,0,0,0,0
1904,206101,100,0,50,1,-470,18
1905,206199,100,0,0,1,-470,18
1906,206200,100,0,0,0,0,18
1907,206210,100,0,0,0,0,0
1908,206220,100,0,200,1,-950,18
1909,207001,3,0,0,0,0,0
1910,207001,100,0,0,1,-350,18
1911,207002,3,0,0,0,0,0
1912,207002,100,0,0,1,-350,18
1913,207003,1,0,0,0,0,0
1914,207003,5,0,180,1,0,31
1915,207003,100,0,0,1,-350,18
1916,207004,2,0,0,0,0,0
1917,207004,100,0,50,1,-350,18
1918,207005,2,0,0,0,0,0
1919,207005,15,0,50,1,-350,18
1920,207005,100,0,250,1,-600,28
1921,207010,15,0,0,0,0,16
1922,207010,30,0,0,0,0,17
1923,207010,100,0,50,1,-350,18
1924,207020,5,0,0,0,0,0
1925,207020,100,0,50,1,-350,18
1926,207021,10,0,0,0,0,0
1927,207021,100,0,50,1,-350,18
1928,207030,3,0,0,0,0,0
1929,207030,100,0,50,1,-350,18
1930,207100,3,0,0,0,0,0
1931,207100,100,0,50,1,-350,18
1932,207101,5,0,0,0,0,0
1933,207101,100,0,50,1,-350,18
1934,207199,100,0,0,1,-350,18
1935,207200,100,0,0,0,0,18
1936,207210,100,0,0,0,0,0
1937,207220,100,0,200,1,-950,18
1938,208001,3,0,0,0,0,0
1939,208001,100,0,0,1,-220,18
1940,208002,3,0,0,0,0,0
1941,208002,100,0,0,1,-220,18
1942,208003,1,0,0,0,0,0
1943,208003,5,0,180,1,0,31
1944,208003,100,0,0,1,-220,18
1945,208004,2,0,0,0,0,0
1946,208004,100,0,50,1,-220,18
1947,208005,2,0,0,0,0,0
1948,208005,15,0,50,1,-220,18
1949,208005,100,0,250,1,-600,28
1950,208010,15,0,0,0,0,16
1951,208010,30,0,0,0,0,17
1952,208010,100,0,50,1,-220,18
1953,208020,5,0,0,0,0,0
1954,208020,100,0,50,1,-220,18
1955,208021,10,0,0,0,0,0
1956,208021,100,0,50,1,-220,18
1957,208030,3,0,0,0,0,0
1958,208030,100,0,50,1,-220,18
1959,208100,3,0,0,0,0,0
1960,208100,100,0,50,1,-220,18
1961,208101,5,0,0,0,0,0
1962,208101,100,0,50,1,-220,18
1963,208199,100,0,0,1,-220,18
1964,208200,100,0,0,0,0,18
1965,208210,100,0,0,0,0,0
1966,208220,100,0,200,1,-950,18
1967,209001,3,0,0,0,0,0
1968,209001,100,0,-280,1,-500,18
1969,209002,3,0,0,0,0,0
1970,209002,100,0,-280,1,-500,18
1971,209003,1,0,0,0,0,0
1972,209003,5,0,180,1,0,31
1973,209003,100,0,-280,1,-500,18
1974,209004,2,0,0,0,0,0
1975,209004,100,0,-280,1,-500,18
1976,209005,2,0,0,0,0,0
1977,209005,15,0,-280,1,-500,18
1978,209005,100,0,250,1,-600,28
1979,209010,15,0,0,0,0,16
1980,209010,30,0,0,0,0,17
1981,209010,100,0,-280,1,-500,18
1982,209020,5,0,0,0,0,0
1983,209020,100,0,-280,1,-500,18
1984,209021,10,0,0,0,0,0
1985,209021,100,0,-280,1,-500,18
1986,209030,3,0,0,0,0,0
1987,209030,100,0,-280,1,-500,18
1988,209100,3,0,0,0,0,0
1989,209100,100,0,-280,1,-500,18
1990,209101,5,0,0,0,0,0
1991,209101,100,0,-280,1,-500,18
1992,209199,100,0,0,1,-500,18
1993,209200,100,0,0,0,0,18
1994,209210,100,0,0,0,0,0
1995,209220,100,0,200,1,-950,18
1996,210001,3,0,0,0,0,0
1997,210001,100,0,0,1,-400,18
1998,210002,3,0,0,0,0,0
1999,210002,100,0,0,1,-400,18
2000,210003,1,0,0,0,0,0
2001,210003,5,0,180,1,0,31
2002,210003,100,0,0,1,-400,18
2003,210004,2,0,0,0,0,0
2004,210004,100,0,50,1,-400,18
2005,210005,2,0,0,0,0,0
2006,210005,15,0,50,1,-400,18
2007,210005,100,0,250,1,-600,28
2008,210010,15,0,0,0,0,16
2009,210010,30,0,0,0,0,17
2010,210010,100,0,50,1,-400,18
2011,210020,5,0,0,0,0,0
2012,210020,100,0,50,1,-400,18
2013,210021,10,0,0,0,0,0
2014,210021,100,0,50,1,-400,18
2015,210030,3,0,0,0,0,0
2016,210030,100,0,50,1,-400,18
2017,210100,3,0,0,0,0,0
2018,210100,100,0,50,1,-400,18
2019,210101,5,0,0,0,0,0
2020,210101,100,0,50,1,-400,18
2021,210199,100,0,0,1,-400,18
2022,210200,100,0,0,0,0,18
2023,210210,100,0,0,0,0,0
2024,210220,100,0,200,1,-950,18
2025,211001,100,0,700,1,-480,18
2026,211002,100,0,700,1,-480,18
2027,211003,100,0,700,1,-480,18
2028,211004,100,0,700,1,-480,18
2029,211005,100,0,700,1,-480,18
2030,211010,100,0,700,1,-480,18
2031,211020,100,0,700,1,-480,18
2032,211021,100,0,700,1,-480,18
2033,211030,100,0,700,1,-480,18
2034,211100,100,0,700,1,-480,18
2035,211101,100,0,700,1,-480,18
2036,211199,100,0,0,1,-480,18
2037,211200,100,0,700,1,-480,18
2038,211210,100,0,700,1,-480,18
2039,211220,100,0,700,1,-480,18
2040,212001,100,0,50,1,-1000,18
2041,212002,100,0,50,1,-1000,18
2042,212003,100,0,50,1,-1000,18
2043,212004,100,0,50,1,-1000,18
2044,212005,100,0,50,1,-1000,18
2045,212010,100,0,50,1,-1000,18
2046,212020,100,0,50,1,-1000,18
2047,212021,100,0,50,1,-1000,18
2048,212030,100,0,50,1,-1000,18
2049,212100,100,0,50,1,-1000,18
2050,212101,100,0,50,1,-1000,18
2051,212199,100,0,0,1,-1000,18
2052,212200,100,0,50,1,-1000,18
2053,212210,100,0,50,1,-1000,18
2054,212220,100,0,50,1,-1000,18
2055,213001,100,0,50,1,-630,18
2056,213002,100,0,50,1,-630,18
2057,213003,100,0,50,1,-630,18
2058,213004,100,0,50,1,-630,18
2059,213005,100,0,50,1,-630,18
2060,213010,100,0,50,1,-630,18
2061,213020,100,0,50,1,-630,18
2062,213021,100,0,50,1,-630,18
2063,213030,100,0,50,1,-630,18
2064,213100,100,0,50,1,-630,18
2065,213101,100,0,50,1,-630,18
2066,213199,100,0,0,1,-630,18
2067,213200,100,0,50,1,-630,18
2068,213210,100,0,50,1,-630,18
2069,213220,100,0,50,1,-630,18
2070,214001,100,0,50,1,-310,18
2071,214002,100,0,50,1,-310,18
2072,214003,100,0,50,1,-310,18
2073,214004,100,0,50,1,-310,18
2074,214005,100,0,50,1,-310,18
2075,214010,100,0,50,1,-310,18
2076,214020,100,0,50,1,-310,18
2077,214021,100,0,50,1,-310,18
2078,214030,100,0,50,1,-310,18
2079,214100,100,0,50,1,-310,18
2080,214101,100,0,50,1,-310,18
2081,214199,100,0,0,1,-310,18
2082,214200,100,0,50,1,-310,18
2083,214210,100,0,50,1,-310,18
2084,214220,100,0,50,1,-310,18
2085,215001,100,0,-100,1,-280,18
2086,215002,100,0,-100,1,-280,18
2087,215003,100,0,-100,1,-280,18
2088,215004,100,0,-100,1,-280,18
2089,215005,100,0,-100,1,-280,18
2090,215010,100,0,-100,1,-280,18
2091,215020,100,0,-100,1,-280,18
2092,215021,100,0,-100,1,-280,18
2093,215030,100,0,-100,1,-280,18
2094,215100,100,0,-100,1,-280,18
2095,215101,100,0,-100,1,-280,18
2096,215199,100,0,0,1,-280,18
2097,215200,100,0,-100,1,-280,18
2098,215210,100,0,-100,1,-280,18
2099,215220,100,0,-100,1,-280,18
2100,216001,100,0,50,1,-230,18
2101,216002,100,0,50,1,-230,18
2102,216003,100,0,50,1,-230,18
2103,216004,100,0,50,1,-230,18
2104,216005,100,0,50,1,-230,18
2105,216010,100,0,50,1,-230,18
2106,216020,100,0,50,1,-230,18
2107,216021,100,0,50,1,-230,18
2108,216030,100,0,50,1,-230,18
2109,216100,100,0,50,1,-230,18
2110,216101,100,0,50,1,-230,18
2111,216199,100,0,0,1,-230,18
2112,216200,100,0,50,1,-230,18
2113,216210,100,0,50,1,-230,18
2114,216220,100,0,50,1,-230,18
2115,217001,100,0,-300,1,-230,18
2116,217002,100,0,-300,1,-230,18
2117,217003,100,0,-300,1,-230,18
2118,217004,100,0,-300,1,-230,18
2119,217005,100,0,-300,1,-230,18
2120,217010,100,0,-300,1,-230,18
2121,217020,100,0,-300,1,-230,18
2122,217021,100,0,-300,1,-230,18
2123,217030,100,0,-300,1,-230,18
2124,217100,100,0,-300,1,-230,18
2125,217101,100,0,-300,1,-230,18
2126,217199,100,0,0,1,-230,18
2127,217200,100,0,-300,1,-230,18
2128,217210,100,0,-300,1,-230,18
2129,217220,100,0,-300,1,-230,18
2130,218001,100,0,-400,1,-500,18
2131,218002,100,0,-400,1,-500,18
2132,218003,100,0,-400,1,-500,18
2133,218004,100,0,-400,1,-500,18
2134,218005,100,0,-400,1,-500,18
2135,218010,100,0,-400,1,-500,18
2136,218020,100,0,-400,1,-500,18
2137,218021,100,0,-400,1,-500,18
2138,218030,100,0,-400,1,-500,18
2139,218199,100,0,0,1,-500,18
2140,219001,100,0,180,0,-680,18
2141,219002,100,0,180,0,-680,18
2142,219003,100,0,180,1,0,31
2143,219004,100,0,250,1,-600,28
2144,219005,100,0,180,0,-680,18
2145,219010,100,0,0,0,0,16
2146,219020,100,0,180,0,-680,18
2147,219021,100,0,0,0,0,0
2148,219030,100,0,180,0,-680,18
2149,219100,100,0,180,0,-680,18
2150,219101,100,0,180,0,-680,18
2151,219199,100,0,0,0,-680,18
2152,219200,100,0,0,0,0,18
2153,219210,100,0,0,0,0,0
2154,219220,100,0,0,0,0,0
2155,220001,100,0,50,1,-600,18
2156,220002,100,0,50,1,-600,18
2157,220003,100,0,50,1,-600,18
2158,220004,100,0,50,1,-600,18
2159,220005,100,0,50,1,-600,18
2160,220010,100,0,50,1,-600,18
2161,220020,100,0,50,1,-600,18
2162,220021,100,0,50,1,-600,18
2163,220030,100,0,50,1,-600,18
2164,220100,100,0,50,1,-600,18
2165,220101,100,0,50,1,-600,18
2166,220199,100,0,0,1,-600,18
2167,220200,100,0,50,1,-600,18
2168,220210,100,0,50,1,-600,18
2169,220220,100,0,50,1,-600,18
2170,221001,3,0,0,0,0,0
2171,221001,100,0,0,1,-220,18
2172,221002,3,0,0,0,0,0
2173,221002,100,0,0,1,-220,18
2174,221003,1,0,0,0,0,0
2175,221003,5,0,180,1,0,31
2176,221003,100,0,0,1,-220,18
2177,221004,2,0,0,0,0,0
2178,221004,100,0,50,1,-220,18
2179,221005,2,0,0,0,0,0
2180,221005,15,0,50,1,-220,18
2181,221005,100,0,250,1,-600,28
2182,221010,15,0,0,0,0,16
2183,221010,30,0,0,0,0,17
2184,221010,100,0,-50,1,-220,18
2185,221020,5,0,0,0,0,0
2186,221020,100,0,-50,1,-220,18
2187,221021,10,0,0,0,0,0
2188,221021,100,0,-50,1,-220,18
2189,221030,3,0,0,0,0,0
2190,221030,100,0,-50,1,-220,18
2191,221100,3,0,0,0,0,0
2192,221100,100,0,-50,1,-220,18
2193,221101,5,0,0,0,0,0
2194,221101,100,0,-50,1,-220,18
2195,221199,100,0,0,1,-220,18
2196,221200,100,0,0,0,0,18
2197,221210,100,0,0,0,0,0
2198,221220,100,0,200,1,-950,18
2199,222001,100,0,50,1,-630,18
2200,222002,100,0,50,1,-630,18
2201,222003,100,0,180,1,0,31
2202,222004,100,0,50,1,-630,18
2203,222005,100,0,50,1,-630,18
2204,222010,100,0,50,1,-630,18
2205,222020,100,0,50,1,-630,18
2206,222021,100,0,50,1,-630,18
2207,222030,100,0,50,1,-630,18
2208,222100,100,0,50,1,-630,18
2209,222101,100,0,50,1,-630,18
2210,222199,100,0,0,1,-630,18
2211,222200,100,0,0,0,0,0
2212,222210,100,0,0,0,0,0
2213,222220,100,0,200,1,-950,18
2214,223001,3,0,0,0,0,0
2215,223001,100,0,0,1,-350,18
2216,223002,3,0,0,0,0,0
2217,223002,100,0,0,1,-350,18
2218,223003,1,0,0,0,0,0
2219,223003,5,0,180,1,0,31
2220,223003,100,0,0,1,-350,18
2221,223004,2,0,0,0,0,0
2222,223004,100,0,50,1,-350,18
2223,223005,2,0,0,0,0,0
2224,223005,15,0,50,1,-350,18
2225,223005,100,0,250,1,-600,28
2226,223010,15,0,0,0,0,16
2227,223010,30,0,0,0,0,17
2228,223010,100,0,50,1,-350,18
2229,223020,5,0,0,0,0,0
2230,223020,100,0,50,1,-350,18
2231,223021,10,0,0,0,0,0
2232,223021,100,0,50,1,-350,18
2233,223030,3,0,0,0,0,0
2234,223030,100,0,50,1,-350,18
2235,223100,3,0,0,0,0,0
2236,223100,100,0,50,1,-350,18
2237,223101,5,0,0,0,0,0
2238,223101,100,0,50,1,-350,18
2239,223199,100,0,0,1,-350,18
2240,223200,100,0,0,0,0,18
2241,223210,100,0,0,0,0,0
2242,223220,100,0,200,1,-950,18
2243,300001,2,0,0,0,0,0
2244,300001,15,0,80,1,0,18
2245,300001,50,0,120,1,0,18
2246,300001,100,0,160,1,0,19
2247,300002,2,0,0,0,0,0
2248,300002,15,0,80,1,0,18
2249,300002,50,0,120,1,0,18
2250,300002,100,0,160,1,0,19
2251,300003,5,0,0,0,0,0
2252,300003,25,0,80,1,0,31
2253,300003,30,0,120,1,0,18
2254,300003,100,0,160,1,0,19
2255,300004,2,0,0,0,0,0
2256,300004,100,0,250,1,-600,28
2257,300005,5,0,0,0,0,0
2258,300005,15,0,180,1,0,18
2259,300005,100,0,250,1,-600,28
2260,300010,15,0,0,0,0,16
2261,300010,30,0,0,0,0,17
2262,300010,100,0,220,1,0,19
2263,300020,5,0,0,0,0,0
2264,300020,15,0,80,1,0,18
2265,300020,50,0,120,1,0,18
2266,300020,100,0,160,1,0,19
2267,300021,50,0,0,0,0,0
2268,300021,100,0,180,1,0,18
2269,300030,3,0,0,0,0,0
2270,300030,20,0,180,1,0,18
2271,300030,100,0,220,1,0,19
2272,300100,2,0,0,0,0,0
2273,300100,15,0,80,1,0,18
2274,300100,50,0,120,1,0,18
2275,300100,100,0,160,1,0,18
2276,300101,5,0,0,0,0,0
2277,300101,15,0,80,1,0,18
2278,300101,50,0,120,1,0,18
2279,300101,100,0,160,1,0,18
2280,300199,100,0,90,1,0,18
2281,300200,100,0,0,0,0,18
2282,300210,100,0,0,0,0,0
2283,300220,100,0,200,1,-950,18
2284,301001,2,0,0,0,0,0
2285,301001,15,0,130,2,0,18
2286,301001,50,0,195,2,0,18
2287,301001,100,0,260,2,0,19
2288,301002,2,0,0,0,0,0
2289,301002,15,0,130,2,0,18
2290,301002,50,0,195,2,0,18
2291,301002,100,0,260,2,0,19
2292,301003,5,0,0,0,0,0
2293,301003,25,0,130,2,0,31
2294,301003,30,0,195,2,0,18
2295,301003,100,0,260,2,0,19
2296,301004,2,0,0,0,0,0
2297,301004,100,0,250,1,-600,28
2298,301005,5,0,0,0,0,0
2299,301005,15,0,180,1,0,18
2300,301005,100,0,250,1,-600,28
2301,301010,15,0,0,0,0,16
2302,301010,30,0,0,0,0,17
2303,301010,100,0,220,1,0,19
2304,301020,5,0,0,0,0,0
2305,301020,15,0,130,2,0,18
2306,301020,50,0,195,2,0,18
2307,301020,100,0,260,2,0,19
2308,301021,50,0,0,0,0,0
2309,301021,100,0,180,1,0,18
