ID,_Name,_Stage,_Group,_PosX,_PosY,_Rect_Width,_Rect_Height,_Visible_Party,_Visible_Portal,_Visible_Save,_Visible_NPC,_Visible_Mail,_Pos_Party,_Pos_Portal,_Pos_Save,_Pos_NPC,_Pos_Mail,_Map_Width_Size,_Map_Height_Size,_Map_Count,_Map_Link
562,????3,353,2,285,358,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
563,????4,353,3,553,358,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
564,?? ?? ??1,354,0,155,260,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
565,?? ?? ??2,354,1,409,171,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
566,?? ?? ??3,354,2,664,171,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
567,?? ?? ??4,354,3,409,385,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
568,?? ?? ??5,354,4,664,385,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
569,?? ?? ?? ????,355,0,430,263,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
570,??? ??1,360,0,109,220,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
571,??? ??2,360,1,343,153,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
572,??? ??3,360,2,588,153,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
573,??? ??4,360,3,343,363,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
574,??? ??5,360,4,588,363,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
575,??,368,0,279,187,200,107,1,1,1,1,1,1,1,1,1,1,3200,1712,1,1
576,?? ?? ??,368,1,353,342,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
577,??? ? ??1,370,0,194,137,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
578,??? ? ??2,370,1,480,151,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
579,??? ? ??3,370,2,735,152,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
580,??? ? ??4,370,3,735,333,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
581,??? ? ??5,370,4,479,336,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
582,??? ??1,373,0,176,302,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
583,??? ??2,373,1,436,394,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
584,??? ??3,373,2,436,205,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
585,??? ??4,373,3,692,205,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
586,???? ??,375,0,454,229,120,105,1,1,1,1,1,1,1,1,1,1,1920,1680,1,1
587,??? ?1,380,0,90,267,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
588,??? ?2,380,1,355,138,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
589,??? ?3,380,2,610,136,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
590,??? ?4,380,3,325,379,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
591,??? ?5,380,4,570,382,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
592,????1,381,0,415,104,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
593,????2,381,1,682,104,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
594,????3,381,2,415,288,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
595,???? 4,381,3,682,288,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
596,??? ???,385,0,394,259,240,100,1,1,1,1,1,1,1,1,1,1,3840,1600,1,1
597,??? ??1,386,0,310,125,200,120,1,1,1,1,1,1,1,1,1,1,3200,2000,1,1
598,??? ??2,386,1,582,125,200,120,1,1,1,1,1,1,1,1,1,1,3200,2000,1,1
599,??? ??3,386,2,268,316,200,120,1,1,1,1,1,1,1,1,1,1,3200,2000,1,1
600,??? ??4,386,3,527,316,200,120,1,1,1,1,1,1,1,1,1,1,3200,2000,1,1
601,??? ??1,388,0,165,211,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
602,??? ??2,388,1,421,211,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
603,??? ??3,388,2,309,386,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
604,??? ??4,388,3,712,326,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
605,?????,402,0,440,214,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
606,???? ??? 1,405,0,149,211,200,110,1,1,1,1,1,1,1,1,1,1,3200,1760,1,1
607,???? ??? 2,405,1,149,355,200,110,1,1,1,1,1,1,1,1,1,1,3200,1760,1,1
608,???? ??? 3,405,2,418,282,200,110,1,1,1,1,1,1,1,1,1,1,3200,1760,1,1
609,???? ??? 4,405,3,680,165,200,110,1,1,1,1,1,1,1,1,1,1,3200,1760,1,1
610,???? ? 1,412,0,542,180,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
611,???? ? 2,412,1,215,358,400,100,1,1,1,1,1,1,1,1,1,1,3200,1600,2,1
612,???? ? 3,412,2,526,529,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
613,???? ? 4,412,3,542,692,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
614,??1,419,0,358,266,232,105,1,1,1,1,1,1,1,1,1,1,3520,1600,1,1
615,????1,420,0,153,244,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
616,????2,420,1,412,244,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
617,????3,420,2,727,117,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
618,????4,420,3,726,337,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
619,???? ?? 1,433,0,107,176,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
620,???? ?? 2,433,1,363,177,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
621,???? ?? 3,433,2,617,176,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
622,???? ?? 4,433,3,553,363,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
623,??? 1,442,0,176,258,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
624,??? 2,442,1,434,117,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
625,??? 3,442,2,691,117,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
626,??? 4,442,3,471,421,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
627,??? 1,235,0,49,293,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
628,??? 2,235,1,278,293,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
629,??? 3,235,2,507,293,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
630,??? 4,235,3,735,293,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
631,???1,459,0,511,286,240,100,1,1,1,1,1,1,1,1,1,1,3840,1600,1,1
632,???1,462,0,97,243,400,100,1,1,1,1,1,1,1,1,1,1,3200,1600,2,1
633,???2,462,1,523,243,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
634,???3,462,2,747,243,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
635,??? ?? 1,452,0,164,175,161,161,1,1,1,1,1,1,1,1,1,1,2560,2560,1,1
636,??? ?? 2,452,1,389,133,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
637,??? ?? 3,452,2,671,133,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
638,??? ?? 4,452,3,441,327,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
639,??? ?? 5,452,4,695,327,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
640,?? ???? ??,471,0,173,192,160,112,1,1,1,1,1,1,1,1,1,1,2528,1600,1,1
641,?? ???? 1,471,1,374,195,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
642,?? ???? 2,471,2,619,195,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
643,?? ???? 3,471,3,328,378,400,100,1,1,1,1,1,1,1,1,1,1,3200,1600,2,1
644,??? ??1,490,0,313,143,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
645,??? ??2,490,1,187,309,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
646,??? ??3,490,2,431,309,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
647,??? ??4,490,3,681,309,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
648,???,493,0,430,266,400,100,1,1,1,1,1,1,1,1,1,1,3200,1600,2,1
649,???? ?? ?? ??,498,0,121,179,166,105,1,1,1,1,1,1,1,1,1,1,2560,1600,1,1
650,???? 1,498,1,337,180,400,100,1,1,1,1,1,1,1,1,1,1,3200,1600,2,1
651,???? 2,498,2,518,332,400,100,1,1,1,1,1,1,1,1,1,1,3200,1600,2,1
652,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
653,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
654,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
655,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
656,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
657,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
658,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
659,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
660,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
661,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
662,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
663,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
664,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
665,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
666,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
667,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
668,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
669,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
670,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
671,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
672,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
673,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
674,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
675,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
676,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
677,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
678,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
679,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
680,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
681,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
682,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
683,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
684,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
685,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
686,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
687,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
688,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
689,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
690,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
691,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
692,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
693,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
694,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
695,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
696,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
697,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
698,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
699,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
700,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
701,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
702,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
703,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
704,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
705,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
706,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
707,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
708,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
709,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
710,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
711,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
712,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
713,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
714,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
715,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
716,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
717,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
718,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
719,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
720,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
721,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
722,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
723,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
724,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
725,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
726,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
727,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
728,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
729,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
730,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
731,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
732,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
733,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
734,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
735,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
736,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
737,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
738,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
739,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
740,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
741,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
742,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
743,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
744,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
745,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
746,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
747,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
748,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
749,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
750,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
751,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
752,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
753,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
754,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
755,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
756,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
757,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
758,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
759,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
760,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
761,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
762,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
763,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
764,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
765,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
766,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
767,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
768,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
769,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
770,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
771,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
772,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
773,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
774,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
775,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
776,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
777,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
778,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
779,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
780,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
781,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
782,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
783,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
784,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
785,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
786,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
787,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
788,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
789,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
790,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
791,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
792,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
793,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
794,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
795,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
796,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
797,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
798,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
799,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
800,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
